,x1{power: 1.0}_x1,d^2x1/dx0^2{power: 1.0}_x1,C_x1,x1{power: 1.0} * d^2x1/dx0^2{power: 1.0}_x1,"t{power: 1.0, dim: 0.0}_x1","t{power: 1.0, dim: 0.0} * y1{power: 1.0}_x1",d^2x1/dx0^2{power: 1.0} * y1{power: 1.0}_x1,y1{power: 1.0}_x1,dx1/dx0{power: 1.0}_x1,"t{power: 1.0, dim: 0.0} * x1{power: 1.0}_x1",x1{power: 1.0}_y1,C_y1,dy1/dx0{power: 1.0}_y1,y1{power: 1.0} * x1{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0}_y1,y1{power: 1.0} * dy1/dx0{power: 1.0}_y1,y1{power: 1.0}_y1,x1{power: 1.0} * d^2y1/dx0^2{power: 1.0}_y1,y1{power: 1.0} * d^2y1/dx0^2{power: 1.0}_y1,"d^2y1/dx0^2{power: 1.0} * t{power: 1.0, dim: 0.0}_y1","t{power: 1.0, dim: 0.0}_y1"
0,-0.0001595134534566018,0.6516908302021707,0.00010183053947993056,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01619898621377871,-0.012117266810723651,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.0001595134534566018,0.6516908302021707,0.00010183053947993056,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000654783877674579,0.0,-0.004628842055489536,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.0001595134534566018,0.6516908302021707,0.00010183053947993056,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008175395283121381,-1.0,0.0,0.0,3.347146935678514,0.0025994392612399384,0.0,0.0,0.0,0.0
3,-0.0031155849559969142,-1.0,0.002136530040962512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000654783877674579,0.0,-0.004628842055489536,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-0.005420033500061519,-1.0,0.0031622187651871667,0.0,5.7423969316861495e-06,0.0,0.0,0.0,0.0,0.0,0.0,9.25916615137959e-05,0.0,0.0,0.6475208477447626,0.0,-0.00040596472538077756,-1.0,0.0,0.0,0.0
5,-0.004935770350073316,-1.0,0.0027060636522909763,0.0,0.0,3.648359083223215e-05,0.0,0.0,0.0,0.0,0.01619898621377871,-0.012117266810723651,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-0.0006639110176625127,0.0,0.0004492455992751247,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.01619898621377871,-0.012117266810723651,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.01096152579619758,0.0,0.0,0.0,0.0,-0.041509833286266416,-1.0,0.0,0.0,0.000654783877674579,0.0,-0.004628842055489536,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-0.005418492341439579,-1.0,0.0031622187651871667,0.0,5.731948219339471e-06,0.0,0.0,0.0,0.0,0.0,0.01619898621377871,-0.012117266810723651,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-0.0054184923414396366,-1.0,0.003162218765187202,0.0,5.731948219339525e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.3825717755773335e-05,0.0,0.0,0.24355176828507766,0.0,-9.786235157841955e-05,0.0,-1.0,0.0,0.0
10,-0.0001595134534566043,0.6516908302021706,0.00010183053947993233,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006101589978615678,0.00023228374659897179,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.008400413527123176,1.6354607491152484e-06
11,0.0,0.0,-0.001037705030746457,0.0,0.00015483306086859621,0.0,0.0,0.0,-1.0,-0.00019678582617396523,0.01619898621377871,-0.012117266810723651,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
