,y1{power: 1.0}_x1,C_x1,dx1/dx0{power: 1.0}_x1,"t{power: 1.0, dim: 0.0} * dx1/dx0{power: 1.0}_x1",dx1/dx0{power: 1.0} * x1{power: 1.0}_x1,dx1/dx0{power: 1.0} * y1{power: 1.0}_x1,x1{power: 1.0}_x1,"t{power: 1.0, dim: 0.0}_x1",y1{power: 1.0} * d^2x1/dx0^2{power: 1.0}_x1,d^2x1/dx0^2{power: 1.0}_x1,y1{power: 1.0}_y1,C_y1,d^2y1/dx0^2{power: 1.0}_y1,dy1/dx0{power: 1.0}_y1,dy1/dx0{power: 1.0} * x1{power: 1.0}_y1,"t{power: 1.0, dim: 0.0}_y1","x1{power: 1.0} * t{power: 1.0, dim: 0.0}_y1","y1{power: 1.0} * t{power: 1.0, dim: 0.0}_y1",d^2y1/dx0^2{power: 1.0} * x1{power: 1.0}_y1,dx1/dx0{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0} * y1{power: 1.0}_y1
0,0.006722639810583326,-0.0011185696099401802,-1.0,0.004308926937034632,1.1113173881599807,0.0,0.0,0.0,0.0,0.0,-0.0034880835660223044,0.0005212596427960702,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.0025719273487992025,0.0005764894881814582,0.20125020269213043,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0020343780985165546,-0.00021644088127816593,0.0,-1.0,1.5326971866507477,0.0,0.0,0.0,0.0,0.0,0.0
2,0.006722639810583326,-0.0011185696099401802,-1.0,0.004308926937034632,1.1113173881599807,0.0,0.0,0.0,0.0,0.0,0.002034378098516549,-0.000216440881278165,0.0,-1.0,1.5326971866507477,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.01700183925282578,-1.0,0.009648620317913418,0.0,0.0,-0.01993145209499055,-7.039095255145328e-05,0.0,0.0,0.0,-6.3757377545864e-05,0.0,0.6021455313081508,-1.0,9.40080886787923e-06,-9.562075613880648e-06,-4.0485819265323824e-05,0.0,0.0,0.0
4,0.03978147531564121,-0.00794589511100516,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020105118733781562,0.0002943319581049053,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
5,-0.0025719273487992025,0.0005764894881814582,0.20125020269213043,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.00028810211891105,0.0,-1.0,1.5533366881923079,-6.666331455702723e-06,0.0,3.415062111788374e-05,0.0,0.0,0.0
6,0.0,0.001594397000185659,0.5030380816054998,0.0,-1.0,0.0,-0.0028420052795254122,0.0,0.0,0.0,0.002034378098516549,-0.000216440881278165,0.0,-1.0,1.5326971866507477,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0015943970001856605,0.5030380816055003,0.0,-1.0,0.0,-0.002842005279525413,0.0,0.0,0.0,-0.0034880835660223044,0.0005212596427960702,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-0.0025719273487992025,0.0005764894881814582,0.20125020269213043,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.29467586089555e-05,0.15582401908324792,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020495864416678676,-1.0
9,0.0,0.006237881344694426,0.0,0.0019518587003670865,0.0,-1.0,-0.007256722117355556,-2.5174849986563847e-05,0.0,0.0,0.0,-6.375737754580066e-05,0.0,0.6021534583920233,-1.0,9.396777440378567e-06,-9.556284707275013e-06,-4.0472234702882476e-05,0.0,0.0,0.0
10,-0.0025719273487992025,0.0005764894881814582,0.20125020269213043,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-9.14890731489539e-06,0.16641178505140286,0.0,0.0,5.20263699522457e-08,0.0,0.0,0.0,0.0,-1.0
11,0.03978147531564121,-0.00794589511100516,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028810211891105,0.0,-1.0,1.5533366881923079,-6.666331455702723e-06,0.0,3.415062111788374e-05,0.0,0.0,0.0
12,-0.000243940185582966,6.614999745131754e-05,0.0,0.0,0.0,0.0,-8.184564165418894e-05,0.0,-1.0,0.0,0.0,-0.0014409389380477752,0.0,-1.0,0.0,1.1464487545289687e-05,0.0,0.0,0.0,0.0,0.0
13,-0.0006470162180637781,6.631553780031211e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.00027303555975824066,-1.0,0.0,0.0,0.0,-7.046697451002455e-06,0.0,0.0,-0.009429481704845364,0.0
