,y1{power: 1.0}_x1,C_x1,x1{power: 1.0} * dx1/dx0{power: 1.0}_x1,dy1/dx0{power: 1.0}_x1,dx1/dx0{power: 1.0} * y1{power: 1.0}_x1,dx1/dx0{power: 1.0}_x1,"dx1/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_x1",x1{power: 1.0}_x1,"t{power: 1.0, dim: 0.0}_x1","y1{power: 1.0} * t{power: 1.0, dim: 0.0}_x1","d^2x1/dx0^2{power: 1.0} * t{power: 1.0, dim: 0.0}_x1",y1{power: 1.0} * x1{power: 1.0}_x1,d^2x1/dx0^2{power: 1.0}_x1,C_y1,d^2y1/dx0^2{power: 1.0}_y1,y1{power: 1.0}_y1,y1{power: 1.0} * x1{power: 1.0}_y1,y1{power: 1.0} * d^2y1/dx0^2{power: 1.0}_y1,d^2x1/dx0^2{power: 1.0}_y1,x1{power: 1.0} * d^2y1/dx0^2{power: 1.0}_y1,dy1/dx0{power: 1.0}_y1,x1{power: 1.0}_y1,y1{power: 1.0} * dy1/dx0{power: 1.0}_y1,"t{power: 1.0, dim: 0.0}_y1",dy1/dx0{power: 1.0} * d^2x1/dx0^2{power: 1.0}_y1
0,-0.0285065199097135,0.001798410107537608,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005640776063208539,-1.0,-0.010176278060758345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.0035195880801289544,0.0002028478139334091,0.0,0.018861128656305345,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005640776063208539,-1.0,-0.010176278060758345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.014025901207433905,0.0009693263833535573,0.0,0.0,0.0,-1.0,0.007685781278945075,0.0,0.0,0.0,0.0,0.0,0.0,0.0005371283340907144,-1.0,0.0,-0.0252774946159191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-0.0035195880801289544,0.0002028478139334091,0.0,0.018861128656305345,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2465647914001375e-06,0.062094978200185995,0.0,0.0,-1.0,0.001449147312305263,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,9.514940863764837e-05,-1.0,0.0,0.0,0.24732375723789743,0.0011206830548705015,-0.0001029511605121853,-1.6196354628365498e-07,-4.211028635858899e-06,-0.00028048782168891006,0.0,0.0,0.0005640776063208539,-1.0,-0.010176278060758345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.00045689485396067556,0.0,0.20462559645915981,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0599473846836424e-05,0.34580940854488473,-0.000869709998213569,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.004625199743137379,0.0,0.19684788382082735,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.18657419763069485,0.0,0.0005640776063208539,-1.0,-0.010176278060758345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.0005315845378038639,1.408444215742321e-05,0.10444933138566868,0.006778587106967376,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002043083896875183,0.0,0.0,0.0,0.0,0.0,0.0,0.061522691520351114,-0.0005279963435950154,-1.0,0.0,0.0
8,0.0,-2.2233845052597104e-07,0.0,-0.03351732366163191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0002043083896875183,0.0,0.0,0.0,0.0,0.0,0.0,0.061522691520351114,-0.0005279963435950154,-1.0,0.0,0.0
9,-0.00020578031301952298,2.2708707453069264e-05,-1.0,0.0,0.0,0.3076874941888091,0.0006306258402977106,0.0,0.0,0.0,0.0,0.0,0.0,0.00020430838968752327,0.0,0.0,0.0,0.0,0.0,0.0,0.061522691520351155,-0.0005279963435950282,-1.0,0.0,0.0
10,-0.001993046519202641,0.00018206044453581446,-1.0,0.0,0.0,0.24964311086088578,0.001130270105696588,0.0,-1.4647099502003375e-06,1.6673782681736772e-05,0.0,0.0,0.0,5.0599473846836424e-05,0.34580940854488473,-0.000869709998213569,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
11,-0.059870322885427416,0.0007072434151374967,0.0,0.0,0.0,-1.0,0.0,0.00802073739036607,0.0,0.0,0.0,0.0,0.0,-1.168636216097084e-06,0.0,1.1874100457930618e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.054353483630857e-09,-1.0
