,C_x1,d^2x1/dx0^2{power: 1.0}_x1,x1{power: 1.0}_x1,dx1/dx0{power: 1.0}_x1,y1{power: 1.0}_x1,dx1/dx0{power: 1.0} * x1{power: 1.0}_x1,"dx1/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_x1",x1{power: 1.0} * y1{power: 1.0}_x1,x1{power: 1.0} * d^2x1/dx0^2{power: 1.0}_x1,C_y1,dy1/dx0{power: 1.0} * x1{power: 1.0}_y1,x1{power: 1.0}_y1,dy1/dx0{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0}_y1,y1{power: 1.0}_y1,"t{power: 1.0, dim: 0.0}_y1",x1{power: 1.0} * d^2y1/dx0^2{power: 1.0}_y1,"x1{power: 1.0} * t{power: 1.0, dim: 0.0}_y1",d^2y1/dx0^2{power: 1.0} * y1{power: 1.0}_y1,"t{power: 1.0, dim: 0.0} * sin{power: 1.0, dim: 0.0}_y1"
0,0.0017900657488296044,-1.0,-0.011390526439148754,0.0,0.0,0.0,0.0,0.0,0.0,-4.5121134280929716e-05,-1.0,0.0002778305328438189,0.1550431823528317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.0001410679108013512,0.0,0.0,0.16395087095919914,0.0003261983338346299,-1.0,-9.434583580412986e-05,0.0,0.0,0.00823421008917538,0.0,0.0,0.0,-1.0,-0.020585205437702463,2.8711531140490734e-06,0.0,0.0,0.0,0.0
2,0.001552031642935049,-1.0,0.0,0.0,0.0,0.0,0.0,-0.023749895939174467,0.0,0.006632434254263579,0.0,0.0,0.0,-1.0,-0.016052634941527106,0.0,0.0,0.0,0.0,0.0
3,0.0017900657488296044,-1.0,-0.011390526439148754,0.0,0.0,0.0,0.0,0.0,0.0,0.0002573335920198035,0.0,0.0,0.0,0.16391613849825004,-0.0006224134336422648,0.0,-1.0,0.0,0.0,0.0
4,9.279880437648144e-05,0.17084508625108258,0.0,0.0,-0.0002350925512894273,0.0,0.0,0.0,-1.0,0.0002573335920198035,0.0,0.0,0.0,0.16391613849825004,-0.0006224134336422648,0.0,-1.0,0.0,0.0,0.0
5,0.0015396648943209416,0.0,-0.006798592657666355,-1.0,0.0,0.0,0.008853547048516477,0.0,0.0,0.00039743508291648663,0.0,0.0,0.0,0.13628262767068847,-0.0010165083792628177,4.3501940413321975e-07,-1.0,-1.3225975003731482e-06,0.0,0.0
6,0.0015396648943209416,0.0,-0.006798592657666355,-1.0,0.0,0.0,0.008853547048516477,0.0,0.0,0.008234210089168477,0.0,0.0,0.0,-1.0,-0.020585205437687604,2.871153114054377e-06,0.0,0.0,0.0,0.0
7,0.00045971209028025547,0.0,0.0,0.0,-0.0011334182784029847,0.0,0.0,0.0,-1.0,-4.5121134280929716e-05,-1.0,0.0002778305328438189,0.1550431823528317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0017900657488296044,-1.0,-0.011390526439148754,0.0,0.0,0.0,0.0,0.0,0.0,0.006632434254263579,0.0,0.0,0.0,-1.0,-0.016052634941527106,0.0,0.0,0.0,0.0,0.0
9,9.279880437648144e-05,0.17084508625108258,0.0,0.0,-0.0002350925512894273,0.0,0.0,0.0,-1.0,0.0009080484127896097,0.0,0.0,0.0,0.30380596956547,-0.002297457828389748,7.541824936667444e-07,0.0,-2.1962918369572265e-06,-1.0,-1.4301367068399192e-09
10,9.279880437648144e-05,0.17084508625108258,0.0,0.0,-0.0002350925512894273,0.0,0.0,0.0,-1.0,0.00823421008917538,0.0,0.0,0.0,-1.0,-0.020585205437702463,2.8711531140490734e-06,0.0,0.0,0.0,0.0
11,0.0015396648943209416,0.0,-0.006798592657666354,-1.0,0.0,0.0,0.008853547048516477,0.0,0.0,0.0009080484127903172,0.0,0.0,0.0,0.30380596956532413,-0.0022974578283916115,7.541824936650912e-07,0.0,-2.196291836943771e-06,-1.0,-1.430136706827375e-09
