,x1{power: 1.0}_x1,x1{power: 1.0} * d^2x1/dx0^2{power: 1.0}_x1,y1{power: 1.0} * d^2x1/dx0^2{power: 1.0}_x1,C_x1,d^2x1/dx0^2{power: 1.0}_x1,y1{power: 1.0}_x1,x1{power: 1.0} * dx1/dx0{power: 1.0}_x1,dx1/dx0{power: 1.0}_x1,"t{power: 1.0, dim: 0.0}_x1","t{power: 1.0, dim: 0.0} * sin{power: 1.0, dim: 0.0}_x1","x1{power: 1.0} * cos{power: 1.0, dim: 0.0}_x1",C_y1,d^2y1/dx0^2{power: 1.0}_y1,x1{power: 1.0} * y1{power: 1.0}_y1,y1{power: 1.0}_y1,y1{power: 1.0} * d^2y1/dx0^2{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0} * x1{power: 1.0}_y1,"d^2y1/dx0^2{power: 1.0} * cos{power: 1.0, dim: 0.0}_y1","t{power: 1.0, dim: 0.0} * d^2x1/dx0^2{power: 1.0}_y1",x1{power: 1.0}_y1,dy1/dx0{power: 1.0}_y1,"dy1/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_y1","t{power: 1.0, dim: 0.0}_y1",dy1/dx0{power: 1.0} * y1{power: 1.0}_y1
0,-0.0005312910082605307,0.6977450797134941,0.8453547560823337,0.00026916369444391757,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013494271659003636,-1.0,-0.0038365688747469583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.0005312910082605307,0.6977450797134941,0.8453547560823337,0.00026916369444391757,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018277030593692915,0.7292552206138738,0.0,-0.0002473002742398834,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.005372218335022094,0.0,0.0,0.002737532723817472,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020846303937496115,-1.0,0.0,-0.00027037297794497284,0.9050703971530067,0.6430820600040942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,-0.01137192727184168,0.0,0.014631388913807351,-1.0,0.0,0.0,0.0,0.0,0.00020846303937496115,-1.0,0.0,-0.00027037297794497284,0.9050703971530067,0.6430820600040942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-0.005372218335022094,0.0,0.0,0.002737532723817472,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018277030593694682,0.7292552206138736,0.0,-0.00024730027423990693,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,-0.02219371159214992,0.0,0.028476095502485293,0.0,-1.0,0.0,0.0,0.0,-6.089185737065897e-06,0.0,0.0,0.0,0.0,0.0,-1.0,0.0015672063115645019,0.0,0.0,0.0,0.0,0.0
6,-0.006924177612136161,0.0,0.0,0.0033002049356257966,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0025653584581058386,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.005135847173346905,0.0,0.0,0.0,0.0
7,0.0,0.0,-1.0,3.8539173726550804e-06,0.7550655691017277,0.0,0.0,0.0,-3.7171436734321644e-08,0.0,0.0,0.008633077667834036,0.0,0.0,-0.008602249128687815,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
8,0.0,0.0,-1.0,4.2612653521117565e-06,0.7545600462002429,0.0,0.0,0.0,-4.0274472760483033e-08,-7.986682049041153e-09,1.0370070236202737e-06,0.00020846303937496115,-1.0,0.0,-0.0002703740769029638,0.904225629244844,0.6442813458737164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-0.0005312910082605307,0.6977450797134941,0.8453547560823337,0.00026916369444391757,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010886887618232251,0.0,0.0,-0.013114970703364608,0.0,0.0,0.0,0.0,0.0,-1.0,0.01288428216265639,0.0,0.0
10,0.0,0.0,0.0,-0.01137192727184168,0.0,0.014631388913807351,-1.0,0.0,0.0,0.0,0.0,0.00018277030593692915,0.7292552206138738,0.0,-0.0002473002742398834,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,-0.0002280701886485517,0.0,0.0,0.0,-1.0,0.0,9.137870650915719e-07,0.0,0.00020846303937496115,-1.0,0.0,-0.00027037297794497284,0.9050703971530067,0.6430820600040942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,-0.005372218335022094,0.0,0.0,0.002737532723817472,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01133270510746714,0.0,0.0,-0.010122308155725986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.355334361726904e-05,-1.0
13,-0.006924177612136161,0.0,0.0,0.0033002049356257966,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0002084630393749621,-1.0,0.0,-0.0002703729779449739,0.9050703971529991,0.6430820600041054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
