[Name]
User Points

[Data]
"Time","Monitor Point: Monitor Point 1 (DT)","Monitor Point: Monitor Point 1 (Velocity v)","Monitor Point: Monitor Point 1min (DT)","Monitor Point: Monitor Point 1min (Velocity v)","Monitor Point: Monitor Point 2 (DT)","Monitor Point: Monitor Point 2 (Velocity v)","Monitor Point: Monitor Point 2min (DT)","Monitor Point: Monitor Point 2min (Velocity v)","Monitor Point: Monitor Point 3 (DT)","Monitor Point: Monitor Point 3 (Velocity v)","Monitor Point: Monitor Point 3min (DT)","Monitor Point: Monitor Point 3min (Velocity v)","Monitor Point: Monitor Point 4 (DT)","Monitor Point: Monitor Point 4 (Velocity v)","Monitor Point: Monitor Point 4min (DT)","Monitor Point: Monitor Point 4min (Velocity v)","Monitor Point: Monitor Point 5 (DT)","Monitor Point: Monitor Point 5 (Velocity v)","Monitor Point: Monitor Point 5min (DT)","Monitor Point: Monitor Point 5min (Velocity v)","Monitor Point: Monitor Point 6 (DT)","Monitor Point: Monitor Point 6 (Velocity v)","Monitor Point: Monitor Point 6min (DT)","Monitor Point: Monitor Point 6min (Velocity v)"
1.60000000e+01,8.60761166e+00,3.19280625e-05,7.04243708e+00,3.02674034e-05,4.81870699e+00,3.64397893e-05,4.11977148e+00,3.33670214e-05,3.03058982e+00,3.71998794e-05,1.86831617e+00,3.41682753e-05,1.52408338e+00,3.64721418e-05,1.17439234e+00,3.35930745e-05,8.05353463e-01,3.50151968e-05,3.49297166e-01,3.09231618e-05,3.63024384e-01,3.28855058e-05,1.63189724e-01,2.90205389e-05
1.61000004e+01,8.63664150e+00,3.20997460e-05,7.05819273e+00,3.04186888e-05,4.84565258e+00,3.66500499e-05,4.13287497e+00,3.35396762e-05,3.05384803e+00,3.74250558e-05,1.87786639e+00,3.43542924e-05,1.54089820e+00,3.67057910e-05,1.18201768e+00,3.37803722e-05,8.16899061e-01,3.52482348e-05,3.53046268e-01,3.11047843e-05,3.69740784e-01,3.31116280e-05,1.65432826e-01,2.91951437e-05
1.62000008e+01,8.66553593e+00,3.22712003e-05,7.07380009e+00,3.05696340e-05,4.87252378e+00,3.68601104e-05,4.14585686e+00,3.37119491e-05,3.07708335e+00,3.76500975e-05,1.88734114e+00,3.45399130e-05,1.55774653e+00,3.69393965e-05,1.18959272e+00,3.39672806e-05,8.28502297e-01,3.54813019e-05,3.56786817e-01,3.12860793e-05,3.76517296e-01,3.33378484e-05,1.67677730e-01,2.93694611e-05
1.62999992e+01,8.69429493e+00,3.24424363e-05,7.08926010e+00,3.07202426e-05,4.89931965e+00,3.70699745e-05,4.15871811e+00,3.38838327e-05,3.10029531e+00,3.78749974e-05,1.89674115e+00,3.47251371e-05,1.57462764e+00,3.71729657e-05,1.19711745e+00,3.41538071e-05,8.40162694e-01,3.57144054e-05,3.60518515e-01,3.14670506e-05,3.83353740e-01,3.35641853e-05,1.69924214e-01,2.95434947e-05
1.63999996e+01,8.72292042e+00,3.26134505e-05,7.10457468e+00,3.08705130e-05,4.92604160e+00,3.72796349e-05,4.17145967e+00,3.40553343e-05,3.12348413e+00,3.80997481e-05,1.90606666e+00,3.49099646e-05,1.59154105e+00,3.74064839e-05,1.20459175e+00,3.43399479e-05,8.51879835e-01,3.59475489e-05,3.64241004e-01,3.16476944e-05,3.90249789e-01,3.37906313e-05,1.72172114e-01,2.97172464e-05
1.65000000e+01,8.75141335e+00,3.27842463e-05,7.11974525e+00,3.10204523e-05,4.95268965e+00,3.74891060e-05,4.18408298e+00,3.42264575e-05,3.14664936e+00,3.83243532e-05,1.91531777e+00,3.50943992e-05,1.60848653e+00,3.76399512e-05,1.21201611e+00,3.45257031e-05,8.63653302e-01,3.61807215e-05,3.67953926e-01,3.18280108e-05,3.97205144e-01,3.40171900e-05,1.74421266e-01,2.98907144e-05
1.66000004e+01,8.77977467e+00,3.29548275e-05,7.13477278e+00,3.11700605e-05,4.97926426e+00,3.76983917e-05,4.19658899e+00,3.43972024e-05,3.16979122e+00,3.85488202e-05,1.92449534e+00,3.52784373e-05,1.62546337e+00,3.78733675e-05,1.21939027e+00,3.47110763e-05,8.75482619e-01,3.64139196e-05,3.71657073e-01,3.20079998e-05,4.04219598e-01,3.42438543e-05,1.76671445e-01,3.00638985e-05
1.67000008e+01,8.80800533e+00,3.31251940e-05,7.14965916e+00,3.13193377e-05,5.00576544e+00,3.79074881e-05,4.20897865e+00,3.45675653e-05,3.19290924e+00,3.87731598e-05,1.93359935e+00,3.54620861e-05,1.64247131e+00,3.81067366e-05,1.22671449e+00,3.48960639e-05,8.87367427e-01,3.66471468e-05,3.75350058e-01,3.21876614e-05,4.11292791e-01,3.44706204e-05,1.78922519e-01,3.02367953e-05
1.67999992e+01,8.83610630e+00,3.32953459e-05,7.16440582e+00,3.14682802e-05,5.03219461e+00,3.81163918e-05,4.22125340e+00,3.47375571e-05,3.21600366e+00,3.89973611e-05,1.94263053e+00,3.56453456e-05,1.65950978e+00,3.83400657e-05,1.23398864e+00,3.50806768e-05,8.99307311e-01,3.68804067e-05,3.79032642e-01,3.23669956e-05,4.18424457e-01,3.46974994e-05,1.81174323e-01,3.04094028e-05
1.68999996e+01,8.86407948e+00,3.34652832e-05,7.17901373e+00,3.16168989e-05,5.05855083e+00,3.83250990e-05,4.23341322e+00,3.49071706e-05,3.23907423e+00,3.92214206e-05,1.95158887e+00,3.58282159e-05,1.67657840e+00,3.85733510e-05,1.24121308e+00,3.52649113e-05,9.11301792e-01,3.71137030e-05,3.82704526e-01,3.25460023e-05,4.25614417e-01,3.49244838e-05,1.83426633e-01,3.05817193e-05
1.70000000e+01,8.89192581e+00,3.36350058e-05,7.19348431e+00,3.17651902e-05,5.08483553e+00,3.85336170e-05,4.24546003e+00,3.50764058e-05,3.26212072e+00,3.94453382e-05,1.96047509e+00,3.60107006e-05,1.69367671e+00,3.88065891e-05,1.24838781e+00,3.54487638e-05,9.23350453e-01,3.73470320e-05,3.86365503e-01,3.27246817e-05,4.32862550e-01,3.51515773e-05,1.85679153e-01,3.07537484e-05
1.71000004e+01,8.91964531e+00,3.38045174e-05,7.20781946e+00,3.19131541e-05,5.11104870e+00,3.87419495e-05,4.25739431e+00,3.52452698e-05,3.28514314e+00,3.96691175e-05,1.96928942e+00,3.61927887e-05,1.71080434e+00,3.90397727e-05,1.25551271e+00,3.56322344e-05,9.35452998e-01,3.75803866e-05,3.90015364e-01,3.29030372e-05,4.40168768e-01,3.53787764e-05,1.87931642e-01,3.09254938e-05
1.72000008e+01,8.94723988e+00,3.39738217e-05,7.22201920e+00,3.20607942e-05,5.13719034e+00,3.89501001e-05,4.26921701e+00,3.54137628e-05,3.30814171e+00,3.98927623e-05,1.97803223e+00,3.63744875e-05,1.72796059e+00,3.92729053e-05,1.26258814e+00,3.58153193e-05,9.47608888e-01,3.78137665e-05,3.93653870e-01,3.30810617e-05,4.47532922e-01,3.56060773e-05,1.90183789e-01,3.10969481e-05
1.72999992e+01,8.97470951e+00,3.41429113e-05,7.23608637e+00,3.22081141e-05,5.16326141e+00,3.91580616e-05,4.28092957e+00,3.55818884e-05,3.33111572e+00,4.01162761e-05,1.98670387e+00,3.65558008e-05,1.74514544e+00,3.95059942e-05,1.26961410e+00,3.59980259e-05,9.59817767e-01,3.80471720e-05,3.97280842e-01,3.32587515e-05,4.54954952e-01,3.58334801e-05,1.92435354e-01,3.12681077e-05
1.73999996e+01,9.00205708e+00,3.43117936e-05,7.25002098e+00,3.23551067e-05,5.18926191e+00,3.93658302e-05,4.29253244e+00,3.57496392e-05,3.35406542e+00,4.03396516e-05,1.99530494e+00,3.67367320e-05,1.76235819e+00,3.97390359e-05,1.27659070e+00,3.61803577e-05,9.72079337e-01,3.82806065e-05,4.00896043e-01,3.34361139e-05,4.62434649e-01,3.60609811e-05,1.94686100e-01,3.14389727e-05
1.75000000e+01,9.02928162e+00,3.44804612e-05,7.26382446e+00,3.25017791e-05,5.21519184e+00,3.95734096e-05,4.30402660e+00,3.59170226e-05,3.37699080e+00,4.05628816e-05,2.00383544e+00,3.69172776e-05,1.77959847e+00,3.99720266e-05,1.28351796e+00,3.63623112e-05,9.84393060e-01,3.85140702e-05,4.04499263e-01,3.36131452e-05,4.69971955e-01,3.62885839e-05,1.96935743e-01,3.16095429e-05
1.76000004e+01,9.05638409e+00,3.46489287e-05,7.27749872e+00,3.26481313e-05,5.24105263e+00,3.97808035e-05,4.31541300e+00,3.60840386e-05,3.39989161e+00,4.07859734e-05,2.01229620e+00,3.70974412e-05,1.79686606e+00,4.02049700e-05,1.29039621e+00,3.65438864e-05,9.96758699e-01,3.87475593e-05,4.08090323e-01,3.37898491e-05,4.77566659e-01,3.65162923e-05,1.99184075e-01,3.17798222e-05
1.77000008e+01,9.08336735e+00,3.48171852e-05,7.29104471e+00,3.27941634e-05,5.26684332e+00,3.99880155e-05,4.32669258e+00,3.62506835e-05,3.42276788e+00,4.10089342e-05,2.02068710e+00,3.72772120e-05,1.81416035e+00,4.04378552e-05,1.29722536e+00,3.67250832e-05,1.00917566e+00,3.89810739e-05,4.11669016e-01,3.39662220e-05,4.85218644e-01,3.67440953e-05,2.01430842e-01,3.19498104e-05
1.77999992e+01,9.11023045e+00,3.49852344e-05,7.30446291e+00,3.29398827e-05,5.29256487e+00,4.01950456e-05,4.33786631e+00,3.64169682e-05,3.44561934e+00,4.12317604e-05,2.02900910e+00,3.74565971e-05,1.83148086e+00,4.06706968e-05,1.30400574e+00,3.69058980e-05,1.02164388e+00,3.92146103e-05,4.15235162e-01,3.41422638e-05,4.92927760e-01,3.69720001e-05,2.03675836e-01,3.21195039e-05
1.78999996e+01,9.13697433e+00,3.51530798e-05,7.31775522e+00,3.30852818e-05,5.31821775e+00,4.04018901e-05,4.34893513e+00,3.65828892e-05,3.46844602e+00,4.14544556e-05,2.03726196e+00,3.76356002e-05,1.84882760e+00,4.09034874e-05,1.31073725e+00,3.70863345e-05,1.03416276e+00,3.94481758e-05,4.18788582e-01,3.43179745e-05,5.00693858e-01,3.72000031e-05,2.05918834e-01,3.22889027e-05
1.80000000e+01,9.16360092e+00,3.53207215e-05,7.33092260e+00,3.32303644e-05,5.34380198e+00,4.06085528e-05,4.35989952e+00,3.67484463e-05,3.49124765e+00,4.16770126e-05,2.04544663e+00,3.78142249e-05,1.86619985e+00,4.11362307e-05,1.31742024e+00,3.72663962e-05,1.04673195e+00,3.96817668e-05,4.22329038e-01,3.44933469e-05,5.08516788e-01,3.74281044e-05,2.08159626e-01,3.24580033e-05
1.81000004e+01,9.19011116e+00,3.54881631e-05,7.34396601e+00,3.33751341e-05,5.36931801e+00,4.08150263e-05,4.37076044e+00,3.69136396e-05,3.51402450e+00,4.18994314e-05,2.05356312e+00,3.79924713e-05,1.88359725e+00,4.13689268e-05,1.32405460e+00,3.74460833e-05,1.05935133e+00,3.99153832e-05,4.25856411e-01,3.46683883e-05,5.16396344e-01,3.76563075e-05,2.10397989e-01,3.26268055e-05
1.82000008e+01,9.21650410e+00,3.56554010e-05,7.35688686e+00,3.35195909e-05,5.39476585e+00,4.10213288e-05,4.38151884e+00,3.70784728e-05,3.53677607e+00,4.21217192e-05,2.06161165e+00,3.81703358e-05,1.90101957e+00,4.16015755e-05,1.33064055e+00,3.76253993e-05,1.07202005e+00,4.01490288e-05,4.29370493e-01,3.48431022e-05,5.24332464e-01,3.78846125e-05,2.12633744e-01,3.27953094e-05
1.82999992e+01,9.24278259e+00,3.58224388e-05,7.36968613e+00,3.36637349e-05,5.42014599e+00,4.12274494e-05,4.39217567e+00,3.72429458e-05,3.55950260e+00,4.23438760e-05,2.06959319e+00,3.83478218e-05,1.91846633e+00,4.18341733e-05,1.33717847e+00,3.78043405e-05,1.08473825e+00,4.03826962e-05,4.32871103e-01,3.50174851e-05,5.32324910e-01,3.81130158e-05,2.14866698e-01,3.29635222e-05
1.83999996e+01,9.26894569e+00,3.59892801e-05,7.38236475e+00,3.38075733e-05,5.44545889e+00,4.14333917e-05,4.40273190e+00,3.74070623e-05,3.58220363e+00,4.25659055e-05,2.07750750e+00,3.85249223e-05,1.93593717e+00,4.20667238e-05,1.34366822e+00,3.79829035e-05,1.09750533e+00,4.06163927e-05,4.36358124e-01,3.51915369e-05,5.40373564e-01,3.83415172e-05,2.17096642e-01,3.31314404e-05
1.85000000e+01,9.29499531e+00,3.61559214e-05,7.39492369e+00,3.39510989e-05,5.47070408e+00,4.16391522e-05,4.41318798e+00,3.75708223e-05,3.60487962e+00,4.27878040e-05,2.08535528e+00,3.87016480e-05,1.95343184e+00,4.22992307e-05,1.35011005e+00,3.81610953e-05,1.11032093e+00,4.08501146e-05,4.39831346e-01,3.53652576e-05,5.48478246e-01,3.85701205e-05,2.19323397e-01,3.32990603e-05
1.86000004e+01,9.32093239e+00,3.63223626e-05,7.40736437e+00,3.40943152e-05,5.49588299e+00,4.18447416e-05,4.42354441e+00,3.77342294e-05,3.62752986e+00,4.30095679e-05,2.09313679e+00,3.88779990e-05,1.97094965e+00,4.25316939e-05,1.35650384e+00,3.83389124e-05,1.12318468e+00,4.10838657e-05,4.43290621e-01,3.55386401e-05,5.56638777e-01,3.87988221e-05,2.21546784e-01,3.34663782e-05
1.87000008e+01,9.34675694e+00,3.64886109e-05,7.41968727e+00,3.42372259e-05,5.52099514e+00,4.20501492e-05,4.43380308e+00,3.78972763e-05,3.65015459e+00,4.32312045e-05,2.10085249e+00,3.90539753e-05,1.98849070e+00,4.27641062e-05,1.36285019e+00,3.85163621e-05,1.13609636e+00,4.13176385e-05,4.46735770e-01,3.57116951e-05,5.64855099e-01,3.90276255e-05,2.23766625e-01,3.36333978e-05
1.87999992e+01,9.37247086e+00,3.66546628e-05,7.43189430e+00,3.43798347e-05,5.54604101e+00,4.22553858e-05,4.44396353e+00,3.80599740e-05,3.67275381e+00,4.34527101e-05,2.10850239e+00,3.92295806e-05,2.00605440e+00,4.29964748e-05,1.36914897e+00,3.86934444e-05,1.14905548e+00,4.15514405e-05,4.50166702e-01,3.58844190e-05,5.73126972e-01,3.92565235e-05,2.25982741e-01,3.38001191e-05
1.88999996e+01,9.39807320e+00,3.68205183e-05,7.44398546e+00,3.45221379e-05,5.57102060e+00,4.24604477e-05,4.45402718e+00,3.82223188e-05,3.69532728e+00,4.36740884e-05,2.11608744e+00,3.94048147e-05,2.02364039e+00,4.32287925e-05,1.37540054e+00,3.88701555e-05,1.16206193e+00,4.17852716e-05,4.53583241e-01,3.60568156e-05,5.81454277e-01,3.94855233e-05,2.28194967e-01,3.39665457e-05
1.90000000e+01,9.42356586e+00,3.69861846e-05,7.45596266e+00,3.46641391e-05,5.59593487e+00,4.26653351e-05,4.46399498e+00,3.83843144e-05,3.71787500e+00,4.38953430e-05,2.12360764e+00,3.95796706e-05,2.04124808e+00,4.34610702e-05,1.38160467e+00,3.90464957e-05,1.17511511e+00,4.20191245e-05,4.56985205e-01,3.62288847e-05,5.89836776e-01,3.97146214e-05,2.30403110e-01,3.41326777e-05
1.91000004e+01,9.44894981e+00,3.71516580e-05,7.46782589e+00,3.48058384e-05,5.62078285e+00,4.28700478e-05,4.47386694e+00,3.85459607e-05,3.74039674e+00,4.41164666e-05,2.13106346e+00,3.97541517e-05,2.05887771e+00,4.36932969e-05,1.38776195e+00,3.92224683e-05,1.18821466e+00,4.22530029e-05,4.60372537e-01,3.64006191e-05,5.98274410e-01,3.99438177e-05,2.32607037e-01,3.42985077e-05
1.92000008e+01,9.47422504e+00,3.73169387e-05,7.47957706e+00,3.49472357e-05,5.64556599e+00,4.30745895e-05,4.48364449e+00,3.87072614e-05,3.76289248e+00,4.43374629e-05,2.13845515e+00,3.99282653e-05,2.07652855e+00,4.39254836e-05,1.39387214e+00,3.93980699e-05,1.20136058e+00,4.24869104e-05,4.63745058e-01,3.65720261e-05,6.06766939e-01,4.01731122e-05,2.34806567e-01,3.44640430e-05
1.92999992e+01,9.49939251e+00,3.74820265e-05,7.49121666e+00,3.50883347e-05,5.67028379e+00,4.32789602e-05,4.49332809e+00,3.88682129e-05,3.78536224e+00,4.45583355e-05,2.14578319e+00,4.01020152e-05,2.09420013e+00,4.41576194e-05,1.39993572e+00,3.95733114e-05,1.21455228e+00,4.27208397e-05,4.67102677e-01,3.67430985e-05,6.15314245e-01,4.04025050e-05,2.37001553e-01,3.46292763e-05
1.93999996e+01,9.52445316e+00,3.76469252e-05,7.50274611e+00,3.52291354e-05,5.69493675e+00,4.34831600e-05,4.50291872e+00,3.90288187e-05,3.80780578e+00,4.47790771e-05,2.15304780e+00,4.02753976e-05,2.11189246e+00,4.43897115e-05,1.40595257e+00,3.97481854e-05,1.22778940e+00,4.29547981e-05,4.70445246e-01,3.69138434e-05,6.23916149e-01,4.06319959e-05,2.39191845e-01,3.47942114e-05
1.95000000e+01,9.54940796e+00,3.78116347e-05,7.51416540e+00,3.53696378e-05,5.71952534e+00,4.36871887e-05,4.51241684e+00,3.91890790e-05,3.83022308e+00,4.49996951e-05,2.16024947e+00,4.04484090e-05,2.12960505e+00,4.46217564e-05,1.41192317e+00,3.99226956e-05,1.24107182e+00,4.31887784e-05,4.73772645e-01,3.70842608e-05,6.32572532e-01,4.08615815e-05,2.41377264e-01,3.49588481e-05
1.96000004e+01,9.57425690e+00,3.79761550e-05,7.52547646e+00,3.55098455e-05,5.74404907e+00,4.38910465e-05,4.52182341e+00,3.93489972e-05,3.85261416e+00,4.52201893e-05,2.16738820e+00,4.06210529e-05,2.14733768e+00,4.48537576e-05,1.41784739e+00,4.00968420e-05,1.25439894e+00,4.34227877e-05,4.77084756e-01,3.72543509e-05,6.41283154e-01,4.10912653e-05,2.43557692e-01,3.51231902e-05
1.97000008e+01,9.59899998e+00,3.81404898e-05,7.53667927e+00,3.56497585e-05,5.76850891e+00,4.40947333e-05,4.53113842e+00,3.95085735e-05,3.87497854e+00,4.54405563e-05,2.17446494e+00,4.07933294e-05,2.16508985e+00,4.50857115e-05,1.42372561e+00,4.02706210e-05,1.26777065e+00,4.36568189e-05,4.80381519e-01,3.74241099e-05,6.50047958e-01,4.13210473e-05,2.45732963e-01,3.52872303e-05
1.97999992e+01,9.62363911e+00,3.83046354e-05,7.54777527e+00,3.57893732e-05,5.79290485e+00,4.42982528e-05,4.54036331e+00,3.96678079e-05,3.89731669e+00,4.56607995e-05,2.18147969e+00,4.09652421e-05,2.18286133e+00,4.53176217e-05,1.42955780e+00,4.04440361e-05,1.28118658e+00,4.38908792e-05,4.83662784e-01,3.75935379e-05,6.58866644e-01,4.15509239e-05,2.47902945e-01,3.54509757e-05
1.98999996e+01,9.64817524e+00,3.84685954e-05,7.55876541e+00,3.59286969e-05,5.81723690e+00,4.45016085e-05,4.54949903e+00,3.98267002e-05,3.91962790e+00,4.58809154e-05,2.18843269e+00,4.11367910e-05,2.20065165e+00,4.55494846e-05,1.43534422e+00,4.06170875e-05,1.29464638e+00,4.41249613e-05,4.86928463e-01,3.77626347e-05,6.67739153e-01,4.17808988e-05,2.50067502e-01,3.56144155e-05
2.00000000e+01,9.67260647e+00,3.86323663e-05,7.56965017e+00,3.60677295e-05,5.84150553e+00,4.47047933e-05,4.55854511e+00,3.99852543e-05,3.94191265e+00,4.61009113e-05,2.19532466e+00,4.13079761e-05,2.21846080e+00,4.57813039e-05,1.44108510e+00,4.07897824e-05,1.30814970e+00,4.43590725e-05,4.90178436e-01,3.79314042e-05,6.76665306e-01,4.20109718e-05,2.52226472e-01,3.57775571e-05
2.01000004e+01,9.69693661e+00,3.87959553e-05,7.58043051e+00,3.62064711e-05,5.86571074e+00,4.49078107e-05,4.56750345e+00,4.01434663e-05,3.96417046e+00,4.63207834e-05,2.20215559e+00,4.14788010e-05,2.23628807e+00,4.60130796e-05,1.44678044e+00,4.09621098e-05,1.32169628e+00,4.45932055e-05,4.93412673e-01,3.80998426e-05,6.85644984e-01,4.22411395e-05,2.54379749e-01,3.59404003e-05
2.02000008e+01,9.72116375e+00,3.89593588e-05,7.59110737e+00,3.63449217e-05,5.88985252e+00,4.51106644e-05,4.57637405e+00,4.03013437e-05,3.98640156e+00,4.65405355e-05,2.20892596e+00,4.16492621e-05,2.25413346e+00,4.62448115e-05,1.45243073e+00,4.11340807e-05,1.33528566e+00,4.48273640e-05,4.96630996e-01,3.82679500e-05,6.94677949e-01,4.24714053e-05,2.56527156e-01,3.61029379e-05
2.02999992e+01,9.74528980e+00,3.91225803e-05,7.60168171e+00,3.64830812e-05,5.91393185e+00,4.53133507e-05,4.58515739e+00,4.04588864e-05,4.00860548e+00,4.67601603e-05,2.21563601e+00,4.18193595e-05,2.27199650e+00,4.64764962e-05,1.45803571e+00,4.13056878e-05,1.34891772e+00,4.50615480e-05,4.99833405e-01,3.84357299e-05,7.03764081e-01,4.27017658e-05,2.58668631e-01,3.62651808e-05
2.03999996e+01,9.76931381e+00,3.92856200e-05,7.61215401e+00,3.66209533e-05,5.93794823e+00,4.55158734e-05,4.59385443e+00,4.06160907e-05,4.03078222e+00,4.69796651e-05,2.22228622e+00,4.19890966e-05,2.28987718e+00,4.67081372e-05,1.46359575e+00,4.14769347e-05,1.36259186e+00,4.52957574e-05,5.03019750e-01,3.86031825e-05,7.12903261e-01,4.29322208e-05,2.60804027e-01,3.64271182e-05
2.05000000e+01,9.79323864e+00,3.94484778e-05,7.62252522e+00,3.67585344e-05,5.96190166e+00,4.57182323e-05,4.60246611e+00,4.07729603e-05,4.05293226e+00,4.71990497e-05,2.22887707e+00,4.21584700e-05,2.30777478e+00,4.69397346e-05,1.46911120e+00,4.16478215e-05,1.37630808e+00,4.55299923e-05,5.06190002e-01,3.87703039e-05,7.22095311e-01,4.31627777e-05,2.62933195e-01,3.65887572e-05
2.06000004e+01,9.81706333e+00,3.96111536e-05,7.63279581e+00,3.68958317e-05,5.98579311e+00,4.59204275e-05,4.61099243e+00,4.09294953e-05,4.07505465e+00,4.74183107e-05,2.23540854e+00,4.23274905e-05,2.32568908e+00,4.71712883e-05,1.47458196e+00,4.18183517e-05,1.39006579e+00,4.57642491e-05,5.09344041e-01,3.89370944e-05,7.31339991e-01,4.33934256e-05,2.65056014e-01,3.67500943e-05
2.07000008e+01,9.84078884e+00,3.97736476e-05,7.64296722e+00,3.70328453e-05,6.00962210e+00,4.61224554e-05,4.61943436e+00,4.10856956e-05,4.09714985e+00,4.76374516e-05,2.24188113e+00,4.24961472e-05,2.34361982e+00,4.74027984e-05,1.48000836e+00,4.19885218e-05,1.40386474e+00,4.59985313e-05,5.12481809e-01,3.91035574e-05,7.40637243e-01,4.36241680e-05,2.67172396e-01,3.69111294e-05
2.07999992e+01,9.86441517e+00,3.99359633e-05,7.65303946e+00,3.71695714e-05,6.03338909e+00,4.63243232e-05,4.62779284e+00,4.12415684e-05,4.11921787e+00,4.78564725e-05,2.24829507e+00,4.26644510e-05,2.36156678e+00,4.76342611e-05,1.48539054e+00,4.21583354e-05,1.41770470e+00,4.62328389e-05,5.15603244e-01,3.92696893e-05,7.49986768e-01,4.38550051e-05,2.69282192e-01,3.70718626e-05
2.08999996e+01,9.88794327e+00,4.00980971e-05,7.66301394e+00,3.73060138e-05,6.05709410e+00,4.65260309e-05,4.63606787e+00,4.13971065e-05,4.14125776e+00,4.80753733e-05,2.25465107e+00,4.28323983e-05,2.37952948e+00,4.78656802e-05,1.49072874e+00,4.23277925e-05,1.43158531e+00,4.64671684e-05,5.18708289e-01,3.94354938e-05,7.59388447e-01,4.40859403e-05,2.71385223e-01,3.72322902e-05
2.10000000e+01,9.91137409e+00,4.02600563e-05,7.67289114e+00,3.74421725e-05,6.08073759e+00,4.67275750e-05,4.64426041e+00,4.15523173e-05,4.16327047e+00,4.82941505e-05,2.26094890e+00,4.29999855e-05,2.39750791e+00,4.80970557e-05,1.49602306e+00,4.24968930e-05,1.44550633e+00,4.67015234e-05,5.21796823e-01,3.96009709e-05,7.68842101e-01,4.43169665e-05,2.73481429e-01,3.73924231e-05
2.11000004e+01,9.93470764e+00,4.04218335e-05,7.68267202e+00,3.75780510e-05,6.10431957e+00,4.69289553e-05,4.65237093e+00,4.17071969e-05,4.18525553e+00,4.85128112e-05,2.26718926e+00,4.31672197e-05,2.41550136e+00,4.83283875e-05,1.50127351e+00,4.26656370e-05,1.45946729e+00,4.69359038e-05,5.24868846e-01,3.97661206e-05,7.78347552e-01,4.45480873e-05,2.75570631e-01,3.75522504e-05
2.12000008e+01,9.95794392e+00,4.05834326e-05,7.69235659e+00,3.77136494e-05,6.12783957e+00,4.71301792e-05,4.66039991e+00,4.18617492e-05,4.20721245e+00,4.87313519e-05,2.27337241e+00,4.33340974e-05,2.43351007e+00,4.85596720e-05,1.50648046e+00,4.28340281e-05,1.47346795e+00,4.71703061e-05,5.27924299e-01,3.99309392e-05,7.87904620e-01,4.47793027e-05,2.77652740e-01,3.77117794e-05
2.12999992e+01,9.98108482e+00,4.07448570e-05,7.70194674e+00,3.78489640e-05,6.15129900e+00,4.73312393e-05,4.66834784e+00,4.20159740e-05,4.22914171e+00,4.89497725e-05,2.27949882e+00,4.35006259e-05,2.45153308e+00,4.87909165e-05,1.51164424e+00,4.30020627e-05,1.48750818e+00,4.74047301e-05,5.30963004e-01,4.00954341e-05,7.97513127e-01,4.50106127e-05,2.79727608e-01,3.78710065e-05
2.13999996e+01,1.00041294e+01,4.09061067e-05,7.71144199e+00,3.79840021e-05,6.17469692e+00,4.75321394e-05,4.67621613e+00,4.21698751e-05,4.25104284e+00,4.91680730e-05,2.28556824e+00,4.36667979e-05,2.46957064e+00,4.90221137e-05,1.51676464e+00,4.31697445e-05,1.50158763e+00,4.76391797e-05,5.33985078e-01,4.02595979e-05,8.07172894e-01,4.52420136e-05,2.81795174e-01,3.80299316e-05
2.15000000e+01,1.00270786e+01,4.10671782e-05,7.72084379e+00,3.81187601e-05,6.19803381e+00,4.77328831e-05,4.68400431e+00,4.23234487e-05,4.27291584e+00,4.93862535e-05,2.29158163e+00,4.38326206e-05,2.48762226e+00,4.92532672e-05,1.52184224e+00,4.33370733e-05,1.51570582e+00,4.78736511e-05,5.36990345e-01,4.04234379e-05,8.16883802e-01,4.54735091e-05,2.83855289e-01,3.81885548e-05
2.16000004e+01,1.00499344e+01,4.12280788e-05,7.73015261e+00,3.82532417e-05,6.22130966e+00,4.79334667e-05,4.69171381e+00,4.24766986e-05,4.29476070e+00,4.96043212e-05,2.29753923e+00,4.39980940e-05,2.50568771e+00,4.94843771e-05,1.52687693e+00,4.35040529e-05,1.52986264e+00,4.81081479e-05,5.39978802e-01,4.05869505e-05,8.26645613e-01,4.57050992e-05,2.85907924e-01,3.83468723e-05
2.17000008e+01,1.00726938e+01,4.13888010e-05,7.73936939e+00,3.83874467e-05,6.24452543e+00,4.81338939e-05,4.69934464e+00,4.26296247e-05,4.31657743e+00,4.98222689e-05,2.30344105e+00,4.41632146e-05,2.52376652e+00,4.97154433e-05,1.53186905e+00,4.36706796e-05,1.54405761e+00,4.83426666e-05,5.42950392e-01,4.07501357e-05,8.36458266e-01,4.59367839e-05,2.87952989e-01,3.85048952e-05
2.17999992e+01,1.00953608e+01,4.15493487e-05,7.74849415e+00,3.85213752e-05,6.26768017e+00,4.83341610e-05,4.70689726e+00,4.27822306e-05,4.33836508e+00,5.00400965e-05,2.30928731e+00,4.43279860e-05,2.54185867e+00,4.99464695e-05,1.53681862e+00,4.38369534e-05,1.55829072e+00,4.85772107e-05,5.45905054e-01,4.09129934e-05,8.46321464e-01,4.61685595e-05,2.89990395e-01,3.86626125e-05
