[Name]
User Points

[Data]
"Time","Monitor Point: Monitor Point 1 (DT)","Monitor Point: Monitor Point 1 (Velocity v)","Monitor Point: Monitor Point 1min (DT)","Monitor Point: Monitor Point 1min (Velocity v)","Monitor Point: Monitor Point 2 (DT)","Monitor Point: Monitor Point 2 (Velocity v)","Monitor Point: Monitor Point 2min (DT)","Monitor Point: Monitor Point 2min (Velocity v)","Monitor Point: Monitor Point 3 (DT)","Monitor Point: Monitor Point 3 (Velocity v)","Monitor Point: Monitor Point 3min (DT)","Monitor Point: Monitor Point 3min (Velocity v)","Monitor Point: Monitor Point 4 (DT)","Monitor Point: Monitor Point 4 (Velocity v)","Monitor Point: Monitor Point 4min (DT)","Monitor Point: Monitor Point 4min (Velocity v)","Monitor Point: Monitor Point 5 (DT)","Monitor Point: Monitor Point 5 (Velocity v)","Monitor Point: Monitor Point 5min (DT)","Monitor Point: Monitor Point 5min (Velocity v)","Monitor Point: Monitor Point 6 (DT)","Monitor Point: Monitor Point 6 (Velocity v)","Monitor Point: Monitor Point 6min (DT)","Monitor Point: Monitor Point 6min (Velocity v)"
3.16000004e+01,1.05323496e+01,5.27591328e-05,7.33276653e+00,4.68774306e-05,8.09632015e+00,6.36617551e-05,4.99587679e+00,5.28427190e-05,6.29101181e+00,6.75283591e-05,2.65914059e+00,5.58017746e-05,4.32860518e+00,6.94226619e-05,1.84775889e+00,5.56371451e-05,3.08796310e+00,6.89751032e-05,7.54763663e-01,5.28990822e-05,2.02674127e+00,6.68923240e-05,4.45698231e-01,5.04607051e-05
3.17000008e+01,1.04209328e+01,5.26566982e-05,7.25122595e+00,4.67601676e-05,8.08311462e+00,6.35893302e-05,4.97392702e+00,5.27316333e-05,6.30288458e+00,6.74882758e-05,2.65998149e+00,5.57146741e-05,4.34553337e+00,6.94244445e-05,1.84962428e+00,5.55626357e-05,3.10393429e+00,6.90049419e-05,7.56291389e-01,5.28515302e-05,2.04028034e+00,6.69454166e-05,4.46909428e-01,5.04251220e-05
3.17999992e+01,1.03108234e+01,5.25544347e-05,7.17084694e+00,4.66437450e-05,8.06741714e+00,6.35151446e-05,4.95079374e+00,5.26204421e-05,6.31367207e+00,6.74456314e-05,2.66052938e+00,5.56264968e-05,4.36229134e+00,6.94232949e-05,1.85142338e+00,5.54868238e-05,3.11985970e+00,6.90318120e-05,7.57818341e-01,5.28022756e-05,2.05381608e+00,6.69955916e-05,4.48119462e-01,5.03876508e-05
3.18999996e+01,1.02022238e+01,5.24526004e-05,7.09175444e+00,4.65283556e-05,8.04940891e+00,6.34398457e-05,4.92663622e+00,5.25094838e-05,6.32332850e+00,6.74010880e-05,2.66076660e+00,5.55376355e-05,4.37885857e+00,6.94195987e-05,1.85314643e+00,5.54101061e-05,3.13573551e+00,6.90559318e-05,7.59344339e-01,5.27517477e-05,2.06734705e+00,6.70428999e-05,4.49328423e-01,5.03487572e-05
3.20000000e+01,1.00952759e+01,5.23512863e-05,7.01403332e+00,4.64140758e-05,8.02927113e+00,6.33634918e-05,4.90159941e+00,5.23988892e-05,6.33182335e+00,6.73547765e-05,2.66067934e+00,5.54483231e-05,4.39521360e+00,6.94137852e-05,1.85478342e+00,5.53327591e-05,3.15155721e+00,6.90779489e-05,7.60868967e-01,5.27003576e-05,2.08087254e+00,6.70881855e-05,4.50536400e-01,5.03089395e-05
3.20999985e+01,9.99006557e+00,5.22506525e-05,6.93773842e+00,4.63009419e-05,8.00718021e+00,6.32865194e-05,4.87581444e+00,5.22887894e-05,6.33913565e+00,6.73071263e-05,2.66025758e+00,5.53586906e-05,4.41133404e+00,6.94061018e-05,1.85632527e+00,5.52549027e-05,3.16732025e+00,6.90980160e-05,7.62391925e-01,5.26482618e-05,2.09439111e+00,6.71315138e-05,4.51743424e-01,5.02684125e-05
3.22000008e+01,9.88665867e+00,5.21507282e-05,6.86290216e+00,4.61889395e-05,7.98331070e+00,6.32089141e-05,4.84939814e+00,5.21791917e-05,6.34525728e+00,6.72581809e-05,2.65949488e+00,5.52688107e-05,4.42719793e+00,6.93968104e-05,1.85776365e+00,5.51766097e-05,3.18301964e+00,6.91165187e-05,7.63912618e-01,5.25955948e-05,2.10790181e+00,6.71734306e-05,4.52949494e-01,5.02273651e-05
3.22999992e+01,9.78510380e+00,5.20515678e-05,6.78953886e+00,4.60780429e-05,7.95782375e+00,6.31309304e-05,4.82245636e+00,5.20701251e-05,6.35018921e+00,6.72081878e-05,2.65838790e+00,5.51787234e-05,4.44278288e+00,6.93860056e-05,1.85909033e+00,5.50978912e-05,3.19864964e+00,6.91334499e-05,7.65430510e-01,5.25423420e-05,2.12140322e+00,6.72138776e-05,4.54154581e-01,5.01857794e-05
3.24000015e+01,9.68542480e+00,5.19531386e-05,6.71765089e+00,4.59682087e-05,7.93087435e+00,6.30525028e-05,4.79508257e+00,5.19615678e-05,6.35394049e+00,6.71571033e-05,2.65693641e+00,5.50884433e-05,4.45806646e+00,6.93737966e-05,1.86029840e+00,5.50187797e-05,3.21420407e+00,6.91489986e-05,7.66944945e-01,5.24885181e-05,2.13489437e+00,6.72531096e-05,4.55358654e-01,5.01436625e-05
3.25000000e+01,9.58762836e+00,5.18554334e-05,6.64722872e+00,4.58593895e-05,7.90260601e+00,6.29737697e-05,4.76736069e+00,5.18535162e-05,6.35652733e+00,6.71050657e-05,2.65514278e+00,5.49979814e-05,4.47302771e+00,6.93601833e-05,1.86138165e+00,5.49392680e-05,3.22967601e+00,6.91630630e-05,7.68455207e-01,5.24340758e-05,2.14837360e+00,6.72909518e-05,4.56561714e-01,5.01009272e-05
3.25999985e+01,9.49170494e+00,5.17583867e-05,6.57825661e+00,4.57515453e-05,7.87315130e+00,6.28946291e-05,4.73936367e+00,5.17459630e-05,6.35797167e+00,6.70520021e-05,2.65301108e+00,5.49073666e-05,4.48764563e+00,6.93451875e-05,1.86233485e+00,5.48593925e-05,3.24505806e+00,6.91757014e-05,7.69960463e-01,5.23790222e-05,2.16183901e+00,6.73275135e-05,4.57763642e-01,5.00575443e-05
3.27000008e+01,9.39763737e+00,5.16619839e-05,6.51071262e+00,4.56446469e-05,7.84263420e+00,6.28151756e-05,4.71115780e+00,5.16389046e-05,6.35830069e+00,6.69980072e-05,2.65054798e+00,5.48166026e-05,4.50190210e+00,6.93287875e-05,1.86315346e+00,5.47791606e-05,3.26034307e+00,6.91868117e-05,7.71460056e-01,5.23233430e-05,2.17528939e+00,6.73625982e-05,4.58964378e-01,5.00134629e-05
3.27999992e+01,9.30538845e+00,5.15656502e-05,6.44457102e+00,4.55383852e-05,7.81117010e+00,6.27361660e-05,4.68279934e+00,5.15328065e-05,6.35754347e+00,6.69450746e-05,2.64775968e+00,5.47270429e-05,4.51577711e+00,6.93134934e-05,1.86383295e+00,5.47000673e-05,3.27552199e+00,6.91988462e-05,7.72952914e-01,5.22683586e-05,2.18872213e+00,6.73984541e-05,4.60163832e-01,4.99698908e-05
3.29000015e+01,9.21494102e+00,5.14707135e-05,6.37980223e+00,4.54332476e-05,7.77886391e+00,6.26562323e-05,4.65434074e+00,5.14265812e-05,6.35573483e+00,6.68887151e-05,2.64465666e+00,5.46355986e-05,4.52925539e+00,6.92937974e-05,1.86437130e+00,5.46186675e-05,3.29058695e+00,6.92064423e-05,7.74438202e-01,5.22108749e-05,2.20213580e+00,6.74298863e-05,4.61361855e-01,4.99237249e-05
3.30000000e+01,9.12624836e+00,5.13763953e-05,6.31637669e+00,4.53293396e-05,7.74581051e+00,6.25764951e-05,4.62582827e+00,5.13215236e-05,6.35291052e+00,6.68331704e-05,2.64124870e+00,5.45453440e-05,4.54232264e+00,6.92745743e-05,1.86476624e+00,5.45383919e-05,3.30552983e+00,6.92144458e-05,7.75914967e-01,5.21542061e-05,2.21552777e+00,6.74619005e-05,4.62558389e-01,4.98783556e-05
3.30999985e+01,9.03926182e+00,5.12819497e-05,6.25426388e+00,4.52253662e-05,7.71209955e+00,6.24954264e-05,4.59730196e+00,5.12157203e-05,6.34910774e+00,6.67749046e-05,2.63754678e+00,5.44532668e-05,4.55496550e+00,6.92519097e-05,1.86501634e+00,5.44559953e-05,3.32034230e+00,6.92188332e-05,7.77382314e-01,5.20952344e-05,2.22889566e+00,6.74903495e-05,4.63753253e-01,4.98306399e-05
3.32000008e+01,8.95395470e+00,5.11886792e-05,6.19342995e+00,4.51231244e-05,7.67781210e+00,6.24147360e-05,4.56879663e+00,5.11114558e-05,6.34436417e+00,6.67171844e-05,2.63356161e+00,5.43626375e-05,4.56717300e+00,6.92297908e-05,1.86512125e+00,5.43749848e-05,3.33501530e+00,6.92237445e-05,7.78839231e-01,5.20373869e-05,2.24223709e+00,6.75194678e-05,4.64946240e-01,4.97840301e-05
3.32999992e+01,8.87029648e+00,5.10952486e-05,6.13384104e+00,4.50208026e-05,7.64302206e+00,6.23331944e-05,4.54034424e+00,5.10066930e-05,6.33871794e+00,6.66572450e-05,2.62930560e+00,5.42704875e-05,4.57893467e+00,6.92045505e-05,1.86508036e+00,5.42921334e-05,3.34954071e+00,6.92252943e-05,7.80284762e-01,5.19774803e-05,2.25554943e+00,6.75451520e-05,4.66137201e-01,4.97352885e-05
3.34000015e+01,8.78824615e+00,5.10031532e-05,6.07546329e+00,4.49203289e-05,7.60779858e+00,6.22521911e-05,4.51197100e+00,5.09036363e-05,6.33220863e+00,6.65981061e-05,2.62479019e+00,5.41800473e-05,4.59024286e+00,6.91800524e-05,1.86489439e+00,5.42109228e-05,3.36390996e+00,6.92275280e-05,7.81717777e-01,5.19189234e-05,2.26882958e+00,6.75716074e-05,4.67325866e-01,4.96878638e-05
3.35000000e+01,8.70776272e+00,5.09109886e-05,6.01826239e+00,4.48198116e-05,7.57220364e+00,6.21705549e-05,4.48370028e+00,5.08001758e-05,6.32487392e+00,6.65369953e-05,2.62002730e+00,5.40882538e-05,4.60109043e+00,6.91526438e-05,1.86456406e+00,5.41280424e-05,3.37811422e+00,6.92265676e-05,7.83137381e-01,5.18584384e-05,2.28207469e+00,6.75947449e-05,4.68512058e-01,4.96384273e-05
3.35999985e+01,8.62880230e+00,5.08201483e-05,5.96220398e+00,4.47211060e-05,7.53629446e+00,6.20895153e-05,4.45555401e+00,5.06984106e-05,6.31675196e+00,6.64767795e-05,2.61502934e+00,5.39982102e-05,4.61147213e+00,6.91261157e-05,1.86409080e+00,5.40468682e-05,3.39214563e+00,6.92264293e-05,7.84542561e-01,5.17993794e-05,2.29528165e+00,6.76187701e-05,4.69695508e-01,4.95903769e-05
3.37000008e+01,8.55132484e+00,5.07292389e-05,5.90725613e+00,4.46223312e-05,7.50012255e+00,6.20079154e-05,4.42754936e+00,5.05962380e-05,6.30788040e+00,6.64147155e-05,2.60980749e+00,5.39068424e-05,4.62138367e+00,6.90967936e-05,1.86347616e+00,5.39640641e-05,3.40599608e+00,6.92231843e-05,7.85932243e-01,5.17384360e-05,2.30844688e+00,6.76395430e-05,4.70875949e-01,4.95403474e-05
3.37999992e+01,8.47529316e+00,5.06395772e-05,5.85338640e+00,4.45252626e-05,7.46373558e+00,6.19268758e-05,4.39970350e+00,5.04956770e-05,6.29829502e+00,6.63535538e-05,2.60437369e+00,5.38171735e-05,4.63082314e+00,6.90684028e-05,1.86272228e+00,5.38829336e-05,3.41965818e+00,6.92208341e-05,7.87305534e-01,5.16789078e-05,2.32156754e+00,6.76612835e-05,4.72053051e-01,4.94916894e-05
3.39000015e+01,8.40066433e+00,5.05513017e-05,5.80056334e+00,4.44296129e-05,7.42717743e+00,6.18466365e-05,4.37202930e+00,5.03962292e-05,6.28803253e+00,6.62918246e-05,2.59873867e+00,5.37276537e-05,4.63978958e+00,6.90382294e-05,1.86183107e+00,5.38015702e-05,3.43312407e+00,6.92160756e-05,7.88661420e-01,5.16186155e-05,2.33463979e+00,6.76801938e-05,4.73226577e-01,4.94420310e-05
3.40000000e+01,8.32740021e+00,5.04631971e-05,5.74875593e+00,4.43346325e-05,7.39048815e+00,6.17659462e-05,4.34453917e+00,5.02973598e-05,6.27712727e+00,6.62297534e-05,2.59291339e+00,5.36387233e-05,4.64828205e+00,6.90078377e-05,1.86080515e+00,5.37207816e-05,3.44638729e+00,6.92112153e-05,7.89999008e-01,5.15588217e-05,2.34766030e+00,6.76992131e-05,4.74396199e-01,4.93928746e-05
3.40999985e+01,8.25546074e+00,5.03751544e-05,5.69793510e+00,4.42397395e-05,7.35370350e+00,6.16851539e-05,4.31724358e+00,5.01984505e-05,6.26561260e+00,6.61668964e-05,2.58690882e+00,5.35492691e-05,4.65630198e+00,6.89758235e-05,1.85964739e+00,5.36392690e-05,3.45944047e+00,6.92043686e-05,7.91317403e-01,5.14980311e-05,2.36062527e+00,6.77160278e-05,4.75561589e-01,4.93426196e-05
3.42000008e+01,8.18481159e+00,5.02874318e-05,5.64807320e+00,4.41455268e-05,7.31685638e+00,6.16039033e-05,4.29015207e+00,5.00999886e-05,6.25352097e+00,6.61035156e-05,2.58073497e+00,5.34600913e-05,4.66385078e+00,6.89433728e-05,1.85836065e+00,5.35579857e-05,3.47227788e+00,6.91972309e-05,7.92615771e-01,5.14373751e-05,2.37353134e+00,6.77327771e-05,4.76722479e-01,4.92925101e-05
3.42999992e+01,8.11541939e+00,5.01998038e-05,5.59914160e+00,4.40513613e-05,7.27997732e+00,6.15225945e-05,4.26327229e+00,5.00014175e-05,6.24088430e+00,6.60394435e-05,2.57440233e+00,5.33703242e-05,4.67093182e+00,6.89095177e-05,1.85694790e+00,5.34759347e-05,3.48489308e+00,6.91883906e-05,7.93893337e-01,5.13757223e-05,2.38637471e+00,6.77477146e-05,4.77878511e-01,4.92413456e-05
3.44000015e+01,8.04724884e+00,5.01129216e-05,5.55111408e+00,4.39582109e-05,7.24309254e+00,6.14412784e-05,4.23661089e+00,4.99036396e-05,6.22773170e+00,6.59751895e-05,2.56792068e+00,5.32810664e-05,4.67754793e+00,6.88754153e-05,1.85541236e+00,5.33942766e-05,3.49728131e+00,6.91793539e-05,7.95149326e-01,5.13142732e-05,2.39915156e+00,6.77626012e-05,4.79029417e-01,4.91903556e-05
3.45000000e+01,7.98026752e+00,5.00263377e-05,5.50396538e+00,4.38653078e-05,7.20622778e+00,6.13601078e-05,4.21017265e+00,4.98059671e-05,6.21409273e+00,6.59104990e-05,2.56129909e+00,5.31914848e-05,4.68370438e+00,6.88401851e-05,1.85375762e+00,5.33120983e-05,3.50943661e+00,6.91688838e-05,7.96383023e-01,5.12520419e-05,2.41185832e+00,6.77759454e-05,4.80174839e-01,4.91385108e-05
3.45999985e+01,7.91444302e+00,4.99407033e-05,5.45766973e+00,4.37736380e-05,7.16940498e+00,6.12792355e-05,4.18396282e+00,4.97093642e-05,6.19999456e+00,6.58458812e-05,2.55454659e+00,5.31027108e-05,4.68940496e+00,6.88048822e-05,1.85198665e+00,5.32305858e-05,3.52135515e+00,6.91582900e-05,7.97593713e-01,5.11902181e-05,2.42449141e+00,6.77892313e-05,4.81314451e-01,4.90870043e-05
3.47000008e+01,7.84974146e+00,4.98553745e-05,5.41220331e+00,4.36822811e-05,7.13264513e+00,6.11985379e-05,4.15798521e+00,4.96129796e-05,6.18546486e+00,6.57809142e-05,2.54767179e+00,5.30137877e-05,4.69465637e+00,6.87685897e-05,1.85010278e+00,5.31487531e-05,3.53303218e+00,6.91463938e-05,7.98780859e-01,5.11278013e-05,2.43704700e+00,6.78010620e-05,4.82447952e-01,4.90348175e-05
3.47999992e+01,7.78613377e+00,4.97709771e-05,5.36754274e+00,4.35921684e-05,7.09596634e+00,6.11181677e-05,4.13224173e+00,4.95177264e-05,6.17052889e+00,6.57160781e-05,2.54068303e+00,5.29257813e-05,4.69946432e+00,6.87322317e-05,1.84810972e+00,5.30677135e-05,3.54446411e+00,6.91343375e-05,7.99943686e-01,5.10659156e-05,2.44952130e+00,6.78127399e-05,4.83574957e-01,4.89830636e-05
3.49000015e+01,7.72359371e+00,4.96867833e-05,5.32366562e+00,4.35023103e-05,7.05938530e+00,6.10378775e-05,4.10673571e+00,4.94226406e-05,6.15521479e+00,6.56508273e-05,2.53358817e+00,5.28376295e-05,4.70383549e+00,6.86948697e-05,1.84601045e+00,5.29863864e-05,3.55564761e+00,6.91209789e-05,8.01081777e-01,5.10035061e-05,2.46191120e+00,6.78229480e-05,4.84695166e-01,4.89307058e-05
3.50000000e+01,7.66209364e+00,4.96034336e-05,5.28055000e+00,4.34136200e-05,7.02291441e+00,6.09578674e-05,4.08146811e+00,4.93286243e-05,6.13955069e+00,6.55856566e-05,2.52639461e+00,5.27503435e-05,4.70777607e+00,6.86573694e-05,1.84380877e+00,5.29058234e-05,3.56657934e+00,6.91073656e-05,8.02194536e-01,5.09416204e-05,2.47421265e+00,6.78328943e-05,4.85808253e-01,4.88787882e-05
3.50999985e+01,7.60160637e+00,4.95202075e-05,5.23817539e+00,4.33250934e-05,6.98656654e+00,6.08778391e-05,4.05644083e+00,4.92346880e-05,6.12355661e+00,6.55200129e-05,2.51910949e+00,5.26628428e-05,4.71129417e+00,6.86188287e-05,1.84150803e+00,5.28249147e-05,3.57725716e+00,6.90924353e-05,8.03281486e-01,5.08791927e-05,2.48642230e+00,6.78413489e-05,4.86913830e-01,4.88262558e-05
3.52000008e+01,7.54210520e+00,4.94377709e-05,5.19652176e+00,4.32376582e-05,6.95035505e+00,6.07980619e-05,4.03165340e+00,4.91417486e-05,6.10725117e+00,6.54544056e-05,2.51174021e+00,5.25761352e-05,4.71439743e+00,6.85801133e-05,1.83911121e+00,5.27446937e-05,3.58767843e+00,6.90772067e-05,8.04342151e-01,5.08172343e-05,2.49853683e+00,6.78494907e-05,4.88011658e-01,4.87741199e-05
3.52999992e+01,7.48356342e+00,4.93554144e-05,5.15556908e+00,4.31503395e-05,6.91429138e+00,6.07182410e-05,4.00710726e+00,4.90488273e-05,6.09065294e+00,6.53883253e-05,2.50429249e+00,5.24891657e-05,4.71709299e+00,6.85403793e-05,1.83662212e+00,5.26640870e-05,3.59784150e+00,6.90606976e-05,8.05376232e-01,5.07547047e-05,2.51055264e+00,6.78561992e-05,4.89101380e-01,4.87213474e-05
3.54000015e+01,7.42595577e+00,4.92738436e-05,5.11529827e+00,4.30640684e-05,6.87838697e+00,6.06386930e-05,3.98280144e+00,4.89568702e-05,6.07377958e+00,6.53223105e-05,2.49677300e+00,5.24029565e-05,4.71938944e+00,6.85004925e-05,1.83404374e+00,5.25841388e-05,3.60774493e+00,6.90439119e-05,8.06383252e-01,5.06926081e-05,2.52246666e+00,6.78626093e-05,4.90182668e-01,4.86689460e-05
3.55000000e+01,7.36926174e+00,4.91923529e-05,5.07569218e+00,4.29778956e-05,6.84264994e+00,6.05591231e-05,3.95873642e+00,4.88649239e-05,6.05664921e+00,6.52558665e-05,2.48918796e+00,5.23164927e-05,4.72129488e+00,6.84596525e-05,1.83137965e+00,5.25037976e-05,3.61738753e+00,6.90259185e-05,8.07363093e-01,5.06299366e-05,2.53427553e+00,6.78676734e-05,4.91255283e-01,4.86159042e-05
3.55999985e+01,7.31347275e+00,4.91116552e-05,5.03673315e+00,4.28927597e-05,6.80708885e+00,6.04798697e-05,3.93491101e+00,4.87739417e-05,6.03927898e+00,6.51895389e-05,2.48154259e+00,5.22308073e-05,4.72281742e+00,6.84187253e-05,1.82863295e+00,5.24241368e-05,3.62676835e+00,6.90077140e-05,8.08315337e-01,5.05677090e-05,2.54597640e+00,6.78725119e-05,4.92318869e-01,4.85632409e-05
3.57000008e+01,7.25860167e+00,4.90310558e-05,4.99840403e+00,4.28077328e-05,6.77171183e+00,6.04006273e-05,3.91132402e+00,4.86829886e-05,6.02168512e+00,6.51228402e-05,2.47384262e+00,5.21448928e-05,4.72396517e+00,6.83769395e-05,1.82580662e+00,5.23441231e-05,3.63588691e+00,6.89883891e-05,8.09239745e-01,5.05049429e-05,2.55756569e+00,6.78760916e-05,4.93373185e-01,4.85099699e-05
3.57999992e+01,7.20461941e+00,4.89512568e-05,4.96068811e+00,4.27237428e-05,6.73652649e+00,6.03217377e-05,3.88797498e+00,4.85930141e-05,6.00388336e+00,6.50563161e-05,2.46609282e+00,5.20597932e-05,4.72474670e+00,6.83351172e-05,1.82290387e+00,5.22648224e-05,3.64474297e+00,6.89689259e-05,8.10136199e-01,5.04426607e-05,2.56904149e+00,6.78794968e-05,4.94417906e-01,4.84571065e-05
3.59000015e+01,7.15148640e+00,4.88715596e-05,4.92357063e+00,4.26398583e-05,6.70153856e+00,6.02428918e-05,3.86486220e+00,4.85030760e-05,5.98588896e+00,6.49894791e-05,2.45829821e+00,5.19744972e-05,4.72517109e+00,6.82925020e-05,1.81992781e+00,5.21852089e-05,3.65333676e+00,6.89484077e-05,8.11004579e-01,5.03798801e-05,2.58040023e+00,6.78817232e-05,4.95452821e-01,4.84036791e-05
3.60000000e+01,7.09916830e+00,4.87926627e-05,4.88703585e+00,4.25570070e-05,6.66675520e+00,6.01644169e-05,3.84198380e+00,4.84141237e-05,5.96771574e+00,6.49228386e-05,2.45046329e+00,5.18900306e-05,4.72524595e+00,6.82499012e-05,1.81688142e+00,5.21063339e-05,3.66166878e+00,6.89277804e-05,8.11844587e-01,5.03176161e-05,2.59163952e+00,6.78837969e-05,4.96477664e-01,4.83506847e-05
3.60999985e+01,7.04763508e+00,4.87138641e-05,4.85106897e+00,4.24742575e-05,6.63218212e+00,6.00859894e-05,3.81933880e+00,4.83252115e-05,5.94937658e+00,6.48558998e-05,2.44259262e+00,5.18053785e-05,4.72497988e+00,6.82065365e-05,1.81376743e+00,5.20271642e-05,3.66973925e+00,6.89061490e-05,8.12656283e-01,5.02548864e-05,2.60275722e+00,6.78847209e-05,4.97492135e-01,4.82971627e-05
3.62000008e+01,6.99686003e+00,4.86358476e-05,4.81565619e+00,4.23925194e-05,6.59782410e+00,6.00079402e-05,3.79692459e+00,4.82372670e-05,5.93088531e+00,6.47891793e-05,2.43469024e+00,5.17215594e-05,4.72438145e+00,6.81632009e-05,1.81058872e+00,5.19487403e-05,3.67754960e+00,6.88844157e-05,8.13439488e-01,5.01926879e-05,2.61375022e+00,6.78854994e-05,4.98495996e-01,4.82440882e-05
3.62999992e+01,6.94682217e+00,4.85579076e-05,4.78078365e+00,4.23108686e-05,6.56368494e+00,5.99299347e-05,3.77473974e+00,4.81493553e-05,5.91225243e+00,6.47221750e-05,2.42676020e+00,5.16375585e-05,4.72345877e+00,6.81191304e-05,1.80734813e+00,5.18700290e-05,3.68510032e+00,6.88617001e-05,8.14194262e-01,5.01300383e-05,2.62461686e+00,6.78851502e-05,4.99489099e-01,4.81905045e-05
3.64000015e+01,6.89750671e+00,4.84807351e-05,4.74643803e+00,4.22302001e-05,6.52976751e+00,5.98523002e-05,3.75278211e+00,4.80623894e-05,5.89349127e+00,6.46553744e-05,2.41880584e+00,5.15543725e-05,4.72222042e+00,6.80750745e-05,1.80404818e+00,5.17920525e-05,3.69239306e+00,6.88388754e-05,8.14920545e-01,5.00679162e-05,2.63535452e+00,6.78846482e-05,5.00471115e-01,4.81373718e-05
3.65000000e+01,6.84889793e+00,4.84036245e-05,4.71260691e+00,4.21496006e-05,6.49607515e+00,5.97746985e-05,3.73104930e+00,4.79754417e-05,5.87461233e+00,6.45882974e-05,2.41083097e+00,5.14710046e-05,4.72067451e+00,6.80302983e-05,1.80069160e+00,5.17137887e-05,3.69942904e+00,6.88150976e-05,8.15618336e-01,5.00053466e-05,2.64596176e+00,6.78830256e-05,5.01441956e-01,4.80837298e-05
3.65999985e+01,6.80098057e+00,4.83272561e-05,4.67927742e+00,4.20699544e-05,6.46260977e+00,5.96974605e-05,3.70953965e+00,4.78894181e-05,5.85562611e+00,6.45214241e-05,2.40283895e+00,5.13884370e-05,4.71882868e+00,6.79855511e-05,1.79728091e+00,5.16362452e-05,3.70621037e+00,6.87912107e-05,8.16287696e-01,4.99433008e-05,2.65643620e+00,6.78812503e-05,5.02401292e-01,4.80305425e-05
3.67000008e+01,6.75373745e+00,4.82509349e-05,4.64643812e+00,4.19903627e-05,6.42937326e+00,5.96202517e-05,3.68825030e+00,4.78033980e-05,5.83654356e+00,6.44542888e-05,2.39483285e+00,5.13056802e-05,4.71669197e+00,6.79401055e-05,1.79381835e+00,5.15584179e-05,3.71273828e+00,6.87663851e-05,8.16928744e-01,4.98808113e-05,2.66677594e+00,6.78783763e-05,5.03349066e-01,4.79768532e-05
3.67999992e+01,6.70715237e+00,4.81753414e-05,4.61407709e+00,4.19117059e-05,6.39636755e+00,5.95433994e-05,3.66717935e+00,4.77182875e-05,5.81737423e+00,6.43873500e-05,2.38681579e+00,5.12237202e-05,4.71427107e+00,6.78946890e-05,1.79030669e+00,5.14813073e-05,3.71901536e+00,6.87414649e-05,8.17541540e-01,4.98188456e-05,2.67697978e+00,6.78753640e-05,5.04284978e-01,4.79236114e-05
3.69000015e+01,6.66120911e+00,4.80997915e-05,4.58218288e+00,4.18330928e-05,6.36359501e+00,5.94665871e-05,3.64632416e+00,4.76331697e-05,5.79812717e+00,6.43201711e-05,2.37879062e+00,5.11415747e-05,4.71157455e+00,6.78486103e-05,1.78674805e+00,5.14039166e-05,3.72504330e+00,6.87156353e-05,8.18126142e-01,4.97564506e-05,2.68704581e+00,6.78712822e-05,5.05208969e-01,4.78698821e-05
3.70000000e+01,6.61589050e+00,4.80249546e-05,4.55074549e+00,4.17553965e-05,6.33105659e+00,5.93901350e-05,3.62568235e+00,4.75489578e-05,5.77881193e+00,6.42532032e-05,2.37075973e+00,5.10602185e-05,4.70861006e+00,6.78025754e-05,1.78314447e+00,5.13272462e-05,3.73082471e+00,6.86897329e-05,8.18682730e-01,4.96945795e-05,2.69697261e+00,6.78670694e-05,5.06120801e-01,4.78166075e-05
3.70999985e+01,6.57118368e+00,4.79501578e-05,4.51975393e+00,4.16777366e-05,6.29875422e+00,5.93137265e-05,3.60525179e+00,4.74647350e-05,5.75943279e+00,6.41860170e-05,2.36272597e+00,5.09786878e-05,4.70538473e+00,6.77559074e-05,1.77949846e+00,5.12503102e-05,3.73636150e+00,6.86629646e-05,8.19211423e-01,4.96322937e-05,2.70675921e+00,6.78618308e-05,5.07020354e-01,4.77628600e-05
3.72000008e+01,6.52707720e+00,4.78760667e-05,4.48919821e+00,4.16009825e-05,6.26668930e+00,5.92376819e-05,3.58502984e+00,4.73814034e-05,5.73999691e+00,6.41190491e-05,2.35469174e+00,5.08979465e-05,4.70190620e+00,6.77093121e-05,1.77581203e+00,5.11740909e-05,3.74165678e+00,6.86361382e-05,8.19712400e-01,4.95705426e-05,2.71640396e+00,6.78564829e-05,5.07907450e-01,4.77095746e-05
3.72999992e+01,6.48355913e+00,4.78020156e-05,4.45906830e+00,4.15242575e-05,6.23486185e+00,5.91616918e-05,3.56501389e+00,4.72980646e-05,5.72051382e+00,6.40518847e-05,2.34665918e+00,5.08170342e-05,4.69818211e+00,6.76621130e-05,1.77208698e+00,5.10976170e-05,3.74671268e+00,6.86084823e-05,8.20185840e-01,4.95083914e-05,2.72590613e+00,6.78501456e-05,5.08782089e-01,4.76558307e-05
3.74000015e+01,6.44061804e+00,4.77286630e-05,4.42935467e+00,4.14484202e-05,6.20327234e+00,5.90860691e-05,3.54520178e+00,4.72156025e-05,5.70099115e+00,6.39849459e-05,2.33863044e+00,5.07369114e-05,4.69421911e+00,6.76150012e-05,1.76832569e+00,5.10218633e-05,3.75153208e+00,6.85807900e-05,8.20631921e-01,4.94467822e-05,2.73526454e+00,6.78437136e-05,5.09644032e-01,4.76025562e-05
