,x1{power: 1.0}_x1,dx1/dx0{power: 1.0} * x1{power: 1.0}_x1,C_x1,dx1/dx0{power: 1.0}_x1,d^2x1/dx0^2{power: 1.0}_x1,"t{power: 1.0, dim: 0.0} * y1{power: 1.0}_x1",d^2x1/dx0^2{power: 1.0} * y1{power: 1.0}_x1,"t{power: 1.0, dim: 0.0}_x1",d^2x1/dx0^2{power: 1.0} * x1{power: 1.0}_x1,"dx1/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_x1","t{power: 1.0, dim: 0.0} * cos{power: 1.0, dim: 0.0}_x1","t{power: 1.0, dim: 0.0} * sin{power: 1.0, dim: 0.0}_x1","t{power: 1.0, dim: 0.0}_y1",C_y1,dy1/dx0{power: 1.0}_y1,y1{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0}_y1,y1{power: 1.0} * dy1/dx0{power: 1.0}_y1,dy1/dx0{power: 1.0} * x1{power: 1.0}_y1,dx1/dx0{power: 1.0}_y1,"d^2y1/dx0^2{power: 1.0} * sin{power: 1.0, dim: 0.0}_y1","dy1/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_y1",x1{power: 1.0}_y1,x1{power: 1.0} * y1{power: 1.0}_y1
0,-0.0022919735117625404,2.905538760788739,0.0008175961624949285,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.664775018671912e-05,0.0025132064229034198,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.0008372397986811694,0.0,0.00024819741504800033,0.0,0.16141473721573146,6.321367181772187e-06,0.177163790523385,-4.795679346400651e-06,-1.0,0.0,0.0,0.0,0.0,0.014940032764948409,0.0,-0.018279459146925196,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.0007912127583313231,0.0,0.00022256517577208223,0.0,0.16765949372698744,0.0,0.1660133179001695,5.071741517662815e-07,-1.0,0.0,0.0,0.0,0.0,0.0031783475537685048,-1.0,-0.0038428029720630735,0.0,1.3193627067133342,0.0,0.0,0.0,0.0,0.0,0.0
3,-0.0008374125746403475,0.0,0.00024819741504800033,0.0,0.15946252613784812,6.321735605504541e-06,0.179798973140392,-4.795389845439125e-06,-1.0,0.0,0.0,0.0,0.0,0.0031783475537685048,-1.0,-0.0038428029720630774,0.0,1.3193627067133349,0.0,0.0,0.0,0.0,0.0,0.0
4,0.000843103345912469,-1.0,-0.00023188483428363417,0.32808147546456307,0.0,9.91910192772806e-06,0.0,-8.737077609535561e-06,0.0,0.0,0.0,0.0,0.0,0.008628479043824131,0.0,-0.010196266794606819,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
5,-0.000864772160563849,0.0,0.0003023654943411453,0.0,0.6656852105106189,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6349125365767285e-06,0.0,0.0,0.0,0.0,0.0,0.00798254363238036,-1.0,0.0,0.0,0.0
6,-0.0030168641918604283,0.0,0.0010525341861646197,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5192502151985072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.052325707665402635,0.0
7,-0.0007912127583313484,0.0,0.00022256517577208946,0.0,0.16765949372701539,0.0,0.1660133179001306,5.071741517662964e-07,-1.0,0.0,0.0,0.0,0.0,0.010120434724716068,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031242121283647457
8,-0.0008647721605638675,0.0,0.0003023654943411518,0.0,0.6656852105106208,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008352903742456325,0.3068337365915985,0.0010036267767474843,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
9,-0.000864772160563849,0.0,0.0003023654943411453,0.0,0.6656852105106187,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010120434724716068,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031242121283647457
10,0.0010869958032792572,-1.0,-0.0003240858011204634,0.33096594086499265,0.0,0.0,0.0,-5.073706505472057e-07,0.0,0.0,0.0,0.0,0.0,0.006499031438740639,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.009879300425106768,-0.01686812292020218,0.0
11,-0.0030168641918604283,0.0,0.0010525341861646197,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2250392996146034e-05,0.0018490570553939625,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,8.982212793594883e-06,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-4.27995083691663e-07,0.0,0.0,0.029271216523875168,-1.0,-0.03361940426882574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0005796157942351672,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4954768800359212e-07,0.0,0.012824493090587268,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032539020242921025,0.0
