,d^2x1/dx0^2{power: 1.0}_x1,C_x1,y1{power: 1.0} * d^2x1/dx0^2{power: 1.0}_x1,x1{power: 1.0}_x1,y1{power: 1.0}_x1,"t{power: 1.0, dim: 0.0} * cos{power: 1.0, dim: 0.0}_x1",dx1/dx0{power: 1.0}_x1,"t{power: 1.0, dim: 0.0} * dy1/dx0{power: 1.0}_x1","y1{power: 1.0} * cos{power: 1.0, dim: 0.0}_x1",y1{power: 1.0} * dx1/dx0{power: 1.0}_x1,"t{power: 1.0, dim: 0.0} * x1{power: 1.0}_x1","t{power: 1.0, dim: 0.0}_x1",d^2x1/dx0^2{power: 1.0} * x1{power: 1.0}_x1,C_y1,d^2y1/dx0^2{power: 1.0}_y1,y1{power: 1.0}_y1,y1{power: 1.0} * d^2y1/dx0^2{power: 1.0}_y1,"t{power: 1.0, dim: 0.0}_y1",y1{power: 1.0} * dy1/dx0{power: 1.0}_y1,dy1/dx0{power: 1.0}_y1,"d^2y1/dx0^2{power: 1.0} * t{power: 1.0, dim: 0.0}_y1","t{power: 1.0, dim: 0.0} * y1{power: 1.0}_y1",x1{power: 1.0}_y1,"y1{power: 1.0} * sin{power: 1.0, dim: 0.0}_y1"
0,0.4383411994016339,9.42904435611282e-05,-1.0,-0.00042051818278339496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005465016173110084,-1.0,-0.012106323251715232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.4446620343146079,-8.828599278517049e-05,-1.0,0.0,0.00019876308878414553,5.264702437595996e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013796890056781393,0.4456152251956219,-0.0003127186132268196,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0003041173550925898,0.0,0.0,0.0,0.0,-1.0,-0.0018168447624999098,0.0,0.0,0.0,0.0,0.0,0.00013796890056781393,0.4456152251956219,-0.0003127186132268196,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.4383411994016339,9.429044356112867e-05,-1.0,-0.000420518182783397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013796890056781393,0.4456152251956219,-0.0003127186132268196,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.4383411994016339,9.42904435611282e-05,-1.0,-0.00042051818278339496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.189994202618732e-05,0.0,0.0,0.0,-3.4443961107961e-07,2.226082711271742,-1.0,0.0,0.0,0.0,0.0
5,-1.0,-2.973663403666864e-06,0.0,0.0,0.0,0.0,0.0,0.0,-8.325019721640853e-05,0.0,0.0,0.0,0.0,0.005465016173110084,-1.0,-0.012106323251715232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.4383411994016339,9.42904435611282e-05,-1.0,-0.00042051818278339496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48222382579265943,0.0,-0.8728271900170508,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
7,0.0,-0.00031894662982728887,0.0,0.0,0.0007049805865744092,0.0,0.4467198519660343,0.0,0.0,-1.0,0.0,0.0,0.0,0.0004436436196480705,0.4357260072039099,-0.000998664288744482,-1.0,0.0,0.0,0.0,0.0,7.780965590733661e-08,0.0,0.0
8,0.0,-0.00031894662982728887,0.0,0.0,0.0007049805865744093,0.0,0.4467198519660343,0.0,0.0,-1.0,0.0,0.0,0.0,0.005465016173110084,-1.0,-0.012106323251715232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.4383411994016339,9.429044356112867e-05,-1.0,-0.000420518182783397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8333177608129905e-05,0.44991141029034976,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.00011330100951923951,0.0
10,0.0,-1.8809958019552647e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.387102296395343e-05,7.973014912446796e-06,-1.0,0.0008270975118779934,-1.0,-0.0018036089966871835,0.0,0.0,0.0,0.0,0.007540415932922167,0.0,0.0,0.0
11,-1.0,-2.5691396840888562e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.678333487548842e-08,0.0,0.00011588726921690215,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.00034191749054498
