,C_x1,d^2x1/dx0^2{power: 1.0}_x1,x1{power: 1.0}_x1,d^2x1/dx0^2{power: 1.0} * y1{power: 1.0}_x1,y1{power: 1.0}_x1,x1{power: 1.0} * y1{power: 1.0}_x1,dx1/dx0{power: 1.0} * x1{power: 1.0}_x1,dx1/dx0{power: 1.0}_x1,"d^2x1/dx0^2{power: 1.0} * cos{power: 1.0, dim: 0.0}_x1",C_y1,d^2y1/dx0^2{power: 1.0}_y1,dx1/dx0{power: 1.0}_y1,y1{power: 1.0}_y1,x1{power: 1.0} * d^2y1/dx0^2{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0} * y1{power: 1.0}_y1,dy1/dx0{power: 1.0}_y1,dy1/dx0{power: 1.0} * x1{power: 1.0}_y1,x1{power: 1.0}_y1,d^2x1/dx0^2{power: 1.0}_y1,dy1/dx0{power: 1.0} * d^2x1/dx0^2{power: 1.0}_y1
0,0.023919692529406303,-1.0,-0.024340623589409083,0.0,0.0,0.0,0.0,0.0,0.0,-5.988723338771808e-06,-1.0,-0.05317878523681283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.023919692529406303,-1.0,-0.024340623589409083,0.0,0.0,0.0,0.0,0.0,0.0,0.0008551996084075117,0.9523668265004243,0.0,-0.0019517896976878628,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0015925729287321199,0.40105285280175246,-0.0016214085465581858,-1.0,0.0,0.0,0.0,0.0,0.0,-5.988723338771808e-06,-1.0,-0.05317878523681283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-0.0015671152468244806,0.40384161849055383,0.0017547649063526735,-1.0,0.007954701275568379,-0.008462146613133143,0.0,0.0,0.0,0.0002494473922888606,0.22647687431745916,0.0,-0.000574324088011921,0.21068327080918609,-1.0,0.0,0.0,0.0,0.0,0.0
4,0.0015925729287321199,0.4010528528017525,-0.0016214085465581854,-1.0,0.0,0.0,0.0,0.0,0.0,7.996890183879265e-05,0.0,0.0,-0.0001781847379904356,0.0,0.0,0.9798935586697712,-1.0,0.0,0.0,0.0
5,0.010688848949708084,0.0,-0.010883882575038252,-1.0,0.0,0.0,0.0,0.0,0.0,-0.004320078850050053,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004372476223560742,0.0,0.0
6,-0.0015671152455122327,0.40384161851115186,0.0017547649050060497,-1.0,0.007954701272657018,-0.008462146610144237,0.0,0.0,0.0,0.0008551996084075117,0.9523668265004243,0.0,-0.0019517896976878628,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.00015499849376003657,0.0,0.0,0.0,0.0003477344713850143,0.0,-1.0,0.9790748719234355,0.0,0.0008551996084075809,0.9523668265004216,0.0,-0.0019517896976880204,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.003406994005841772,0.0,-0.0037857023813626114,0.0,-0.007215333292685284,0.008078645398153006,-1.0,0.9785612073499316,0.0,0.0008551996084075809,0.9523668265004216,0.0,-0.0019517896976880204,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-0.00015499849376001865,0.0,0.0,0.0,0.00034773447138497504,0.0,-1.0,0.9790748719234355,0.0,7.996890183879265e-05,0.0,0.0,-0.0001781847379904356,0.0,0.0,0.9798935586697712,-1.0,0.0,0.0,0.0
10,-0.02372631073053203,0.0,0.0,0.0,0.05310547753039599,0.0,0.0,-1.0,0.0,1.451609152556894e-07,-6.169835406572153e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003556238335967176,-1.0
11,0.0003375571337886092,0.0,-0.0003444477957699829,0.0,0.0,0.0,0.0,0.0,-1.0,-0.004320078850050053,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004372476223560742,0.0,0.0
