,x1{power: 1.0}_x1,C_x1,d^2x1/dx0^2{power: 1.0} * y1{power: 1.0}_x1,d^2x1/dx0^2{power: 1.0}_x1,dx1/dx0{power: 1.0}_x1,dx1/dx0{power: 1.0} * y1{power: 1.0}_x1,y1{power: 1.0}_x1,"t{power: 1.0, dim: 0.0} * y1{power: 1.0}_x1","t{power: 1.0, dim: 0.0}_x1","t{power: 1.0, dim: 0.0} * d^2x1/dx0^2{power: 1.0}_x1","x1{power: 1.0} * t{power: 1.0, dim: 0.0}_x1",dy1/dx0{power: 1.0}_x1,C_y1,dy1/dx0{power: 1.0}_y1,"t{power: 1.0, dim: 0.0}_y1",x1{power: 1.0} * dy1/dx0{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0}_y1,"dx1/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_y1",x1{power: 1.0}_y1,dy1/dx0{power: 1.0} * y1{power: 1.0}_y1,y1{power: 1.0} * x1{power: 1.0}_y1,y1{power: 1.0}_y1,dx1/dx0{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0} * x1{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0} * y1{power: 1.0}_y1
0,-0.0014188483066437422,0.0002648064480886278,-1.0,0.5375772385760741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002207697710199871,-1.0,2.4958654792197046e-06,5.203684034391025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.010015779605672003,0.0018625583506968228,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002207697710199871,-1.0,2.4958654792197046e-06,5.203684034391025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.0014188483066437422,0.0002648064480886278,-1.0,0.5375772385760741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8956051449438144e-05,0.0,0.0,0.0,-1.0,-0.0005863095809649108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-0.010015779605672003,0.0018625583506968228,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001458871982193669,-1.0,0.0,0.0,0.0,0.0,-0.0006979158171255842,1.6149777105568903,0.0,0.0,0.0,0.0,0.0
4,-0.0014188483066437422,0.0002648064480886278,-1.0,0.5375772385760741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001458871982193669,-1.0,0.0,0.0,0.0,0.0,-0.0006979158171255842,1.6149777105568903,0.0,0.0,0.0,0.0,0.0
5,-0.0014188483066437422,0.0002648064480886278,-1.0,0.5375772385760741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005255859771442473,0.0,0.0,0.0,-1.0,-0.0005601390337895392,0.0,0.0,-0.004595916473514013,0.0,0.0,0.0,0.0
6,-6.419053952342471e-05,5.1629725761894535e-05,0.0,0.0,-1.0,1.6263717401391296,0.0,0.0,0.0,0.0,0.0,0.0,0.00437360852155657,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.00717642929260543,0.0,0.0,0.0
7,-0.007890411781175803,6.323756487936197e-05,-1.0,0.0,0.0,0.0,0.002309263247155494,0.0,0.0,0.0,0.0,0.0,5.532251285946573e-06,-1.0,1.2953899237477865e-09,0.0,0.0,0.0,0.0,1.6184502310613842,0.0,0.0,0.0,0.0,0.0
8,-0.004126047804711688,-0.0005719425986398034,-1.0,0.21086225437515427,0.0,0.0,0.0021824796381647578,1.3597352930107414e-07,0.0,0.0,0.0,0.0,5.532251285946573e-06,-1.0,1.295389923747788e-09,0.0,0.0,0.0,0.0,1.6184502310613842,0.0,0.0,0.0,0.0,0.0
9,-0.011582327398816625,0.002067262920200722,0.0,-1.0,0.0,0.0,0.0,0.0,9.12553829722849e-07,0.0,0.0,0.0,1.1057161044835561e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005513583793175723,-1.0,0.29987017246079484
10,-0.008000215768200652,0.0014987172157645038,-1.0,0.0,0.0,0.0,0.0,0.0,-1.6431299775847943e-05,0.005657746040230297,8.621124497023945e-05,0.0,0.0001458871982193669,-1.0,0.0,0.0,0.0,0.0,-0.0006979158171255842,1.6149777105568903,0.0,0.0,0.0,0.0,0.0
11,-0.0014188483066437422,0.0002648064480886278,-1.0,0.5375772385760741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000585917065130478,0.0,0.0,0.0,-1.0,-0.0005901161355141897,-0.0031186313448460278,0.0,0.0,0.0,0.0,0.0,0.0
12,-0.004921291235073337,0.0009137926739498295,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013463525719241183,1.8416598407806618e-05,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.062253757288448786,0.0,0.0
13,-0.010015779605672003,0.0018625583506968228,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003680501380500915,0.0,0.0,0.0,0.0,0.0,-0.0019944251500433148,0.0,0.0,0.0,0.0,0.0,-1.0
