,y1{power: 1.0}_x1,x1{power: 1.0}_x1,C_x1,d^2x1/dx0^2{power: 1.0}_x1,"t{power: 1.0, dim: 0.0}_x1","t{power: 1.0, dim: 0.0} * d^2x1/dx0^2{power: 1.0}_x1",y1{power: 1.0} * d^2x1/dx0^2{power: 1.0}_x1,"y1{power: 1.0} * t{power: 1.0, dim: 0.0}_x1",C_y1,d^2y1/dx0^2{power: 1.0}_y1,x1{power: 1.0} * y1{power: 1.0}_y1,dy1/dx0{power: 1.0} * dx1/dx0{power: 1.0}_y1,x1{power: 1.0}_y1,dx1/dx0{power: 1.0}_y1,y1{power: 1.0}_y1,"t{power: 1.0, dim: 0.0} * d^2y1/dx0^2{power: 1.0}_y1",dy1/dx0{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0} * x1{power: 1.0}_y1,"y1{power: 1.0} * t{power: 1.0, dim: 0.0}_y1"
0,-0.004590067456140288,-0.01797708172443728,0.00612211629928632,-1.0,0.0,0.0,0.0,0.0,0.0015382899421447006,-1.0,-0.02902133996776193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,2.046243910923601e-06,0.15788059028356874,-1.3921198823193636e-08,0.00012896642617317195,-1.0,0.0,5.4294005325778195e-06,0.0,0.0,-1.0,-1.891295219801927e-05,-0.0005758922733378696,0.0,0.0,0.0,0.0,0.0
2,-0.004561952232453303,-0.01799410766803693,0.00612211629928632,-1.0,0.0,0.0,0.0,0.0,-2.9950511135254166e-06,0.0,0.0,-1.0,0.0,-0.0006193736513062369,1.607733823266203e-05,0.0,0.0,0.0,0.0
3,0.0,0.0,2.046243910923601e-06,0.15788059028356874,-1.3921198823193636e-08,0.00012896642617317195,-1.0,0.0,0.09908416485993388,0.0,0.0,0.0,0.0,0.0,-0.5418660315924116,-1.0,0.0,0.0,0.0
4,0.0,-0.0006462118788120754,0.00019073523440099724,0.153986141737125,0.0,0.0,-1.0,0.0,-5.016914969253154e-07,-1.0,0.0,0.0,0.0,-0.038532460215414246,0.0,0.0,0.0,0.0,0.0
5,-0.0003673789239468213,-0.001158731428270281,0.00040747883933744055,0.11050633705582064,0.0,0.0,-1.0,0.0,0.014835175208117274,0.0,0.0,0.0,-0.05063900431083082,0.0,0.0,0.0,-1.0,0.0,0.0
6,-0.0003673789239468213,-0.001158731428270281,0.00040747883933744055,0.11050633705582064,0.0,0.0,-1.0,0.0,-2.9950511135254166e-06,0.0,0.0,-1.0,0.0,-0.0006193736513062369,1.607733823266203e-05,0.0,0.0,0.0,0.0
7,-0.0003673789239468213,-0.001158731428270281,0.00040747883933744055,0.11050633705582064,0.0,0.0,-1.0,0.0,0.09908416485993388,0.0,0.0,0.0,0.0,0.0,-0.5418660315924116,-1.0,0.0,0.0,0.0
8,-0.0003673789239468213,-0.001158731428270281,0.00040747883933744055,0.11050633705582064,0.0,0.0,-1.0,0.0,4.650287347140347e-05,0.06940192017588565,0.0,0.0,0.0,0.0,-0.00025640336578118273,0.0018845795883011276,0.0,-1.0,0.0
9,0.0,-0.0012443524903303434,0.0003625155661631027,0.1032221826187802,5.900046957668649e-07,0.0,-1.0,-3.1440995104874757e-06,1.1975044072857178e-05,0.0,0.0,-1.0,-4.135473109449217e-05,-0.0006045260633281831,0.0,0.0,-0.0002625733543940453,0.0,0.0
10,0.0,-0.002718906249734329,0.0008318656304014863,-1.0,2.176459839675093e-06,0.007538753463149658,0.0,-1.3942621729505066e-05,0.014835175208117274,0.0,0.0,0.0,-0.05063900431083082,0.0,0.0,0.0,-1.0,0.0,0.0
11,-0.0003673789239468213,-0.001158731428270281,0.00040747883933744055,0.11050633705582064,0.0,0.0,-1.0,0.0,0.002210105205336253,-1.0,-0.03816826376919632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0961703522625338e-05
