,dx1/dx0{power: 1.0}_x1,x1{power: 1.0}_x1,C_x1,x1{power: 1.0} * dx1/dx0{power: 1.0}_x1,"d^2y1/dx0^2{power: 1.0} * t{power: 1.0, dim: 0.0}_x1",d^2x1/dx0^2{power: 1.0}_x1,y1{power: 1.0} * dx1/dx0{power: 1.0}_x1,"x1{power: 1.0} * t{power: 1.0, dim: 0.0}_x1","t{power: 1.0, dim: 0.0}_x1",d^2x1/dx0^2{power: 1.0} * y1{power: 1.0}_x1,y1{power: 1.0}_x1,"t{power: 1.0, dim: 0.0} * dx1/dx0{power: 1.0}_x1",y1{power: 1.0}_y1,C_y1,dy1/dx0{power: 1.0}_y1,"t{power: 1.0, dim: 0.0} * dy1/dx0{power: 1.0}_y1",x1{power: 1.0}_y1,dy1/dx0{power: 1.0} * y1{power: 1.0}_y1,x1{power: 1.0} * dy1/dx0{power: 1.0}_y1,"t{power: 1.0, dim: 0.0}_y1",x1{power: 1.0} * d^2y1/dx0^2{power: 1.0}_y1,d^2x1/dx0^2{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0}_y1,"y1{power: 1.0} * sin{power: 1.0, dim: 0.0}_y1"
0,0.190979498336742,0.0019423044874726596,-0.0004917175890772531,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03822069680028185,0.03645323260879992,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.19097949833674202,0.0019423044874726581,-0.0004917175890772531,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017966267252429467,0.017264790929738406,-1.0,0.011059576449687252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,1.8900829241265647e-06,0.0,0.0028584121110774925,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03822069680028185,0.03645323260879992,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-1.0,-0.0022464122957772848,0.00043793938190200723,0.0,0.0,0.0,1.2638113735659782,0.0,0.0,0.0,0.0,0.0,-0.017966267252429467,0.017264790929738406,-1.0,0.011059576449687252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.190979498336742,0.0019423044874726596,-0.0004917175890772531,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062240983494254495,0.0,0.0,-0.01697043030894758,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,1.8900829241265647e-06,0.0,0.0028584121110774925,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017966267252429467,0.017264790929738406,-1.0,0.011059576449687252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.20536215760272564,0.0,-0.00015088172601047584,-1.0,0.0,0.0,0.0,4.782140825845915e-06,0.0,0.0,0.0,0.0,-0.03822069680028185,0.03645323260879992,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,3.182355096924963e-05,0.0,-0.0004208612083579578,-1.0,0.0,0.0,-2.2122453962381922e-07,1.2081269581609773,0.0,0.0,0.0,-2.895723905917992e-05,0.09280566632812035,0.0017296501879807671,0.0,0.0,-1.0,2.413990446301441e-07,0.0,0.0,0.0,0.0
8,0.190979498336742,0.0019423044874726596,-0.0004917175890772531,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.873394047192404e-05,0.09100082047183099,0.0015751472966414545,0.0014532337428592892,0.0,-1.0,-2.8463825482792216e-06,0.0,0.0,0.0,0.0
9,-1.0,0.0,-0.0012170076353689115,0.0,0.0,0.0,0.0,0.0,-5.449690377718544e-06,0.0,0.0031898783493378782,0.0,0.0,-1.390604356353338e-06,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.03686784757518165,0.2010894081731239,0.0
10,-0.000253683026159338,-0.00032428688690795644,0.00010489541451096305,0.0,0.0,-1.0,0.0,0.0,0.0,1.1488135335422138,0.0,0.0,0.0,-8.873394047193635e-05,0.09100082047183067,0.0015751472966414723,0.001453233742859374,0.0,-1.0,-2.846382548279338e-06,0.0,0.0,0.0,0.0
11,0.0,-0.00015181179009280296,5.252496780288019e-05,0.0,0.0,-1.0,0.0,0.0,0.0,1.1807320051311598,0.0,0.0,-0.017966267252429467,0.017264790929738406,-1.0,0.011059576449687252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,-1.0,-0.010290603537085932,0.002915785908766123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011461565400362781,0.0,-8.873394047192404e-05,0.09100082047183099,0.0015751472966414545,0.0014532337428592892,0.0,-1.0,-2.8463825482792216e-06,0.0,0.0,0.0,0.0
13,-1.0,0.0,0.026194239579208925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027036344102963527,0.0,0.0,-0.0001814543475754611,0.0,0.0,0.0005447557366967281,0.0,0.0,0.0,0.0,0.0,-1.0,2.66473165831026e-06
