,d^2y1/dx0^2{power: 1.0}_x1,C_x1,dx1/dx0{power: 1.0}_x1,x1{power: 1.0} * dx1/dx0{power: 1.0}_x1,y1{power: 1.0}_x1,dx1/dx0{power: 1.0} * y1{power: 1.0}_x1,x1{power: 1.0} * y1{power: 1.0}_x1,"dx1/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_x1",x1{power: 1.0}_x1,"t{power: 1.0, dim: 0.0}_x1","t{power: 1.0, dim: 0.0}_y1",C_y1,x1{power: 1.0} * dy1/dx0{power: 1.0}_y1,y1{power: 1.0}_y1,dy1/dx0{power: 1.0}_y1,y1{power: 1.0} * d^2y1/dx0^2{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0}_y1,x1{power: 1.0}_y1,"dy1/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_y1",dy1/dx0{power: 1.0} * y1{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0} * d^2x1/dx0^2{power: 1.0}_y1
0,0.09516664084380659,0.0027846360429929565,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9972523908297385e-05,0.0016638542853980387,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.42472296110951013,0.001551279653188824,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037323532402779532,-1.0,0.003683577161599737,0.4309658390515899,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.002883814552304294,-1.0,0.0,-0.0031269789272797264,1.0887558228455385,0.0,0.0,0.0,0.0,0.0,-0.0037323532402779532,-1.0,0.003683577161599737,0.4309658390515899,0.0,0.0,0.0,0.0,0.0,0.0
3,0.01911324315468908,0.0026405431633740764,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0411759006182088e-07,-2.9749457206696445e-05,0.0,0.0,0.0,-1.0,0.8814807609601113,0.0,0.0,0.0,0.0
4,0.0,0.002883814552304294,-1.0,0.0,-0.0031276990440457725,1.0889767218697952,0.0,0.0,0.0,0.0,-1.9972523908297385e-05,0.0016638542853980387,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.01911324315468908,0.0026405431633740764,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.5686735266943331,0.0,0.0,0.0,0.0,0.0,-1.2155965085356297,-1.0,0.0,0.0
6,0.0,0.005235582087686558,-1.0,0.0,0.0,0.0,-0.010345335300083,0.008945481073469399,0.0,0.0,2.0411759006182088e-07,-2.9749457206696445e-05,0.0,0.0,0.0,-1.0,0.8814807609601113,0.0,0.0,0.0,0.0
7,0.0,0.0032112324263574147,-1.0,0.0,-0.0013196517323610577,0.46203804462959824,0.0,0.004285944994638108,-0.0031688130549081487,0.0,2.0411759006182088e-07,-2.9749457206696445e-05,0.0,0.0,0.0,-1.0,0.8814807609601113,0.0,0.0,0.0,0.0
8,0.09516664084380659,0.0027846360429929565,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5686735266943331,0.0,0.0,0.0,0.0,0.0,-1.2155965085356297,-1.0,0.0,0.0
9,0.09516664084380659,0.0027846360429929565,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00056288100826558,-1.0,0.0,0.3710295432516525,0.0,0.0,-0.001639715202750999,0.0,0.0,0.0
10,0.0,0.0031586187464870976,-1.0,0.0,-0.0024197894420033804,0.6175093791950501,0.0,0.0033420279501408566,0.0,-7.612397094283669e-06,-1.3095407700976743e-06,0.0001544732412934177,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.118614256073692,0.0
11,0.0,-0.004435206091449651,0.0,0.0,0.005336196408726635,-1.0,0.0,0.0056481330222675616,0.0,0.0,-1.9972523908297385e-05,0.0016638542853980387,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0001848902413676811,0.30228081302386495,0.0,0.0027763487164549723,-1.0,0.0,0.003795763406587042,-0.006113514492134467,1.1179459055541492e-05,-1.3095407700976743e-06,0.0001544732412934177,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.118614256073692,0.0
13,0.0,0.00018489024137074961,0.3083981399308087,0.0,0.0027759529667852993,-1.0,0.0,0.0037523005857726,-0.006163635335856493,1.1411410352214329e-05,0.0,-4.9114700905001973e-08,0.0,0.0,0.0,0.0,0.0,9.119373358923648e-08,0.0,0.0,-1.0
