,C_x1,d^2x1/dx0^2{power: 1.0}_x1,d^2y1/dx0^2{power: 1.0}_x1,y3{power: 1.0}_x1,dx1/dx0{power: 1.0}_x1,x4{power: 1.0}_x1,x1{power: 1.0}_x1,"d^2y1/dx0^2{power: 1.0} * t{power: 1.0, dim: 0.0}_x1",y1{power: 1.0}_x1,"t{power: 1.0, dim: 0.0}_x1",dy4/dx0{power: 1.0}_x1,x3{power: 1.0}_y1,C_y1,dy1/dx0{power: 1.0}_y1,"t{power: 1.0, dim: 0.0} * y2{power: 1.0}_y1",d^2y1/dx0^2{power: 1.0}_y1,y1{power: 1.0}_y1,dy2/dx0{power: 1.0}_y1,d^2x4/dx0^2{power: 1.0} * dy1/dx0{power: 1.0}_y1,x1{power: 1.0}_y1,"t{power: 1.0, dim: 0.0} * x3{power: 1.0}_y1","t{power: 1.0, dim: 0.0}_x2",C_x2,dx2/dx0{power: 1.0}_x2,dy4/dx0{power: 1.0} * d^2x2/dx0^2{power: 1.0}_x2,d^2y2/dx0^2{power: 1.0}_x2,y3{power: 1.0} * dx2/dx0{power: 1.0}_x2,y4{power: 1.0}_x2,d^2x2/dx0^2{power: 1.0}_x2,x4{power: 1.0}_x2,y1{power: 1.0} * d^2x2/dx0^2{power: 1.0}_x2,y1{power: 1.0}_x2,y2{power: 1.0}_x2,x1{power: 1.0}_x2,x3{power: 1.0}_x2,C_y2,dy2/dx0{power: 1.0}_y2,y3{power: 1.0}_y2,y2{power: 1.0}_y2,d^2y2/dx0^2{power: 1.0}_y2,y1{power: 1.0}_y2,x3{power: 1.0}_y2,x4{power: 1.0}_y2,"t{power: 1.0, dim: 0.0}_y2",x1{power: 1.0}_y2,dy2/dx0{power: 1.0} * y2{power: 1.0}_y2,y4{power: 1.0}_y2,y2{power: 1.0}_x3,C_x3,dx3/dx0{power: 1.0}_x3,dx3/dx0{power: 1.0} * y1{power: 1.0}_x3,x1{power: 1.0}_x3,"t{power: 1.0, dim: 0.0}_x3",y1{power: 1.0}_x3,d^2x3/dx0^2{power: 1.0}_x3,y3{power: 1.0}_x3,C_y3,dy3/dx0{power: 1.0}_y3,x4{power: 1.0}_y3,y3{power: 1.0}_y3,"t{power: 1.0, dim: 0.0}_y3",d^2y3/dx0^2{power: 1.0}_y3,x2{power: 1.0} * d^2y3/dx0^2{power: 1.0}_y3,y4{power: 1.0}_y3,x3{power: 1.0}_y3,x3{power: 1.0} * dy3/dx0{power: 1.0}_y3,x1{power: 1.0}_y3,y1{power: 1.0}_y3,C_x4,dx4/dx0{power: 1.0}_x4,y4{power: 1.0}_x4,x3{power: 1.0}_x4,x4{power: 1.0}_x4,dx4/dx0{power: 1.0} * y3{power: 1.0}_x4,y2{power: 1.0}_x4,d^2x4/dx0^2{power: 1.0}_x4,d^2y1/dx0^2{power: 1.0}_x4,x1{power: 1.0} * dy2/dx0{power: 1.0}_x4,dx4/dx0{power: 1.0} * dx2/dx0{power: 1.0}_x4,"d^2x4/dx0^2{power: 1.0} * t{power: 1.0, dim: 0.0}_x4",y1{power: 1.0}_x4,"t{power: 1.0, dim: 0.0}_y4",C_y4,dy4/dx0{power: 1.0}_y4,x3{power: 1.0}_y4,dx1/dx0{power: 1.0}_y4,x3{power: 1.0} * d^2y4/dx0^2{power: 1.0}_y4,d^2y4/dx0^2{power: 1.0}_y4,y3{power: 1.0}_y4,y4{power: 1.0} * dy3/dx0{power: 1.0}_y4
0,2.4288110045902155e-05,-1.0,0.4606555392053604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008315560001144353,0.004845605358729664,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.101533406818339e-05,-0.008552990002773141,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039364538159146215,-1.0,-0.0410810792118077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005632732565147855,0.005788003560553187,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009440137450775262,-1.0,-0.015228735487510966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01866412577136711,-1.0,-0.01669127285742938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016991029386009628,-0.004562421287114403,-1.0,0.04449526208874655,0.0,0.0,0.0,0.0,0.0
1,-0.001686608025999314,-1.0,0.0,0.0018159110934388195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047344172021129005,-1.0,-9.245222113434439e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0807109958598584e-07,0.0,-1.0,-0.001290371608499631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039364538159146215,-1.0,-0.0410810792118077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00032155385078379343,0.8189625281781083,-1.0,0.0011988995519928254,8.138935057716345e-07,0.0,0.0,0.0,0.0027981994427865456,0.0,0.0,-0.003218812782658844,1.4536249794130692e-06,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011661162143075006,-1.0,0.0,0.09782621197712375,-0.10216080987330971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5404639180716074e-05,0.0,0.0,0.008652742573898782,-1.0,0.0,0.0,0.0
2,-0.009771565098875607,0.0,0.0,0.0,-1.0,0.06345627465468542,-0.054667665984965974,0.0,0.0,0.0,0.0,0.0,0.0057702340025420264,0.0,0.0,-1.0,-0.006264266084726045,0.0,0.0,0.0,0.0,0.0,-0.006151967315188926,-1.0,0.0,0.0,1.2023069285618633,0.0064480181161875655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004890684649484818,0.0,0.0,-0.001160688120841155,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00032155385078375625,0.8189625281781053,-1.0,0.001198899551992674,8.138935057720155e-07,0.0,0.0,0.0,-0.0004625277616801301,0.0,0.0,0.0,0.0,0.0,-1.0,0.0004886804922990913,0.0,0.0,0.0,0.0,0.011661162143075006,-1.0,0.0,0.09720712856837875,-0.10160722931351533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016991029386009628,-0.004562421287114403,-1.0,0.04449526208874655,0.0,0.0,0.0,0.0,0.0
3,-0.009771565098875607,0.0,0.0,0.0,-1.0,0.06345627465468542,-0.054667665984965974,0.0,0.0,0.0,0.0,0.0,9.33255194234704e-08,0.0,0.0,0.0,0.0,-9.165189272976356e-05,-1.0,0.0,0.0,0.0,0.0005038590568217184,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0007547372196329381,0.0,0.0,0.0,0.0,0.0,-0.002890440307402312,0.0,0.0,0.0,-1.0,0.0030541505993332703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027341905171575013,0.0,0.0,0.0,0.0,-0.0029936487415664864,-1.0,0.0,0.007906641864759277,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014245154033376246,0.0,0.0,0.0,0.0002878065597150747,-1.0,0.0,0.004822907415863238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.266215693829675e-05,0.0030571049718863138,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-0.009771565098875607,0.0,0.0,0.0,-1.0,0.06345627465468542,-0.054667665984965974,0.0,0.0,0.0,0.0,0.0,0.0047344172021129005,-1.0,-9.245222113434436e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045924479911530055,0.0,0.0,0.0,0.0,0.0,0.0,-0.000684735785941384,-1.0,0.0,0.0,0.0,0.0,0.039364538159146215,-1.0,-0.0410810792118077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027341905171575013,0.0,0.0,0.0,0.0,-0.0029936487415664864,-1.0,0.0,0.009440137450775262,-1.0,-0.015228735487510966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01166116214308042,-1.0,0.0,0.09782621197715731,-0.10216080987334852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016991029386009628,-0.004562421287114403,-1.0,0.04449526208874655,0.0,0.0,0.0,0.0,0.0
5,2.5707770134525396e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.005597572956738852,0.0,0.0,0.0,0.0,0.016962420383906412,-1.0,0.0,0.0,0.0,0.0,0.0,-0.06720234127893338,0.00019847177840626957,0.0,-0.005153445908801249,-1.0,0.0,0.0,1.1719304396775043,0.0,0.0,0.0,0.0,0.0053851928180624845,0.0,0.0,0.0,0.0012077359150517613,-1.0,0.0,0.0,0.0,0.0,-0.05231281925915487,0.04378147958023446,0.0,0.0,0.0,0.0,0.0,0.0027341905171575013,0.0,0.0,0.0,0.0,-0.0029936487415664864,-1.0,0.0,0.0037827572062154747,0.0,-0.006825823453538512,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.011661162143075006,-1.0,0.0,0.09720712856837875,-0.10160722931351533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016991029386010027,-0.004562421287114452,-1.0,0.044495262088747545,0.0,0.0,0.0,0.0,0.0
6,-0.009771565098875607,0.0,0.0,0.0,-1.0,0.06345627465468542,-0.054667665984965974,0.0,0.0,0.0,0.0,0.0,0.016962420383906412,-1.0,0.0,0.0,0.0,0.0,0.0,-0.06712253484232596,0.0001980092572120813,0.0,-0.00039349256082506207,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0010121785865612166,0.0,0.0,0.0004890684649484818,0.0,0.0,-0.001160688120841155,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00032155385078375625,0.8189625281781053,-1.0,0.001198899551992674,8.138935057720155e-07,0.0,0.0,0.0,0.0037827572062154747,0.0,-0.006825823453538512,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.004569053301217641,0.0,0.0,0.0,0.0,-1.0,-0.004194687425185557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008595505548820978,0.0,0.0,0.0,0.0,-1.0,0.0008886399395604614,0.0
7,0.0033480224840278855,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035954093727018493,0.0,0.0,0.0,0.016962420383906412,-1.0,0.0,0.0,0.0,0.0,0.0,-0.06720234127893338,0.00019847177840626957,0.0,-0.01402527302329083,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02567918866737675,0.0,-0.0012346297936356972,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0615731398720346e-05,0.012735224554363545,1.9873310828455106,0.0,0.0,-0.008074530548009448,-1.0,0.0,0.0,0.0,0.0,0.0,0.0118620243300953,0.0037827572062154747,0.0,-0.006825823453538512,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.2853034956257808e-05,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.23549070506629158,0.0,0.0,0.0,0.0,-0.00016991029386010027,-0.004562421287114452,-1.0,0.044495262088747545,0.0,0.0,0.0,0.0,0.0
8,-0.009771565098875607,0.0,0.0,0.0,-1.0,0.06345627465468542,-0.054667665984965974,0.0,0.0,0.0,0.0,0.0,0.02080133257655982,-1.0,-0.00018726214392706595,0.0,0.0,0.0,0.0,-0.052834906795056515,0.00018540458015286977,0.0,0.00011212133903170125,0.0,0.0,0.0,0.0,0.0,0.7789697749747231,-0.00017339868485221474,-1.0,0.0,0.0,0.0,0.0,-0.0004052562188212895,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0007778420413943277,0.0,0.0,0.0,-0.008074530548009448,-1.0,0.0,0.0,0.0,0.0,0.0,0.0118620243300953,0.009440137450775262,-1.0,-0.015228735487510966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.951021486599534e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006257250955446086,-1.0,0.0,0.0,-0.00016991029386009628,-0.004562421287114403,-1.0,0.04449526208874655,0.0,0.0,0.0,0.0,0.0
9,-0.009771565098875326,0.0,0.0,0.0,-1.0,0.06345627465468415,-0.0546676659849649,0.0,0.0,0.0,0.0,0.0,0.016962420383906412,-1.0,0.0,0.0,0.0,0.0,0.0,-0.06712253484232596,0.0001980092572120813,0.0,-0.01402527302329083,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02567918866737675,0.0,-0.0012346297936356972,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0615731398720346e-05,0.012735224554363545,1.9873310828455106,0.0,0.0,0.0019349746599682186,-1.0,1.1973580762766294,-0.003672988209897637,8.135186061241925e-06,0.0,0.0,-0.0016687025432977516,0.0027066207857767218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.006608052108143329,0.0,0.0002878065597150747,-1.0,0.0,0.004822907415863238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008782789195071087,-1.0,0.0,0.0,0.0,0.0,0.0,0.6099920098826688
