,x1{power: 1.0} * y1{power: 1.0}_x1,x1{power: 1.0}_x1,C_x1,dx1/dx0{power: 1.0}_x1,"t{power: 1.0, dim: 0.0}_x1",x1{power: 1.0} * dx1/dx0{power: 1.0}_x1,y1{power: 1.0} * dx1/dx0{power: 1.0}_x1,"y1{power: 1.0} * t{power: 1.0, dim: 0.0}_x1",d^2x1/dx0^2{power: 1.0}_x1,y1{power: 1.0}_x1,"y1{power: 1.0} * sin{power: 1.0, dim: 0.0}_x1","dy1/dx0{power: 1.0} * cos{power: 1.0, dim: 0.0}_x1","d^2x1/dx0^2{power: 1.0} * t{power: 1.0, dim: 0.0}_x1","dx1/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_x1",C_y1,dy1/dx0{power: 1.0}_y1,x1{power: 1.0}_y1,y1{power: 1.0} * dy1/dx0{power: 1.0}_y1,y1{power: 1.0}_y1,dx1/dx0{power: 1.0}_y1,"dy1/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_y1",y1{power: 1.0} * x1{power: 1.0}_y1,"x1{power: 1.0} * sin{power: 1.0, dim: 0.0}_y1",d^2y1/dx0^2{power: 1.0}_y1,"t{power: 1.0, dim: 0.0}_y1","x1{power: 1.0} * cos{power: 1.0, dim: 0.0}_y1"
0,0.17499532802457832,-0.13624939278149237,0.003532445680039214,-1.0,-4.892306665092002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011784013955684531,-1.0,-0.03875840764938218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,-0.006317863150758838,0.0018926169155578602,-1.0,0.0,4.2535289386943145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011784013955684531,-1.0,-0.03875840764938218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,-3.35214333863051e-05,0.7539960822570386,0.0,0.0,-1.0,6.052597280621008e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.00039736801686709864,-1.0,-0.0013059533935654707,1.3270400853766693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,-0.006317863150758838,0.0018926169155578602,-1.0,0.0,4.2535289386943145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012007101284202354,-1.0,0.0,1.3322462673459654,-0.0014185409928160792,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,-0.004435578502041131,-0.0015901846868578114,0.0,0.0,0.0,0.0,0.0,-1.0,0.0033866631529450887,0.0,0.0,0.0,0.0,-7.882750876528906e-05,0.0,0.0,0.0,0.0,0.06269687727935588,-1.0,0.0,0.0,0.0,0.0,0.0
5,0.0,-0.006317863150758838,0.0018926169155578602,-1.0,0.0,4.2535289386943145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034306090924876077,-1.0,0.0,1.3279057300544268,0.0,0.0,0.0,-0.001302733942756865,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0008713781357992197,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00011512953882381532,0.0,0.0,0.0,0.011784013955684531,-1.0,-0.03875840764938218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,-2.9576205729580713e-05,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.077874270981171,0.0,0.0,-5.8605553352715556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00020648750511423656,-1.0,6.45198880208122e-07,0.0
8,0.0,0.0,-5.373501080850412e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011592051072696209,-1.0,0.011784013955684531,-1.0,-0.03875840764938218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0008713781357992197,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00011512953882381535,0.0,0.0,0.0,0.00039736801686709864,-1.0,-0.0013059533935654707,1.3270400853766693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0008713781357992197,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00011512953882381532,0.0,0.0,0.0,0.00034306090924876077,-1.0,0.0,1.3279057300544268,0.0,0.0,0.0,-0.001302733942756865,0.0,0.0,0.0,0.0
11,0.0,0.0006883240053193069,-0.00018195013636251574,0.7658558729980021,-1.8804839100452974e-05,0.0,-1.0,2.212085804223979e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0012007101284202861,-1.0,0.0,1.3322462673459652,-0.001418540992816142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,4.166743160920991e-05,-1.0,8.680332283546003e-06,0.0,1.3083112584157286,-1.0901866408689765e-05,0.0,0.0,0.0,0.0,0.0,0.0,-1.795016703905662e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.00023400808194964934
13,0.0,-0.004044639688097079,0.0011175661692792722,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.00034306090924876077,-1.0,0.0,1.3279057300544268,0.0,0.0,0.0,-0.001302733942756865,0.0,0.0,0.0,0.0
