,y1{power: 1.0}_x1,C_x1,dx1/dx0{power: 1.0}_x1,dx1/dx0{power: 1.0} * y1{power: 1.0}_x1,"d^2x1/dx0^2{power: 1.0} * t{power: 1.0, dim: 0.0}_x1",x1{power: 1.0}_x1,d^2x1/dx0^2{power: 1.0}_x1,d^2x1/dx0^2{power: 1.0} * x1{power: 1.0}_x1,y1{power: 1.0} * d^2x1/dx0^2{power: 1.0}_x1,x1{power: 1.0} * y1{power: 1.0}_x1,"t{power: 1.0, dim: 0.0}_x1",x1{power: 1.0} * dx1/dx0{power: 1.0}_x1,d^2x1/dx0^2{power: 1.0} * d^2y1/dx0^2{power: 1.0}_x1,d^2y1/dx0^2{power: 1.0}_x1,d^2y1/dx0^2{power: 1.0}_y1,C_y1,y1{power: 1.0} * d^2y1/dx0^2{power: 1.0}_y1,y1{power: 1.0}_y1,"d^2y1/dx0^2{power: 1.0} * t{power: 1.0, dim: 0.0}_y1",dy1/dx0{power: 1.0}_y1,x1{power: 1.0} * dy1/dx0{power: 1.0}_y1,x1{power: 1.0}_y1,"t{power: 1.0, dim: 0.0}_y1",y1{power: 1.0} * dy1/dx0{power: 1.0}_y1,x1{power: 1.0} * d^2y1/dx0^2{power: 1.0}_y1,dx1/dx0{power: 1.0}_y1
0,0.0007472628196997224,-0.0005885043719936408,-1.0,1.2727887597730319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6577715138796042,0.001217540412523064,-1.0,-0.0015677715478292734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.056084540692747084,0.0,0.0,-1.0,-0.3232707078586603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6577715138796091,0.0012175404125230312,-1.0,-0.0015677715478292311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,3.976364150972029e-05,0.0,0.0,0.0,-0.0002388923281907499,0.0827457929118391,-1.0,0.1047956965317926,0.0,0.0,0.0,0.0,0.0,0.0,0.0010462029305984802,-1.0,-0.0013495252634654312,0.005531410023838337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0007472628196997224,-0.0005885043719936408,-1.0,1.2727887597730319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001522625958947348,0.0,0.0,0.0,0.17543122453812,-1.0,0.0006194977987205234,3.635791389405701e-07,0.0,0.0,0.0
4,0.0,0.0001822439198128864,0.0,0.0,0.007952685040760197,0.0,-1.0,0.0,0.0,-0.001327580055972412,0.0,0.0,0.0,0.0,0.0,-3.3731072716001954e-05,0.0,0.0,0.0,0.17590907317534044,-1.0,9.214086851943371e-05,0.0,0.0,0.0,0.0
5,0.0,0.0002811665299491885,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.809764824968475e-06,0.0,0.0,0.0,0.0,-0.000169993029062618,0.0,0.00018302139978197462,0.0,-1.0,0.0,0.0,0.0,1.2797592865145972,0.0,0.0
6,0.0007472628196997224,-0.0005885043719936408,-1.0,1.2727887597730319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14149934541274686,0.00027275712855428873,0.0,-0.00034793396410024845,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
7,0.0,0.002653939701673534,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.015650825134022335,-5.8347404624884854e-06,0.0,0.0,0.0,0.657771513879609,0.0012175404125230312,-1.0,-0.0015677715478292316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,-0.0005777644121237029,-1.0,0.0,0.0,0.002800608409783512,0.0,0.0,0.0,0.0,0.0,5.454817277963378,0.0,0.0,0.657771513879609,0.0012175404125230312,-1.0,-0.0015677715478292316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,-0.0005777644121237029,-1.0,0.0,0.0,0.002800608409783512,0.0,0.0,0.0,0.0,0.0,5.454817277963378,0.0,0.0,0.0,-0.000169993029062618,0.0,0.00018302139978197462,0.0,-1.0,0.0,0.0,0.0,1.2797592865145972,0.0,0.0
10,0.0007472628196997224,-0.0005885043719936408,-1.0,1.2727887597730319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.006681094939758165,0.0,-0.00858447969874567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,1.279779534487506e-07,0.0,0.0,0.0,-8.059512770355183e-07,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,6.93496448119248e-05,0.6577715138796091,0.0012175404125230312,-1.0,-0.0015677715478292311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0007488114908287507,0.0,0.0,0.0,-0.0043751882822459015,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.657771513879609,0.0012175404125230312,-1.0,-0.0015677715478292316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,3.976364150972029e-05,0.0,0.0,0.0,-0.0002388923281907499,0.0827457929118391,-1.0,0.1047956965317926,0.0,0.0,0.0,0.0,0.0,0.0,-0.00028515872803260055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.06943118953035035
