,C_x1,dx1/dx0{power: 1.0}_x1,y1{power: 1.0}_x1,"t{power: 1.0, dim: 0.0} * y1{power: 1.0}_x1","t{power: 1.0, dim: 0.0}_x1","t{power: 1.0, dim: 0.0} * dx1/dx0{power: 1.0}_x1",dx1/dx0{power: 1.0} * x1{power: 1.0}_x1,dx1/dx0{power: 1.0} * y1{power: 1.0}_x1,x1{power: 1.0}_x1,d^2x1/dx0^2{power: 1.0}_x1,d^2y1/dx0^2{power: 1.0}_y1,y1{power: 1.0}_y1,C_y1,d^2y1/dx0^2{power: 1.0} * y1{power: 1.0}_y1,x1{power: 1.0}_y1,dy1/dx0{power: 1.0}_y1,dy1/dx0{power: 1.0} * y1{power: 1.0}_y1,dy1/dx0{power: 1.0} * x1{power: 1.0}_y1,"t{power: 1.0, dim: 0.0} * d^2y1/dx0^2{power: 1.0}_y1"
0,0.020301279545636406,-1.0,-0.04891443926501357,-3.9493356826205596e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.3398629872077522,-0.00038399280485793783,0.00014282837709306777,-1.0,0.0,0.0,0.0,0.0,0.0
1,0.013623429061313712,-1.0,-0.032596196346687076,0.0002221808073599397,-9.33758790978868e-05,0.0076503129490560415,0.0,0.0,0.0,0.0,0.0,0.0,-0.017643049633650053,0.0,0.04960349221671206,-1.0,0.0,0.0,0.0
2,0.0014282608668781075,-1.0,0.0,-0.0005243749173973935,0.00018331201502257277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006755201118285422,0.0,0.01900220516532991,0.0,-1.0,0.0,0.0
3,0.003770156781758267,-1.0,-0.009519272206868157,0.0,0.0,0.006933500714611813,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009510806723190595,0.0,0.002557370675502357,-1.0,1.3367672388418366,1.2895281610484886,0.0
4,0.0136234290613285,-1.0,-0.03259245022952788,0.00022183928616161447,-9.326213195867285e-05,0.0076454923428227375,0.0,0.0,0.0,0.0,0.34237078180956493,-0.0003366756044945791,0.00016342381580227932,-1.0,-0.00011071596274646583,0.0,0.0,0.0,0.0
5,0.01762530349041446,-1.0,-0.04577438664330902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009510806723190595,0.0,0.002557370675502357,-1.0,1.3367672388418366,1.2895281610484886,0.0
6,0.003770156781758267,-1.0,-0.009519272206868157,0.0,0.0,0.006933500714611813,0.0,0.0,0.0,0.0,0.3398629872077522,-0.00038399280485793783,0.00014282837709306777,-1.0,0.0,0.0,0.0,0.0,0.0
7,0.004888303320679955,0.0,-0.01181786674253151,7.525862300227004e-05,-3.1526070945928375e-05,0.002696479803552851,-1.0,0.0,0.0,0.0,0.0,0.0,-0.0009510806723190595,0.0,0.002557370675502357,-1.0,1.3367672388418366,1.2895281610484886,0.0
8,5.747287784337545e-05,0.3762542148776723,0.0,0.0,0.0,0.0,0.0,-1.0,-0.00023827205464437077,0.0,-1.0,0.0,0.0006289019727577787,0.0,-0.0017791747412768922,0.0,0.0,0.0,0.0
9,0.0136234290613285,-1.0,-0.032596196346717836,0.00022218080736007356,-9.337587909796137e-05,0.007650312949053786,0.0,0.0,0.0,0.0,0.2031451517425618,-0.00013089686817805706,7.557765906444733e-05,-1.0,-8.467410844945166e-05,0.0,0.0,0.0,0.0012605338353144145
10,0.023873457303163627,-1.0,-0.056855507900824505,0.0,-1.9380759582400543e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009510806723190595,0.0,0.002557370675502357,-1.0,1.3367672388418366,1.2895281610484886,0.0
11,0.001114601480394083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003178841342318659,-1.0,0.0,-0.00039145033095098873,-0.00018032379619534517,0.0,0.0009173109922942532,0.36246419084555576,-1.0,0.0,0.0
