,"t{power: 1.0, dim: 0.0}_x1",dx1/dx0{power: 1.0}_x1,y1{power: 1.0}_x1,"dx1/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_x1",C_x1,dx1/dx0{power: 1.0} * y1{power: 1.0}_x1,x1{power: 1.0}_x1,x1{power: 1.0} * dx1/dx0{power: 1.0}_x1,d^2x1/dx0^2{power: 1.0}_x1,C_y1,dy1/dx0{power: 1.0}_y1,x1{power: 1.0}_y1,"t{power: 1.0, dim: 0.0} * x1{power: 1.0}_y1",x1{power: 1.0} * dy1/dx0{power: 1.0}_y1,"t{power: 1.0, dim: 0.0}_y1",y1{power: 1.0} * dy1/dx0{power: 1.0}_y1,y1{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0} * y1{power: 1.0}_y1,"y1{power: 1.0} * t{power: 1.0, dim: 0.0}_y1"
0,-5.056001964678407e-06,0.6648822292285165,0.004632378531403464,0.002057406241956305,-0.0036871428349397766,-1.0,0.0,0.0,0.0,0.017314003371361054,-1.0,-0.04483045446784959,9.81835075937596e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-5.056001964679667e-06,0.6648822292284207,0.004632378531403423,0.002057406241956859,-0.003687142834939494,-1.0,0.0,0.0,0.0,0.007756544911115436,-1.0,-0.01397571293616061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,-1.0,-0.003634575932368172,0.0,0.003007923782558896,1.2182394059991541,0.0,0.0,0.0,0.002099505691536889,0.0,0.0,0.0,-1.0,-2.0794955080065163e-05,0.0,0.0,0.0,0.0,0.0
3,0.0,-1.0,-0.003634575932368012,0.0,0.003007923782558743,1.218239405999156,0.0,0.0,0.0,0.00019496537268288733,-1.0,-6.453687620610586e-05,0.0,0.0,0.0,1.2522237950984374,0.0,0.0,0.0,0.0
4,0.0,0.25496825883887064,0.0,0.0,-0.001325698806008294,0.0,0.004210302083326634,-1.0,0.0,0.0037263478876296105,0.0,0.0,0.0,0.0,1.8283050158963917e-06,0.0,-0.004254564395722756,-1.0,0.0,0.0
5,0.0,0.25496825883887064,0.0,0.0,-0.001325698806008294,0.0,0.004210302083326634,-1.0,0.0,0.0004805411865315781,0.0,0.0011424835300706993,-4.130492477351436e-06,0.0,0.0,0.0,-0.0008519366686912989,-1.0,1.2051486202128032,0.0
6,-5.016341834755717e-06,0.6651307140688013,0.0046296902985089134,0.0020502970316521383,-0.0036871428349397836,-1.0,0.0,0.0,0.0,0.0002327795108086547,0.0,0.0,0.0,-1.0,-4.825082481895482e-06,0.3564298270454801,0.0,0.0,0.0,0.0
7,0.0,-1.0,0.0,0.009763333380376032,0.004746545234999831,0.0,-0.009946823645871867,0.0,0.0,0.002099505691536889,0.0,0.0,0.0,-1.0,-2.0794955080065163e-05,0.0,0.0,0.0,0.0,0.0
8,0.0,0.7808928650723094,0.0036689615937854337,0.0,-0.002985261663633468,-1.0,0.0,0.0,0.0,0.00430335876761492,0.0,0.0,0.0,0.0,-3.753265892105435e-05,-1.0,0.0,0.0,0.0,0.0
9,1.7182114372998674e-05,0.0,0.0,0.0,-0.00034096974050774073,0.0,0.0,-1.0,0.0,0.002099505691536889,0.0,0.0,0.0,-1.0,-2.0794955080065163e-05,0.0,0.0,0.0,0.0,0.0
10,1.7182114372998674e-05,0.0,0.0,0.0,-0.00034096974050774073,0.0,0.0,-1.0,0.0,0.00019496537268288733,-1.0,-6.453687620610586e-05,0.0,0.0,0.0,1.2522237950984374,0.0,0.0,0.0,0.0
11,-1.1224507334433991e-05,0.0,0.0,0.0049977156255648116,0.00019942443611591012,0.0,0.0017144666678650718,-1.0,0.0,0.00019496537268288733,-1.0,-6.453687620610586e-05,0.0,0.0,0.0,1.2522237950984374,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,8.889984638918342e-05,0.0,-0.00023937104070374378,0.0,-1.0,3.8040773717650626e-05,0.755633339663644,0.0,0.0,0.0,8.175700836778252e-06,-1.0,0.0,0.0,0.0,-9.932165864553779e-06
13,0.0,-1.0,-0.003634575932368172,0.0,0.003007923782558896,1.2182394059991541,0.0,0.0,0.0,-3.327270953993915e-05,0.7623233491222379,0.0,0.0,0.0,-5.757289419331668e-07,-1.0,0.0,0.0,0.0,0.0
