,x1{power: 1.0}_x1,dy1/dx0{power: 1.0}_x1,C_x1,dx1/dx0{power: 1.0} * dy1/dx0{power: 1.0}_x1,d^2x1/dx0^2{power: 1.0} * x1{power: 1.0}_x1,"t{power: 1.0, dim: 0.0}_x1",dx1/dx0{power: 1.0}_x1,y1{power: 1.0}_x1,dx1/dx0{power: 1.0} * x1{power: 1.0}_x1,d^2x1/dx0^2{power: 1.0}_x1,"d^2y1/dx0^2{power: 1.0} * t{power: 1.0, dim: 0.0}_x1","y1{power: 1.0} * t{power: 1.0, dim: 0.0}_x1",d^2x1/dx0^2{power: 1.0}_y1,C_y1,d^2y1/dx0^2{power: 1.0}_y1,dx1/dx0{power: 1.0} * x1{power: 1.0}_y1,dy1/dx0{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0} * x1{power: 1.0}_y1,y1{power: 1.0}_y1,"t{power: 1.0, dim: 0.0}_y1","t{power: 1.0, dim: 0.0} * dy1/dx0{power: 1.0}_y1",x1{power: 1.0} * dy1/dx0{power: 1.0}_y1,x1{power: 1.0}_y1
0,2.4903347700681596e-05,-0.00029999704167707686,-1.4180607461382677e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47798925449218393,4.239172953244223e-06,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.00562701898164157,0.0,0.0037660246901010143,0.0,-1.0,-3.585477207146554e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.974833644343581e-05,0.0,0.669111848511533,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,-9.948281853494857e-05,0.0,0.0,0.0,-1.0,0.001281330615113419,1.5849926599048973,0.0,0.0,0.0,0.30083648830590143,1.5146139154190063e-06,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,-9.948281853494857e-05,0.0,0.0,0.0,-1.0,0.001281330615113419,1.5849926599048973,0.0,0.0,0.0,0.0,5.1688815574869586e-05,0.5506491200619057,0.0,0.0,-1.0,-0.0013368936815465393,0.0,0.0,0.0,0.0
4,0.0,0.0,-2.783499592797765e-06,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.00637043471681311,0.0,0.0,-0.00042945023214656364,0.0,0.0,-1.0,0.0,0.0,3.376899967149953e-06,0.010750257115063954,0.0,0.0
5,-0.009000591144779147,0.0,0.0060309585558229305,0.0,0.0,-5.764107576579272e-06,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.974833644343581e-05,0.0,0.669111848511533,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-0.009000695189901261,0.0,0.0060309585558229305,0.0,0.0,-5.7634507195886655e-06,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.3914009878931441e-05,0.0,0.0,0.6362629833427726,0.0,0.0,1.4576948379497366e-07,0.0,-1.0,0.0
7,0.0,0.0,-9.948281853494857e-05,0.0,0.0,0.0,-1.0,0.001281330615113419,1.5849926599048973,0.0,0.0,0.0,0.0,-1.3914009878931441e-05,0.0,0.0,0.6362629833427726,0.0,0.0,1.4576948379497366e-07,0.0,-1.0,0.0
8,0.0,0.5305587313859856,-0.00046996948505136115,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.30083648830590143,1.5146139154190063e-06,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
9,-0.0013768763590312058,0.0,0.0009367734376645961,0.0,0.0,-9.373843310547305e-07,0.621038744300416,0.0,-1.0,0.0,0.0,0.0,0.0,0.00023367043515715692,0.34917910671267616,0.0,0.0,-1.0,-0.003942789125013193,-1.1529469446322485e-06,0.0,0.0,0.0
10,0.0,0.0,-2.783499592797765e-06,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.00637043471681311,0.0,0.0,4.974833644343581e-05,0.0,0.669111848511533,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.5305587313859856,-0.00046996948505136115,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3914009878931441e-05,0.0,0.0,0.6362629833427726,0.0,0.0,1.4576948379497366e-07,0.0,-1.0,0.0
12,0.0,0.0,0.00048178508819772504,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.00021393629662549177,0.0,0.001088667684435023,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001803604631394657
13,0.0,0.0,0.0008961517765496271,0.0,0.0,-4.5787454061653295e-06,0.0,-0.01389490664527251,0.0,-1.0,0.0,0.0,0.0,0.00023802270988120897,0.0,0.0,-1.0,0.0,-0.007035396283249202,0.0,0.011038841300870303,0.0,0.0
