,d^2x1/dx0^2{power: 1.0}_x1,x1{power: 1.0}_x1,C_x1,y1{power: 1.0} * d^2x1/dx0^2{power: 1.0}_x1,dx1/dx0{power: 1.0} * y1{power: 1.0}_x1,dx1/dx0{power: 1.0}_x1,y1{power: 1.0}_x1,d^2y1/dx0^2{power: 1.0} * x1{power: 1.0}_x1,dy1/dx0{power: 1.0}_x1,"t{power: 1.0, dim: 0.0}_x1",d^2x1/dx0^2{power: 1.0} * x1{power: 1.0}_x1,x1{power: 1.0} * dx1/dx0{power: 1.0}_x1,"dy1/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_x1",C_y1,dy1/dx0{power: 1.0} * y1{power: 1.0}_y1,d^2x1/dx0^2{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0}_y1,dy1/dx0{power: 1.0}_y1,dx1/dx0{power: 1.0}_y1,"dy1/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_y1",y1{power: 1.0}_y1,"t{power: 1.0, dim: 0.0}_y1","t{power: 1.0, dim: 0.0} * d^2y1/dx0^2{power: 1.0}_y1",d^2y1/dx0^2{power: 1.0} * x1{power: 1.0}_y1,x1{power: 1.0}_y1
0,0.8703452293844186,-0.001208808437667193,0.0007460987616955903,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.136655043671558e-05,-1.0,-4.0280909352480005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.001246730101532812,0.0,-1.0,0.9347844756567811,-0.0013592638145616042,0.0,0.0,0.0,0.0,0.0,0.0,6.0742445180605354e-05,0.0,0.0,-1.0,0.043841526135698985,0.11033767519142858,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,-0.0005269205527806591,0.0,0.0,-1.0,0.0,8.192915977459117,0.0,0.0,0.0,0.0,0.0,0.003268825289737514,0.0,0.0,0.0,-1.0,0.0,0.008441420228557161,-0.0032874708587083096,0.0,0.0,0.0,0.0
3,-1.0,0.0,9.407856458575359e-05,0.0,0.0,-0.04912346883839133,0.0,0.0,-0.14695099680184037,-1.3635254105031287e-06,0.0,0.0,0.0,-1.2673745598560152e-05,-1.0,0.0,0.0,0.941869147871116,0.0,0.0,0.0,1.1822042871739144e-07,0.0,0.0,0.0
4,0.6089474431517762,0.0,-2.3506375244052305e-06,0.0,0.0,0.0,0.0,0.0,-0.00045618880337582783,0.0,-1.0,0.0,0.0,6.0742445180605354e-05,0.0,0.0,-1.0,0.043841526135698985,0.11033767519142858,0.0,0.0,0.0,0.0,0.0,0.0
5,-1.0,0.0,8.452309827546671e-06,0.0,0.0,0.0,0.0,0.0,-0.11801796915491698,0.0,0.0,0.0,0.0,5.3174289717461857e-05,0.0,0.0,-1.0,0.0,0.0943770535489218,0.0,0.0,0.0,0.0,0.0,0.0
6,0.6089474431517762,0.0,-2.3506375244052305e-06,0.0,0.0,0.0,0.0,0.0,-0.00045618880337582783,0.0,-1.0,0.0,0.0,5.3174289717461857e-05,0.0,0.0,-1.0,0.0,0.0943770535489218,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.06325136655066288,0.0,0.0,0.0,-0.06716655206153226,0.0,0.0,0.0,0.0,-1.0,0.0,-8.541948469360798e-05,0.0,-4.187137776857877,0.0,-1.0,-0.2719569002697883,0.0,0.0,0.0,0.0,0.0,0.0
8,-1.0,-0.017108979695153063,0.011392400584387506,0.0,0.0,0.0,0.0,0.0,0.0,-8.848359116792365e-06,0.0,0.0,0.0,0.002383780079794242,0.0,0.0,-1.0,0.0,0.0,0.0,-0.002515874964845542,0.0,0.007055389942252577,0.0,0.0
9,-1.0,0.0,-0.005997953304132403,0.0,0.0,0.0,0.006328133964702199,0.0,0.0,0.0,0.0,0.0,-0.000946194729411858,3.912959358292644e-05,0.0,0.0,0.0,0.028072997694440483,0.06870313995829563,0.0,0.0,0.0,0.0,-1.0,0.0
10,0.5962128574421491,0.0,1.419302627421649e-05,0.0,0.0,0.0,0.0,0.0,-0.00262828253024404,-1.5512473730358146e-07,-1.0,0.0,0.0,6.065252375190811e-05,0.04653294578818515,0.0,-1.0,0.0,0.11031782206317678,0.0,0.0,0.0,0.0,0.0,0.0
11,-1.0,0.0,-8.784514548732448e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.449882055325068e-07,0.0,0.0,0.0,0.002383780079794242,0.0,0.0,-1.0,0.0,0.0,0.0,-0.002515874964845542,0.0,0.007055389942252577,0.0,0.0
12,0.6089474431517762,0.0,-2.3506375244052305e-06,0.0,0.0,0.0,0.0,0.0,-0.00045618880337582783,0.0,-1.0,0.0,0.0,-0.0009971168641070185,0.0,0.0,-1.0,0.0,0.085988198279893,0.0,0.0,0.0,0.0,0.0,0.0016434221411481989
13,-1.0,-0.00790995300626721,0.00485903260737803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3174289717461857e-05,0.0,0.0,-1.0,0.0,0.0943770535489218,0.0,0.0,0.0,0.0,0.0,0.0
