,C_x1,d^2x1/dx0^2{power: 1.0}_x1,"d^2y1/dx0^2{power: 1.0} * cos{power: 1.0, dim: 0.0}_x1",x1{power: 1.0}_x1,d^2x1/dx0^2{power: 1.0} * x1{power: 1.0}_x1,"t{power: 1.0, dim: 0.0}_x1",d^2x1/dx0^2{power: 1.0} * y1{power: 1.0}_x1,dx1/dx0{power: 1.0}_x1,dx1/dx0{power: 1.0} * x1{power: 1.0}_x1,y1{power: 1.0}_x1,C_y1,dy1/dx0{power: 1.0}_y1,x1{power: 1.0} * dy1/dx0{power: 1.0}_y1,y1{power: 1.0} * x1{power: 1.0}_y1,y1{power: 1.0}_y1,x1{power: 1.0}_y1,"t{power: 1.0, dim: 0.0}_y1",y1{power: 1.0} * dy1/dx0{power: 1.0}_y1,dx1/dx0{power: 1.0}_y1,"d^2y1/dx0^2{power: 1.0} * sin{power: 1.0, dim: 0.0}_y1",d^2y1/dx0^2{power: 1.0}_y1,"dx1/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_y1","dy1/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_y1","t{power: 1.0, dim: 0.0} * cos{power: 1.0, dim: 0.0}_y1",d^2x1/dx0^2{power: 1.0}_y1,x1{power: 1.0} * d^2y1/dx0^2{power: 1.0}_y1,"x1{power: 1.0} * sin{power: 1.0, dim: 0.0}_y1"
0,1.431689244343625e-05,-1.0,-0.15348516214085708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8976352652945304e-05,-1.0,1.5992889764852287,-0.0011701483028487161,0.0007501036292387171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.00014778548604756948,0.5981142780416417,0.0,-0.00024589515977735193,-1.0,0.0,0.0,0.0,0.0,0.0,1.8976352652945304e-05,-1.0,1.5992889764852287,-0.0011701483028487157,0.0007501036292387167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00014778548604756948,0.5981142780416417,0.0,-0.00024589515977735193,-1.0,0.0,0.0,0.0,0.0,0.0,-0.0005929210812931599,0.38079851373854867,-1.0,0.0,0.0,0.0010793714208966224,-8.893960743220283e-07,0.2989620894699117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.431689244343625e-05,-1.0,-0.15348516214085708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005929210812931746,0.3807985137385488,-1.0,0.0,0.0,0.0010793714208966478,-8.89396074322035e-07,0.2989620894699117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.007800851602592848,-1.0,0.0,-0.014005840090874001,0.0,7.248983846007558e-06,0.0,0.0,0.0,0.0,1.5538469926219688e-05,0.38141559465025027,-1.0,0.0012544364463912816,-0.0007062145310176198,0.0,-8.571395852782434e-07,0.29796997727129737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0003764454907913036,0.3586626771446574,0.0,-0.0006849611092798172,-1.0,3.803217188423783e-07,0.3014944542194297,0.0,0.0,0.0,4.118470873469195e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009226352368560262,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0003764454907938343,0.3586626771445692,0.0,-0.0006849611092843669,-1.0,3.803217188447411e-07,0.30149445421940485,0.0,0.0,0.0,-0.0005929210812931746,0.38079851373854967,-1.0,0.0,0.0,0.0010793714208966478,-8.893960743220352e-07,0.29896208946991054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0003764454907913036,0.3586626771446574,0.0,-0.0006849611092798172,-1.0,3.803217188423783e-07,0.3014944542194297,0.0,0.0,0.0,-1.5100979426468086e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.009348840346652893,0.0,0.0,0.0,0.0,0.0
8,0.000376445490793905,0.3586626771445611,0.0,-0.0006849611092844941,-1.0,3.8032171884480704e-07,0.30149445421941146,0.0,0.0,0.0,1.8976352652945304e-05,-1.0,1.5993456621955948,-0.0011650256003881171,0.0007469763741839486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0003764454907913036,0.3586626771446574,0.0,-0.0006849611092798172,-1.0,3.803217188423783e-07,0.3014944542194297,0.0,0.0,0.0,-0.0005450391380987521,0.4099446752833469,-1.0,0.0,0.0,0.0010029086525212038,-6.495404393334599e-07,0.1810864146156799,0.0,0.0,0.0,0.0,0.000518030391133601,0.0,0.0,0.0,0.0
10,-3.119457492453338e-05,0.0,0.0,0.0,0.0,3.2381703493688566e-07,0.0,0.6017419704326576,-1.0,0.0,-0.0005929210812932064,0.3807985137385626,-1.0,0.0,0.0,0.0010793714208967055,-8.893960743220702e-07,0.2989620894698933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-0.00036476698366690643,0.0,0.0,0.0006481104063472047,0.0,-2.3010191203598366e-07,0.0,0.6050556528223944,-1.0,0.0,1.7849324366778552e-05,0.38146489897659214,-1.0,0.0012473581285779858,-0.000705654849323996,0.0,-8.515269534546674e-07,0.297956920501281,0.0,0.0,0.0,0.0,0.0,-1.4570423887877352e-08,0.0,0.0,0.0
12,0.00014778548604757125,0.5981142780416416,0.0,-0.0002458951597773548,-1.0,0.0,0.0,0.0,0.0,0.0,-8.63304775325391e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03466258761904758,-1.0,0.0
