  -1.9634990e-03	  -4.8851980e-03	
  -1.9634990e-03	  -4.6409380e-03	
  -1.9634990e-03	  -3.7860280e-03	
  -1.9634990e-03	  -4.0302880e-03	
  -1.9634990e-03	  -3.9081580e-03	
  -1.9634990e-03	  -1.9540790e-03	
  -1.9634990e-03	  -4.6409380e-03	
  -1.9634990e-03	  -2.8089890e-03	
  -1.9634990e-03	  -5.0073280e-03	
  -1.9634990e-03	  -3.6638980e-03	
  -1.9634990e-03	  -2.1983390e-03	
  -1.9634990e-03	  -4.3966780e-03	
  -1.4726260e-03	  -2.9311190e-03	
  -9.8175180e-04	  -3.0532490e-03	
  -9.8175180e-04	  -2.9311190e-03	
  -4.9087800e-04	  -5.1294580e-03	
  -4.1003990e-09	  -3.6638980e-03	
   4.9086970e-04	  -4.8851980e-03	
   9.8174360e-04	  -4.2745480e-03	
   1.4726170e-03	  -4.2745480e-03	
   1.9634910e-03	  -5.0073280e-03	
   2.4543650e-03	  -2.6868590e-03	
   2.9452390e-03	  -2.1983390e-03	
   3.4361130e-03	  -4.5188080e-03	
   3.4361130e-03	  -1.9540790e-03	
   3.9269870e-03	  -3.4196390e-03	
   3.9269870e-03	  -2.0762090e-03	
   3.9269870e-03	  -2.4425990e-04	
   3.4361130e-03	  -1.2212990e-04	
   2.4543650e-03	   1.2212990e-03	
   9.8174380e-04	   4.1524180e-03	
  -4.9087780e-04	   5.4958480e-03	
  -1.9634990e-03	   6.1064970e-03	
  -3.9269950e-03	   9.0376160e-03	
  -5.3996160e-03	   9.1597460e-03	
  -6.3813640e-03	   1.2457250e-02	
  -7.3631120e-03	   1.5632630e-02	
  -8.8357330e-03	   1.6243280e-02	
  -9.3266070e-03	   1.6121150e-02	
  -9.8174810e-03	   1.9662920e-02	
  -1.0308360e-02	   1.7220320e-02	
  -1.0799230e-02	   1.7220320e-02	
  -1.1290100e-02	   1.7220320e-02	
  -1.1290100e-02	   1.7586710e-02	
  -1.1290100e-02	   1.4167070e-02	
  -1.0799230e-02	   1.2579380e-02	
  -8.8357340e-03	   9.7703950e-03	
  -7.3631120e-03	   7.9384460e-03	
  -5.3996170e-03	   2.9311190e-03	
  -3.4361210e-03	  -9.7703960e-04	
  -1.9635000e-03	  -4.6409380e-03	
  -4.5272310e-09	  -7.6941870e-03	
   1.4726170e-03	  -1.2212990e-02	
   2.9452380e-03	  -1.6487540e-02	
   4.4178600e-03	  -2.1983390e-02	
   5.3996080e-03	  -2.5647290e-02	
   6.3813550e-03	  -2.8212020e-02	
   6.8722290e-03	  -3.1875920e-02	
   7.8539770e-03	  -3.4562770e-02	
   8.3448510e-03	  -3.8959450e-02	
   8.8357250e-03	  -3.9936490e-02	
   8.8357250e-03	  -4.1646310e-02	
   9.3266000e-03	  -4.4699560e-02	
   9.3266000e-03	  -4.5310210e-02	
   9.8174740e-03	  -4.5798730e-02	
   9.3266000e-03	  -4.5920860e-02	
   8.8357250e-03	  -4.5920860e-02	
   7.8539770e-03	  -4.5188080e-02	
   6.3813560e-03	  -4.1890570e-02	
   5.3996080e-03	  -3.9814360e-02	
   3.9269860e-03	  -3.7616020e-02	
   2.4543650e-03	  -3.4929160e-02	
   1.4726170e-03	  -3.3463600e-02	
  -4.9087820e-04	  -3.0043970e-02	
  -2.4543740e-03	  -2.6257940e-02	
  -4.9087430e-03	  -2.4914510e-02	
  -6.3813650e-03	  -2.1250610e-02	
  -8.3448600e-03	  -1.7342450e-02	
  -9.3266080e-03	  -1.5876890e-02	
  -1.0308360e-02	  -1.4289200e-02	
  -1.1290100e-02	  -1.0747440e-02	
  -1.1780980e-02	  -1.0747440e-02	
  -1.2271850e-02	  -1.1846600e-02	
  -1.1780980e-02	  -1.1235960e-02	
  -1.1290100e-02	  -8.5490960e-03	
  -1.0308360e-02	  -1.0747440e-02	
  -9.3266080e-03	  -1.0136790e-02	
  -8.3448600e-03	  -1.3678550e-02	
  -7.3631120e-03	  -1.4899850e-02	
  -6.3813650e-03	  -1.5144110e-02	
  -5.3996170e-03	  -1.7342450e-02	
  -4.4178690e-03	  -2.1983390e-02	
  -3.4361220e-03	  -2.4914510e-02	
  -2.4543740e-03	  -2.8578410e-02	
  -1.4726260e-03	  -3.2120180e-02	
  -4.9087850e-04	  -3.4318510e-02	
   4.9086920e-04	  -3.6028330e-02	
   1.4726170e-03	  -3.9692230e-02	
   1.9634910e-03	  -4.3966780e-02	
   2.4543650e-03	  -4.7997070e-02	
   1.9634910e-03	  -5.2882270e-02	
   1.4726170e-03	  -5.4592080e-02	
   9.8174320e-04	  -5.9477280e-02	
  -4.4884730e-09	  -6.3996090e-02	
  -9.8175220e-04	  -6.6682950e-02	
  -1.9635000e-03	  -6.6682950e-02	
  -2.9452480e-03	  -7.0102590e-02	
  -3.4361210e-03	  -7.3766480e-02	
  -4.4178690e-03	  -8.0850030e-02	
  -4.9087430e-03	  -8.1949200e-02	
  -4.9087430e-03	  -8.6712260e-02	
  -4.9087430e-03	  -9.0254030e-02	
  -3.9269960e-03	  -9.6971180e-02	
  -2.9452480e-03	  -1.0185640e-01	
  -1.9635000e-03	  -1.0613090e-01	
  -4.9087880e-04	  -1.0552030e-01	
   4.9086890e-04	  -1.1370300e-01	
   2.4543640e-03	  -1.2274060e-01	
   4.4178590e-03	  -1.3019050e-01	
   6.8722290e-03	  -1.3654130e-01	
   8.8357250e-03	  -1.4081580e-01	
   1.1290090e-02	  -1.4643380e-01	
   1.3253590e-02	  -1.5205180e-01	
   1.5217080e-02	  -1.5742550e-01	
   1.6689710e-02	  -1.6182220e-01	
   1.7671450e-02	  -1.6463120e-01	
   1.8162330e-02	  -1.6853930e-01	
   1.7671450e-02	  -1.7000490e-01	
   1.6689710e-02	  -1.7122620e-01	
   1.5217090e-02	  -1.7208110e-01	
   1.4235340e-02	  -1.7208110e-01	
   1.2762720e-02	  -1.7073770e-01	
   1.1290090e-02	  -1.6963850e-01	
   1.0308350e-02	  -1.6939420e-01	
   8.3448510e-03	  -1.6695160e-01	
   6.8722300e-03	  -1.6536400e-01	
   5.3996080e-03	  -1.6121150e-01	
   3.9269860e-03	  -1.5937960e-01	
   1.9634910e-03	  -1.5718120e-01	
   4.9086930e-04	  -1.5425010e-01	
  -9.8175230e-04	  -1.4899850e-01	
  -2.4543740e-03	  -1.4631170e-01	
  -3.9269950e-03	  -1.4411330e-01	
  -4.9087430e-03	  -1.3935030e-01	
  -5.8904900e-03	  -1.3690770e-01	
  -6.8722380e-03	  -1.3556420e-01	
  -7.3631120e-03	  -1.3202250e-01	
  -7.8539860e-03	  -1.3031270e-01	
  -7.8539860e-03	  -1.2945770e-01	
  -7.3631120e-03	  -1.3116760e-01	
  -5.8904900e-03	  -1.3128970e-01	
  -3.9269950e-03	  -1.2982410e-01	
  -1.9634990e-03	  -1.3080120e-01	
  -3.8287390e-09	  -1.3190030e-01	
   2.4543650e-03	  -1.3409870e-01	
   4.4178610e-03	  -1.3519780e-01	
   6.3813560e-03	  -1.3837320e-01	
   7.8539770e-03	  -1.4008300e-01	
   9.8174730e-03	  -1.4228140e-01	
   1.0799220e-02	  -1.4386910e-01	
   1.1290090e-02	  -1.4435760e-01	
   1.1290090e-02	  -1.4496820e-01	
   1.1290090e-02	  -1.4570100e-01	
   1.1290090e-02	  -1.4509040e-01	
   1.1290090e-02	  -1.4606740e-01	
   1.1290090e-02	  -1.4338060e-01	
   1.0799220e-02	  -1.4203710e-01	
   9.8174730e-03	  -1.3947240e-01	
   8.8357250e-03	  -1.3739620e-01	
   7.3631030e-03	  -1.3605280e-01	
   5.8904810e-03	  -1.3214460e-01	
   3.9269860e-03	  -1.2909140e-01	
   1.4726170e-03	  -1.2689300e-01	
  -4.9087870e-04	  -1.2261850e-01	
  -2.9452480e-03	  -1.1858820e-01	
  -4.9087430e-03	  -1.1980950e-01	
  -6.3813650e-03	  -1.1907670e-01	
  -7.8539870e-03	  -1.1919880e-01	
  -8.8357350e-03	  -1.0808500e-01	
  -9.3266090e-03	  -1.0417680e-01	
  -9.3266090e-03	  -1.0002440e-01	
  -8.3448610e-03	  -9.9902290e-02	
  -7.3631130e-03	  -1.0039080e-01	
  -6.3813650e-03	  -9.7581830e-02	
  -5.3996180e-03	  -1.0039080e-01	
  -4.4178700e-03	  -9.8681000e-02	
  -2.9452490e-03	  -1.0100150e-01	
  -1.4726270e-03	  -1.0381050e-01	
  -5.6073150e-09	  -1.0600880e-01	
