   2.2183165e-01	  -1.7703630e-01	
   3.9027807e-02	  -1.1470789e-01	
  -5.0295887e-02	  -1.7257803e-02	
   8.5386224e-03	   7.3360924e-02	
   7.2431159e-02	   1.2806267e-01	
  -1.7082198e-03	   1.3650217e-01	
  -1.7176287e-01	   1.0539571e-01	
  -2.6198104e-01	   5.4901306e-02	
  -1.7194108e-01	   1.0347593e-02	
   1.8566868e-02	  -1.4210364e-02	
   1.5625362e-01	  -2.9316079e-02	
   1.7463811e-01	  -5.9818410e-02	
   1.1564450e-01	  -1.1287079e-01	
   2.8779248e-02	  -1.5651256e-01	
  -8.4265993e-02	  -1.3759239e-01	
  -2.0978501e-01	  -3.1325918e-02	
  -2.6591828e-01	   1.2118952e-01	
  -1.7268680e-01	   2.2925439e-01	
   2.1525013e-02	   2.1688928e-01	
   1.4363602e-01	   8.3280850e-02	
   7.3101431e-02	  -9.0968958e-02	
  -1.0259212e-01	  -1.9863421e-01	
  -1.6380473e-01	  -1.7919413e-01	
  -1.0021167e-02	  -5.4874063e-02	
   2.0263451e-01	   9.1323774e-02	
   2.1983417e-01	   1.7241745e-01	
  -2.1636523e-02	   1.4973591e-01	
  -3.0986057e-01	   5.1202694e-02	
  -3.8521982e-01	  -5.0722214e-02	
  -2.1785179e-01	  -8.6474562e-02	
  -1.4761096e-02	  -3.6675604e-02	
   3.7005180e-02	   5.0794719e-02	
  -2.8119028e-02	   9.2852996e-02	
  -4.2167901e-02	   3.5475423e-02	
   5.2117694e-02	  -9.8019853e-02	
   1.2023747e-01	  -2.1560266e-01	
   1.8863385e-02	  -2.2054921e-01	
  -1.9506434e-01	  -8.4207430e-02	
  -3.0192175e-01	   1.2773783e-01	
  -1.7000747e-01	   2.9411889e-01	
   8.0740471e-02	   3.1432928e-01	
   2.0188076e-01	   1.7183620e-01	
   8.5108288e-02	  -5.3673166e-02	
  -1.3270970e-01	  -2.3087548e-01	
  -2.3646822e-01	  -2.5206313e-01	
  -1.6505385e-01	  -9.9556443e-02	
  -4.7448014e-02	   1.3579254e-01	
  -2.7886815e-02	   3.0302360e-01	
  -1.0152026e-01	   2.8345210e-01	
  -1.4155374e-01	   6.9698019e-02	
  -6.1650823e-02	  -2.2311064e-01	
   8.3519614e-02	  -4.2606792e-01	
   1.5926650e-01	  -4.1979542e-01	
   8.6142760e-02	  -2.0235411e-01	
  -9.4385381e-02	   1.1680679e-01	
