TITLE="T"
VARIABLES="t","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20" 
ZONE T="0", I=12000 F=POINT 
0.000000e+000 2.980786e+002 2.980531e+002 2.981704e+002 2.980657e+002 2.980499e+002 2.979512e+002 2.978340e+002 2.979377e+002 2.979242e+002 2.981544e+002 2.980758e+002 2.978284e+002 2.978785e+002 2.979034e+002 2.981516e+002 2.980587e+002 2.980430e+002 2.979201e+002 2.979635e+002 2.980616e+002 
5.000000e-002 2.981388e+002 2.978692e+002 2.980211e+002 2.980244e+002 2.980093e+002 2.980174e+002 2.978636e+002 2.979719e+002 2.981366e+002 2.978797e+002 2.980223e+002 2.981187e+002 2.979691e+002 2.980576e+002 2.981424e+002 2.981684e+002 2.978412e+002 2.979825e+002 2.980926e+002 2.981108e+002 
1.000000e-001 2.980849e+002 2.978775e+002 2.980318e+002 2.981504e+002 2.979580e+002 2.978995e+002 2.979791e+002 2.981146e+002 2.979591e+002 2.980378e+002 2.981622e+002 2.981437e+002 2.980477e+002 2.978502e+002 2.980284e+002 2.979229e+002 2.979197e+002 2.980961e+002 2.980829e+002 2.981209e+002 
1.500000e-001 2.983261e+002 2.980153e+002 2.979373e+002 2.980653e+002 2.979432e+002 2.978400e+002 2.979947e+002 2.980150e+002 2.980421e+002 2.978638e+002 2.979173e+002 2.981607e+002 2.981601e+002 2.980727e+002 2.979402e+002 2.979969e+002 2.980113e+002 2.980858e+002 2.980212e+002 2.980647e+002 
2.000000e-001 2.984307e+002 2.980980e+002 2.979037e+002 2.981584e+002 2.980795e+002 2.978342e+002 2.979767e+002 2.978776e+002 2.979559e+002 2.979081e+002 2.978527e+002 2.979063e+002 2.978604e+002 2.979206e+002 2.981344e+002 2.980709e+002 2.980700e+002 2.981281e+002 2.979711e+002 2.979655e+002 
2.500000e-001 2.985868e+002 2.981665e+002 2.980814e+002 2.979812e+002 2.981397e+002 2.981026e+002 2.980171e+002 2.981553e+002 2.981048e+002 2.978750e+002 2.981085e+002 2.979336e+002 2.978280e+002 2.980014e+002 2.981048e+002 2.980084e+002 2.980197e+002 2.979420e+002 2.978793e+002 2.978430e+002 
3.000000e-001 2.986565e+002 2.978990e+002 2.979830e+002 2.978252e+002 2.980835e+002 2.979938e+002 2.979728e+002 2.979969e+002 2.978912e+002 2.980420e+002 2.978701e+002 2.979401e+002 2.979578e+002 2.978955e+002 2.980558e+002 2.979203e+002 2.978757e+002 2.980143e+002 2.979089e+002 2.979677e+002 
3.500000e-001 2.989742e+002 2.981509e+002 2.981588e+002 2.978834e+002 2.981054e+002 2.978917e+002 2.979289e+002 2.981160e+002 2.980237e+002 2.981229e+002 2.979716e+002 2.980402e+002 2.981537e+002 2.979911e+002 2.980129e+002 2.979469e+002 2.978492e+002 2.979643e+002 2.978967e+002 2.979911e+002 
4.000000e-001 2.989529e+002 2.981160e+002 2.979894e+002 2.979748e+002 2.978683e+002 2.980329e+002 2.980889e+002 2.979433e+002 2.981300e+002 2.981031e+002 2.979869e+002 2.981474e+002 2.979210e+002 2.980710e+002 2.979363e+002 2.979638e+002 2.978359e+002 2.979746e+002 2.978946e+002 2.979750e+002 
4.500000e-001 2.992581e+002 2.980312e+002 2.978959e+002 2.980643e+002 2.978664e+002 2.980050e+002 2.979554e+002 2.979439e+002 2.979902e+002 2.978795e+002 2.980112e+002 2.978482e+002 2.979645e+002 2.981164e+002 2.980892e+002 2.981561e+002 2.979938e+002 2.980155e+002 2.979481e+002 2.981208e+002 
5.000000e-001 2.993756e+002 2.980668e+002 2.979182e+002 2.980231e+002 2.980514e+002 2.980401e+002 2.981498e+002 2.978539e+002 2.980218e+002 2.980299e+002 2.978405e+002 2.981562e+002 2.978522e+002 2.981238e+002 2.980990e+002 2.981347e+002 2.979654e+002 2.980211e+002 2.978623e+002 2.979708e+002 
5.500000e-001 2.996874e+002 2.979698e+002 2.980138e+002 2.980823e+002 2.981440e+002 2.981074e+002 2.980398e+002 2.978922e+002 2.980028e+002 2.980322e+002 2.979751e+002 2.979748e+002 2.978748e+002 2.979017e+002 2.981673e+002 2.979010e+002 2.978882e+002 2.981009e+002 2.978321e+002 2.980495e+002 
6.000000e-001 2.997013e+002 2.981896e+002 2.979698e+002 2.980884e+002 2.981264e+002 2.979985e+002 2.979214e+002 2.981604e+002 2.979199e+002 2.979762e+002 2.979617e+002 2.979009e+002 2.978762e+002 2.981249e+002 2.979031e+002 2.980605e+002 2.979999e+002 2.981245e+002 2.978491e+002 2.981331e+002 
6.500000e-001 2.999529e+002 2.980225e+002 2.979580e+002 2.979850e+002 2.978863e+002 2.981132e+002 2.981571e+002 2.979482e+002 2.981714e+002 2.979728e+002 2.980077e+002 2.981741e+002 2.979180e+002 2.981418e+002 2.979742e+002 2.981019e+002 2.980654e+002 2.979044e+002 2.980087e+002 2.978906e+002 
7.000000e-001 3.001647e+002 2.982899e+002 2.978370e+002 2.978345e+002 2.980251e+002 2.980994e+002 2.980508e+002 2.979746e+002 2.979126e+002 2.980197e+002 2.978829e+002 2.979543e+002 2.980665e+002 2.979642e+002 2.979804e+002 2.979351e+002 2.980514e+002 2.978504e+002 2.980221e+002 2.981324e+002 
7.500000e-001 3.001207e+002 2.982526e+002 2.980004e+002 2.980349e+002 2.978644e+002 2.978308e+002 2.981170e+002 2.979615e+002 2.978715e+002 2.978987e+002 2.981060e+002 2.978319e+002 2.980984e+002 2.980505e+002 2.980495e+002 2.978593e+002 2.980529e+002 2.979160e+002 2.979949e+002 2.979929e+002 
8.000000e-001 3.003783e+002 2.983671e+002 2.980537e+002 2.979229e+002 2.979653e+002 2.981595e+002 2.978967e+002 2.979452e+002 2.979152e+002 2.978938e+002 2.980152e+002 2.979190e+002 2.980629e+002 2.980411e+002 2.981198e+002 2.978726e+002 2.979438e+002 2.981260e+002 2.979674e+002 2.978509e+002 
8.500000e-001 3.005391e+002 2.981576e+002 2.980983e+002 2.981026e+002 2.978690e+002 2.981257e+002 2.979831e+002 2.978276e+002 2.978527e+002 2.978692e+002 2.979134e+002 2.980690e+002 2.981163e+002 2.978493e+002 2.981116e+002 2.981509e+002 2.979442e+002 2.980992e+002 2.979571e+002 2.979500e+002 
