,x1{power: 1.0}_x1,C_x1,d^2x1/dx0^2{power: 1.0}_x1,y1{power: 1.0} * d^2x1/dx0^2{power: 1.0}_x1,dy1/dx0{power: 1.0}_x1,y1{power: 1.0} * dx1/dx0{power: 1.0}_x1,dx1/dx0{power: 1.0}_x1,y1{power: 1.0}_x1,"x1{power: 1.0} * t{power: 1.0, dim: 0.0}_x1",dx1/dx0{power: 1.0} * x1{power: 1.0}_x1,d^2y1/dx0^2{power: 1.0}_x1,dx1/dx0{power: 1.0} * d^2y1/dx0^2{power: 1.0}_x1,"t{power: 1.0, dim: 0.0} * d^2x1/dx0^2{power: 1.0}_x1",C_y1,d^2y1/dx0^2{power: 1.0}_y1,y1{power: 1.0}_y1,"d^2x1/dx0^2{power: 1.0} * t{power: 1.0, dim: 0.0}_y1",dy1/dx0{power: 1.0}_y1,x1{power: 1.0}_y1,dy1/dx0{power: 1.0} * y1{power: 1.0}_y1,y1{power: 1.0} * d^2y1/dx0^2{power: 1.0}_y1,"t{power: 1.0, dim: 0.0}_y1","t{power: 1.0, dim: 0.0} * y1{power: 1.0}_y1","x1{power: 1.0} * sin{power: 1.0, dim: 0.0}_y1","t{power: 1.0, dim: 0.0} * cos{power: 1.0, dim: 0.0}_y1"
0,-0.040255850096177506,0.017666306864233643,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00413880553259962,-1.0,-0.018160901624370993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.00875056952005671,0.003839653478111451,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00413880553259962,-1.0,-0.018160901624370993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,-1.507861303455358e-06,0.0,0.0,-0.001024251928297737,-1.0,0.22317947787766995,0.0,0.0,0.0,0.0,0.0,0.0,0.00413880553259962,-1.0,-0.018160901624370993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-0.0003019164566653928,0.00013313710416222683,0.21910740649188615,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040105840987178275,-1.0,-0.017598567572509955,0.0006584839330882209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-0.0003019164566653928,0.00013313710416222683,0.21910740649188615,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002150865300420305,0.0,0.0,0.0,0.22557449579628344,0.00046478141692636235,-1.0,0.0,0.0,0.0,0.0,0.0
5,0.0,-1.507861303455358e-06,0.0,0.0,-0.001024251928297737,-1.0,0.22317947787766995,0.0,0.0,0.0,0.0,0.0,0.0,6.023315427811831e-05,0.21504703572252484,-0.00029094719783326155,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
6,-0.0003110983387261057,7.911506996712609e-05,0.21877103034387937,-1.0,0.0,0.0,0.0,0.00024417805125286405,6.120800224800402e-08,0.0,0.0,0.0,0.0,-0.00013722036909584253,0.0,-0.0003221663322315776,0.0,0.22506232323029865,0.00045383321238226813,-1.0,0.0,0.0,0.0,0.0,0.0
7,0.0,-5.949096582174479e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018902968081901258,-0.0008716217511035907,-1.0,0.0,-0.0010370902102604265,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.611370982021715e-06,0.0,0.0,0.0
8,-0.004485610814976943,0.0019720689142120737,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007884911289000861,0.00013776067681366236,0.2107531864052025,-0.0005639615261065761,0.0,0.0,0.0,0.0,-1.0,0.0,-7.135833893408827e-07,0.0,0.0
9,-0.0003019164566653928,0.00013313710416222683,0.21910740649188615,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007952733722910364,-1.0,-0.030731149192666375,0.0,0.0,0.0,0.0,0.0,0.0,-4.3282604212460775e-05,0.0,0.0
10,-0.0003019164566654273,0.00013313710416224198,0.2191074064918858,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004095621731745309,-1.0,-0.017967505570446747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027078769005041707,0.0
11,-0.040255850096177506,0.017666306864233643,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.23459859207774e-06,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2150567847147865e-07
