,C_x1,d^2x1/dx0^2{power: 1.0} * y1{power: 1.0}_x1,d^2x1/dx0^2{power: 1.0}_x1,x1{power: 1.0}_x1,x1{power: 1.0} * y1{power: 1.0}_x1,y1{power: 1.0}_x1,dy1/dx0{power: 1.0}_x1,"t{power: 1.0, dim: 0.0}_x1",dx1/dx0{power: 1.0}_x1,dx1/dx0{power: 1.0} * x1{power: 1.0}_x1,x1{power: 1.0} * d^2x1/dx0^2{power: 1.0}_x1,"t{power: 1.0, dim: 0.0} * d^2y1/dx0^2{power: 1.0}_x1",x1{power: 1.0}_y1,C_y1,dy1/dx0{power: 1.0}_y1,dy1/dx0{power: 1.0} * y1{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0}_y1,y1{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0} * y1{power: 1.0}_y1,x1{power: 1.0} * y1{power: 1.0}_y1,x1{power: 1.0} * d^2y1/dx0^2{power: 1.0}_y1,dx1/dx0{power: 1.0}_y1,"t{power: 1.0, dim: 0.0}_y1","t{power: 1.0, dim: 0.0} * d^2x1/dx0^2{power: 1.0}_y1"
0,0.0002016586008228615,-1.0,0.7200856011446818,-0.00044990789042337223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08334875155352556,0.0379806372242687,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0002016586008228615,-1.0,0.7200856011446818,-0.00044990789042337223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0630837124615177,0.028723488961178534,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0002016586008228615,-1.0,0.7200856011446818,-0.00044990789042337223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00026245076373660197,0.00040814146264435815,0.0,0.0,0.7193459287739198,-0.00040458879310067053,-1.0,0.0,0.0,0.0,0.0,0.0
3,-0.004533640471075597,-1.0,0.7087373138499453,0.009507667550376067,-0.01332365087124321,0.006340621999286111,0.0,0.0,0.0,0.0,0.0,0.0,0.0004234130861493634,9.161059009360251e-05,0.0,0.0,0.7206000382052946,0.0,-1.0,-0.0008757910515586689,0.0,0.0,0.0,0.0
4,-0.004533640471075597,-1.0,0.7088348206973426,0.00948632402320436,-0.013298061867074768,0.006342033200098251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00283056044049294,0.0,0.0,0.0,-0.0038236093835275517,0.0,0.0,-1.0,0.0,0.0,0.0
5,-0.004533640471059278,-1.0,0.7087373138499354,0.00950766755035493,-0.013323650871213552,0.006340621999263256,0.0,0.0,0.0,0.0,0.0,0.0,-0.00021574714136529335,0.00032865510122696975,0.0,0.0,0.6623423817879014,-0.00032530273897401053,-1.0,0.0,0.13608045992551848,0.0,0.0,0.0
6,-0.004533640470992653,-1.0,0.7087373138503489,0.009507667550190054,-0.01332365087099979,0.006340621999177558,0.0,0.0,0.0,0.0,0.0,0.0,-0.00020149252936980017,0.00010790037216792603,0.0,0.0,-1.0,0.0,1.3407358711370865,0.0,0.0,0.0,0.0,0.0
7,-3.313691755167414e-07,-1.0,0.7308930249679332,0.0,0.0,0.0,0.00039093923035483035,0.0,0.0,0.0,0.0,0.0,0.0,0.00023199977713778196,0.0,0.0,0.436976058566325,-0.0003171119979079897,0.0,0.0,-1.0,0.0,0.0,0.0
8,-0.00016764644774765826,0.0,0.0,0.00033107535355815694,0.0,0.0,0.0,2.605403044174142e-07,0.45118731438061904,-1.0,0.0,0.0,0.00042341308614936773,9.161059009360046e-05,0.0,0.0,0.7206000382052947,0.0,-1.0,-0.0008757910515586688,0.0,0.0,0.0,0.0
9,0.00022384488123555453,-1.0,0.7180703375665836,-0.0005417286882128906,0.0,0.0,0.0,1.9126501608240187e-07,0.0,0.0,0.0,0.0,0.0,3.9229013784383594e-05,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.07087443454180652,0.0,0.0
10,0.00021505698680184841,1.1915700337659134,-1.0,-0.0004607768266060312,0.0,0.0,0.0,0.0,0.0,0.0,0.2487548115811578,0.0,-0.00019492059347786994,0.00045990604150674915,0.0,0.0,0.7153381405757878,-0.0005040729607049122,-1.0,0.0,0.0,0.0,-8.429836960403323e-08,0.0
11,0.0003867280830050551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.024051616283941438,0.0,-0.00018671511283076077,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020308888658981138
12,0.00020165860082286158,-1.0,0.7200856011446818,-0.0004499078904233724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026578885197636112,0.0011965071159228107,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.043468570600634866,0.0,0.0
13,-0.002718379737297626,0.0,0.0,0.006453033723978727,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.00020149252936980017,0.00010790037216792603,0.0,0.0,-1.0,0.0,1.3407358711370865,0.0,0.0,0.0,0.0,0.0
