,y1{power: 1.0}_x1,C_x1,d^2x1/dx0^2{power: 1.0}_x1,"t{power: 1.0, dim: 0.0}_x1",d^2y1/dx0^2{power: 1.0}_x1,dx1/dx0{power: 1.0} * x1{power: 1.0}_x1,"t{power: 1.0, dim: 0.0} * d^2y1/dx0^2{power: 1.0}_x1",x1{power: 1.0} * d^2x1/dx0^2{power: 1.0}_x1,dx1/dx0{power: 1.0}_x1,x1{power: 1.0}_x1,"t{power: 1.0, dim: 0.0} * dx1/dx0{power: 1.0}_x1","y1{power: 1.0} * cos{power: 1.0, dim: 0.0}_x1",y1{power: 1.0} * d^2x1/dx0^2{power: 1.0}_x1,"t{power: 1.0, dim: 0.0}_y1",C_y1,d^2y1/dx0^2{power: 1.0}_y1,y1{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0} * y1{power: 1.0}_y1,dy1/dx0{power: 1.0}_y1,x1{power: 1.0}_y1,y1{power: 1.0} * dy1/dx0{power: 1.0}_y1,dy1/dx0{power: 1.0} * x1{power: 1.0}_y1,"t{power: 1.0, dim: 0.0} * dx1/dx0{power: 1.0}_y1","dy1/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_y1"
0,0.023869993247791328,-0.007193920249544918,-1.0,-1.60521464935641e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2803280833140333e-05,0.0075927455969274915,-1.0,-0.023720275465897382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,6.8935404562206965e-06,-1.0,0.0,-0.2586258298097035,-0.061000270225794434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.659925153872088e-07,0.00022239633998623256,0.34681257709058355,-0.0007286973314847049,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,2.1012004920377007e-05,-1.0,0.0,0.0,0.0,-0.005596850355870993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01627465878655749,0.0,0.0,0.0,-1.0,-0.020230808993210864,0.0,0.0,0.0,0.0
3,0.0011284747254895048,-0.00033699472198210514,0.8318406222608978,-8.265764810329894e-07,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-5.363065653739534e-07,-0.0004012338171033954,0.0,0.0012470955958291683,0.0,0.3494122441480603,0.0,-1.0,0.0,0.0,0.0
4,0.0,0.005473366423543456,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0077679898271961235,0.009035531615438724,0.0,0.0,4.6599251538731304e-07,0.00022239633998629197,0.3468125770905812,-0.0007286973314848919,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-0.0006686645569432402,0.0015610339942605498,-1.0,0.0,0.0,0.0,0.0,1.198672310784352,0.0,-0.0016709804204266487,0.0,0.0,0.0,5.651341791846009e-07,0.0010006993259489845,0.0,-0.0015921355868961495,0.0,0.8131760928101,-0.0006215674400573473,0.0,-1.0,0.0,0.0
6,0.0,0.0013589317650615287,-1.0,-5.863532129645541e-07,0.0,0.0,0.0,1.188576180893976,0.0,-0.0016554050800910065,0.0,0.0,0.0,0.0,-1.961406459343114e-06,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00020163530294625725,0.0
7,0.0,2.231534603481307e-05,-1.0,0.0,-0.22839296866122297,0.0,0.0,0.0,0.0,0.0,0.0,4.468623978809228e-06,0.0,4.659925153872088e-07,0.00022239633998623256,0.34681257709058355,-0.0007286973314847049,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,2.011664710053212e-05,0.0,-4.695498165853558e-08,-0.14302537863650233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,4.9189213642462965e-06,0.0027933553347982915,0.0,-0.0087992438289,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.001309270941454463,-1.0,-5.627932543204945e-07,0.0,0.0,-5.319397941139826e-05,1.1876158342688983,0.0,-0.001594956962950212,0.0,0.0,0.0,5.651341791873618e-07,0.001000699325948362,0.0,-0.0015921355868959923,0.0,0.8131760928100958,-0.0006215674400570732,0.0,-1.0,0.0,0.0
10,0.0,0.0013589317650615613,-1.0,-5.863532129645752e-07,0.0,0.0,0.0,1.1885761808939759,0.0,-0.001655405080091045,0.0,0.0,0.0,5.651341791885359e-07,0.0010006993259480265,0.0,-0.0015921355868959211,0.0,0.8131760928100951,-0.000621567440056874,0.0,-1.0,0.0,0.0
11,0.0006330725472251226,-0.00019101794214696583,0.0,0.0,-0.10736069394574124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.005114300986330251,0.0,0.0,0.0,0.0,0.006487516114724456,0.0,0.0,0.0,-1.0
