,y1{power: 1.0}_x1,C_x1,dx1/dx0{power: 1.0}_x1,"t{power: 1.0, dim: 0.0}_x1",x1{power: 1.0}_x1,y1{power: 1.0} * dx1/dx0{power: 1.0}_x1,dx1/dx0{power: 1.0} * x1{power: 1.0}_x1,x1{power: 1.0}_y1,dy1/dx0{power: 1.0} * x1{power: 1.0}_y1,C_y1,dy1/dx0{power: 1.0}_y1,"t{power: 1.0, dim: 0.0}_y1",y1{power: 1.0} * dy1/dx0{power: 1.0}_y1,"t{power: 1.0, dim: 0.0} * dy1/dx0{power: 1.0}_y1",y1{power: 1.0}_y1,"dy1/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_y1","t{power: 1.0, dim: 0.0} * cos{power: 1.0, dim: 0.0}_y1","d^2y1/dx0^2{power: 1.0} * sin{power: 1.0, dim: 0.0}_y1"
0,0.014279092255315722,-0.0069735738259813366,-1.0,0.0,0.0,0.0,0.0,0.005195350968371816,1.2364326798098282,-0.004081808828648273,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.015282133060031542,0.0,-3.768507280199774e-05,-0.011730315723890189,-1.0,0.0,0.005193421805681845,1.2360787587726811,-0.004081808828648273,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.015282133060031542,0.0,-3.7672222903911516e-05,-0.0117321932829411,-1.0,0.0,0.0,0.0,-0.003184219675939569,-1.0,1.6405950690455697e-05,0.8129405339217332,0.005276700604127867,0.0024871221949196174,0.0,0.0,0.0
3,0.011665604434438282,-0.005837687482638231,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.002553166212030875,0.3946964875150874,1.816009348227106e-05,-1.0,0.0,0.0,0.0,0.0,0.0
4,0.0013986751042491306,-0.0006313544310944548,-1.0,0.0,0.0,0.0,1.143107722859158,0.0,0.0,-0.0031842196759418093,-1.0,1.6405950690465156e-05,0.8129405339218267,0.005276700604127493,0.0024871221949221796,0.0,0.0,0.0
5,0.0013986751042491306,-0.0006313544310944548,-1.0,0.0,0.0,0.0,1.143107722859158,0.0,0.0,-0.002553166212030875,0.3946964875150874,1.816009348227106e-05,-1.0,0.0,0.0,0.0,0.0,0.0
6,0.0013986751042491306,-0.0006313544310944548,-1.0,0.0,0.0,0.0,1.143107722859158,-0.00457777895622316,-1.0,0.00279851618291807,0.5974165597012016,4.570488980099486e-06,0.0,0.0012843209508152868,0.0,0.0,0.0,0.0
7,0.0,0.005192139404353103,0.0,-4.646428368583865e-05,0.0,0.0,-1.0,0.005195350968371816,1.2364326798098282,-0.004081808828648273,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.014279092255315722,-0.0069735738259813366,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0031842196759418093,-1.0,1.6405950690465156e-05,0.8129405339218267,0.005276700604127493,0.0024871221949221796,0.0,0.0,0.0
9,0.0,0.0005704896364349154,-1.0,-4.229010685989457e-06,0.0,0.0,1.1830540679700439,0.0,0.0,4.707262452504122e-06,0.0,0.0,0.0,0.0,0.0,-1.0,1.504247918240906e-06,0.0
10,0.0,0.015282133060031542,0.0,-3.768507280199774e-05,-0.011730315723890189,-1.0,0.0,0.0,0.0,-0.002553166212030875,0.3946964875150874,1.816009348227106e-05,-1.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0005704896364349167,-1.0,-4.229010685989469e-06,0.0,0.0,1.1830540679700434,0.0,0.0,8.568362181914437e-05,0.015845017552930277,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
12,0.014279092255315722,-0.0069735738259813366,-1.0,0.0,0.0,0.0,0.0,-0.023844920814673008,-1.0,0.020153851000954008,0.0,-2.1188277457024225e-05,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0013986751042491306,-0.0006313544310944548,-1.0,0.0,0.0,0.0,1.143107722859158,-0.008992913936675834,0.0,0.0038174620695004503,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
