,"t{power: 1.0, dim: 0.0}_x1",d^2x1/dx0^2{power: 1.0}_x1,"t{power: 1.0, dim: 0.0} * d^2x1/dx0^2{power: 1.0}_x1",C_x1,d^2x1/dx0^2{power: 1.0} * y1{power: 1.0}_x1,"d^2x1/dx0^2{power: 1.0} * cos{power: 1.0, dim: 0.0}_x1",dx1/dx0{power: 1.0}_x1,"dx1/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_x1",x1{power: 1.0}_x1,"dx1/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_x1","x1{power: 1.0} * t{power: 1.0, dim: 0.0}_x1","t{power: 1.0, dim: 0.0} * y1{power: 1.0}_x1","t{power: 1.0, dim: 0.0}_y1",C_y1,d^2y1/dx0^2{power: 1.0} * x1{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0}_y1,y1{power: 1.0}_y1,"y1{power: 1.0} * sin{power: 1.0, dim: 0.0}_y1",x1{power: 1.0}_y1,y1{power: 1.0} * d^2y1/dx0^2{power: 1.0}_y1,"t{power: 1.0, dim: 0.0} * sin{power: 1.0, dim: 0.0}_y1",dy1/dx0{power: 1.0}_y1,"x1{power: 1.0} * sin{power: 1.0, dim: 0.0}_y1",dy1/dx0{power: 1.0} * x1{power: 1.0}_y1,y1{power: 1.0} * x1{power: 1.0}_y1
0,-6.191542680641967e-08,0.0327024749328059,0.0020526938909310364,9.252406334999926e-06,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.08213817441991e-08,5.226474294121411e-06,-1.0,0.28743684397486874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-9.527256122941379e-07,0.0,0.0,8.300756894941267e-05,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030649516092682186,0.0,-1.0,-0.009423603547143437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3.030631447599144e-06,0.0,0.0,-0.0004044311420827693,0.0,0.0,-1.0,0.0060487719268925225,0.0,0.0,0.0,0.0,0.0,0.0030649516092682186,0.0,-1.0,-0.009423603547143437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-1.695106829773307e-07,0.3187065030822749,0.0,1.3433447819872878e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.443044460022822e-06,-1.0,0.0,0.0,-4.2678217730405706e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0021906149188664083,0.0,0.0,-1.0,0.0059273760501490445,-0.009430018660446071,0.0,0.0,0.0,0.0,2.811143287727975e-05,0.0,-1.0,0.0,-0.0001774382702584243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-9.527256122941379e-07,0.0,0.0,8.300756894941267e-05,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013425556058997053,0.0,0.2915689284534087,-0.00021668866260090157,0.0,-0.0002733717186602599,-1.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0001485683620091621,0.0,0.0,0.0,0.0,0.0,-1.0,-8.271444562127055e-06,0.0,-4.600541599306154e-08,8.263898310468238e-05,-1.0,0.2814757693174323,-0.00023592650288566992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-5.0952692264280455e-05,0.0,0.0,-0.00028950112440646306,0.0,0.0,-1.0,0.007232138181700814,0.0,0.0,0.0,0.0001596835242152969,0.0,3.7888229122348866e-06,0.0,0.0,0.0,0.0,0.0,-1.0,-1.8347061301602723e-07,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0021906149188664083,0.0,0.0,-1.0,0.0059273760501490445,-0.009430018660446071,0.0,0.0,0.0,2.1655809057636003e-05,-0.0019401618610212885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
9,1.1242776292635837e-05,0.0,0.0,-0.001930490945931733,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.80722561825937e-05,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017952182320057084,0.0,0.0
10,0.0,0.0,0.0,0.0021906149188664083,0.0,0.0,-1.0,0.0059273760501490445,-0.009430018660446071,0.0,0.0,0.0,6.228394901084346e-06,-0.0005777030540117962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
11,-6.191542680641997e-08,0.032702474932806785,0.0020526938909310303,9.252406334999934e-06,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.532732413539075e-08,8.23906662398574e-05,-1.0,0.2816173434189776,-0.00023547210875216648,6.404621250578201e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0021906149188664083,0.0,0.0,-1.0,0.0059273760501490445,-0.009430018660446071,0.0,0.0,0.0,0.0,8.443044460022822e-06,-1.0,0.0,0.0,-4.2678217730405706e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1.1242776292635837e-05,0.0,0.0,-0.001930490945931733,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008854294896474523,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009524513131391152
