,x1{power: 1.0}_x1,C_x1,d^2x1/dx0^2{power: 1.0}_x1,dx1/dx0{power: 1.0}_x1,x1{power: 1.0} * y1{power: 1.0}_x1,"t{power: 1.0, dim: 0.0}_x1","t{power: 1.0, dim: 0.0} * x1{power: 1.0}_x1","t{power: 1.0, dim: 0.0} * dx1/dx0{power: 1.0}_x1",y1{power: 1.0} * dx1/dx0{power: 1.0}_x1,y1{power: 1.0}_x1,x1{power: 1.0} * d^2x1/dx0^2{power: 1.0}_x1,"t{power: 1.0, dim: 0.0} * y1{power: 1.0}_x1",C_y1,d^2y1/dx0^2{power: 1.0}_y1,y1{power: 1.0}_y1,y1{power: 1.0} * x1{power: 1.0}_y1,"t{power: 1.0, dim: 0.0}_y1",x1{power: 1.0} * d^2y1/dx0^2{power: 1.0}_y1,"x1{power: 1.0} * t{power: 1.0, dim: 0.0}_y1",y1{power: 1.0} * dy1/dx0{power: 1.0}_y1,dy1/dx0{power: 1.0}_y1,x1{power: 1.0}_y1
0,-0.005045658972723919,0.001411977828814142,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011223977825479381,-1.0,-0.005185485506102991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.005045658972723919,0.001411977828814142,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007458755916379635,-1.0,0.0,-0.012969310512300011,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.024076381522542,0.006329965244513949,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001291643026642017,-1.0,0.0,-0.027474074124403048,3.100991515698672e-06,0.0,0.0,0.0,0.0,0.0
3,-0.024076381522542,0.006329965244513949,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.674205670146173e-05,0.33841053736015203,-0.0003479127814191013,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
4,0.0,0.0008162841219566628,-1.0,0.0,-0.013863969937907335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001291643026642017,-1.0,0.0,-0.027474074124403048,3.100991515698672e-06,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0008162841219566628,-1.0,0.0,-0.013863969937907335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.912783916327015e-05,0.32893611281196006,-0.0005788426684526943,0.0,0.0,-1.0,1.336978467574943e-06,0.0,0.0,0.0
6,-0.024076381522542,0.006329965244513949,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009857617923825252,0.0,-0.004356001744946088,0.0,0.0,0.0,0.0,4.738611579748676,-1.0,0.0
7,-0.0008805756717641933,0.0003093435141479444,0.0,0.12982452971201042,0.0,-2.8995080757850616e-06,8.778550232505688e-06,0.0008176949696115115,-1.0,0.0,0.0,0.0,0.0009857617923825252,0.0,-0.004356001744946088,0.0,0.0,0.0,0.0,4.738611579748676,-1.0,0.0
8,-0.00046139728692736436,0.00015590234924333117,0.2882728356222903,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001600578448711926,-1.0,0.0,0.001291643026642017,-1.0,0.0,-0.027474074124403048,3.100991515698672e-06,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0008162841219566628,-1.0,0.0,-0.013863969937907335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007458755916379635,-1.0,0.0,-0.012969310512300011,0.0,0.0,0.0,0.0,0.0,0.0
10,-0.0008805756717641933,0.0003093435141479444,0.0,0.12982452971201042,0.0,-2.8995080757850616e-06,8.778550232505688e-06,0.0008176949696115115,-1.0,0.0,0.0,0.0,7.674205670146173e-05,0.33841053736015203,-0.0003479127814191013,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
11,-0.0004608744252067845,0.00015590234924333455,0.28833086156978244,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016075733385269699,-1.0,0.0,7.674205670146853e-05,0.33841053736015014,-0.0003479127814191322,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
12,0.0,0.0014707177990347239,-1.0,0.0,-0.03132232056096195,0.0,0.0,0.0,0.0,0.0,0.0,1.5880495397393504e-05,-0.00033427893214634484,-1.0,0.0,-0.009919409094749438,0.0,0.0,0.0,0.0,0.0,0.003190734987840999
13,0.00040559024030535607,-0.00010849434494874023,0.0,0.16509552113286674,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.001291643026642017,-1.0,0.0,-0.027474074124403048,3.100991515698672e-06,0.0,0.0,0.0,0.0,0.0
