,C_x1,dx1/dx0{power: 1.0}_x1,dy1/dx0{power: 1.0}_x1,"t{power: 1.0, dim: 0.0}_x1",d^2x1/dx0^2{power: 1.0}_x1,d^2x1/dx0^2{power: 1.0} * y1{power: 1.0}_x1,x1{power: 1.0}_x1,y1{power: 1.0} * dx1/dx0{power: 1.0}_x1,y1{power: 1.0}_x1,y1{power: 1.0} * x1{power: 1.0}_x1,"y1{power: 1.0} * t{power: 1.0, dim: 0.0}_x1",y1{power: 1.0}_y1,C_y1,"dy1/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_y1",dy1/dx0{power: 1.0}_y1,"t{power: 1.0, dim: 0.0}_y1",dy1/dx0{power: 1.0} * x1{power: 1.0}_y1,y1{power: 1.0} * dy1/dx0{power: 1.0}_y1,x1{power: 1.0}_y1,"d^2x1/dx0^2{power: 1.0} * t{power: 1.0, dim: 0.0}_y1",d^2y1/dx0^2{power: 1.0}_y1,"x1{power: 1.0} * sin{power: 1.0, dim: 0.0}_y1"
0,0.008031120727761876,-1.0,-0.7367351780991847,-8.245914255985307e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1864226564561318,-1.5269118868053444,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.01748767674508e-05,0.0,0.0,-4.2993616064997146e-07,-1.0,1.2774011027989751,0.0,0.0,0.0,0.0,0.0,0.0,0.0007621561759615901,0.0,0.5199524382491255,-1.7453290746780625e-05,-1.0,0.0,0.0,0.0,0.0,0.0
2,0.005435564286088853,0.5974581725095836,0.0,0.0,0.0,0.0,-0.006156907762784187,-1.0,0.0,0.0,0.0,0.0,0.0007621561759615894,0.0,0.5199524382491257,-1.7453290746780608e-05,-1.0,0.0,0.0,0.0,0.0,0.0
3,0.0013909549508354978,-1.0,0.0,0.0,0.0,0.0,0.0,1.3220053299003387,-0.0024305503283834173,0.0,0.0,1.186422656456132,-1.5269118868053444,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-0.0134169756170624,-1.0,-0.3215533534989302,0.0,0.0,0.0,0.0,0.0,0.020192026830511304,0.0,0.0,0.0,-0.0019323599651164757,0.0,0.8470215446365073,2.576183924753198e-05,0.0,-1.0,0.0,0.0,0.0,0.0
5,0.005435564286088833,0.5974581725095865,0.0,0.0,0.0,0.0,-0.006156907762784165,-1.0,0.0,0.0,0.0,0.0,-0.002629500934809202,0.0,0.0,3.3032965676740075e-05,1.037406613750927,-1.0,0.0,0.0,0.0,0.0
6,-0.013416975617062366,-1.0,-0.32155335349892583,0.0,0.0,0.0,0.0,0.0,0.02019202683051127,0.0,0.0,1.186422656456132,-1.5269118868053444,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.010237903823233816,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023675203537979986,0.0,0.0,0.005641186611577085,0.0,-1.0,0.0,0.0,0.0,-0.01105004475607208,0.0,0.0,0.0
8,0.005053369701162464,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.594830879051101e-05,0.0,-6.502018452102464e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012942113605834249,-1.0,0.0
9,2.255526228618629e-05,0.0,0.00986056614192813,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.23278248526063e-05,0.0,-0.006372458458187892,0.0,0.0,0.0,0.0,0.0,-1.0,6.258167595086263e-06
