,"t{power: 1.0, dim: 0.0}_x1",dx1/dx0{power: 1.0} * x1{power: 1.0}_x1,C_x1,dx1/dx0{power: 1.0}_x1,y1{power: 1.0}_x1,x1{power: 1.0}_x1,d^2x1/dx0^2{power: 1.0}_x1,x1{power: 1.0}_y1,C_y1,dy1/dx0{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0}_y1,d^2x1/dx0^2{power: 1.0}_y1,d^2y1/dx0^2{power: 1.0} * y1{power: 1.0}_y1,y1{power: 1.0}_y1,d^2x1/dx0^2{power: 1.0} * x1{power: 1.0}_y1,"t{power: 1.0, dim: 0.0} * d^2y1/dx0^2{power: 1.0}_y1"
0,-6.087644089462195e-06,1.1114463479929484,0.0005132731965346967,-1.0,0.0,0.0,0.0,-0.04003085876994357,0.03192839777280675,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,-0.007109232775141631,-1.0,0.013243795870234559,0.0,0.0,-0.04003085876994357,0.03192839777280675,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-1.1101737816391034e-05,1.2019337593211814,0.002446762895235176,-1.0,-0.00289033942421088,0.0,0.0,-0.04003085876994357,0.03192839777280675,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,-0.007109232775141631,-1.0,0.013243795870234555,0.0,0.0,0.0,-2.8817705741979297e-05,0.0,-1.0,-0.5817279366138233,0.0,0.0,0.0,0.0
4,0.0,0.0,-0.007109232775141631,-1.0,0.013243795870234555,0.0,0.0,0.0,-2.55178473587484e-05,0.0,0.0,-0.33339332700193614,-1.0,0.0,0.0,0.0
5,0.0,0.0,-0.007109232775141631,-1.0,0.013243795870234555,0.0,0.0,0.0,0.00032820200655558695,0.0,-1.0,0.0,0.0,-0.0007339475180418721,-0.5179631030894666,0.0
6,0.0,1.2235439493910765,-0.0010006772824863207,-1.0,0.0,0.00106673602054533,0.0,0.0,0.00032820200655558695,0.0,-1.0,0.0,0.0,-0.0007339475180418721,-0.5179631030894666,0.0
7,9.686543813934185e-06,0.0,-0.002627716421252488,0.0,0.0033555113443227503,0.0,-1.0,0.0006025938016447073,-0.000547366368824971,0.0,-1.0,0.0,0.0,0.0,0.0,0.008104185435158597
